date,3.1.price_momentum,3.1.price_momentum_long_only,3.4.low_volatility,3.6.multifactor,3.7.residual_momentum,3.8.pairs_trading,3.9.mean_reversion_single_cluster,3.9.1.mean_reversion_multi_cluster,3.10.mean_reversion_weighted_regression,3.11.single_moving_average,3.12.two_moving_averages,3.13.three_moving_averages,3.14.support_resistance,3.15.channel,3.17.single_stock_knn,3.18.stat_arb_optimization,3.18.1.stat_arb_dollar_neutral,4.1.momentum_rotation,4.1.1.momentum_rotation_ma_filter,4.1.2.dual_momentum,4.3.r_squared,4.4.mean_reversion_ibs,4.6.multi_asset_trend,6.5.volatility_targeting,10.3.contrarian,10.3.1.contrarian_market_activity,10.4.trend_following,3.20.alpha_combo,benchmark.equal_weight
2016-03-15,1.0056517018816797,1.0022520290422365,1.0011362674777773,1.0063369839893048,1.0046227466552222,1.0010090852205824,0.995470191094241,0.9954167530152818,0.9977424868275151,0.9948565701341621,0.994288734048675,0.9942917906728665,0.9950324603170166,0.9977750022627075,0.998341623764288,0.9996643106183047,1.0008928624739342,0.9976696784149724,1.004928954610621,0.9987839046463316,1.0008854096833275,0.9975483782122789,1.0005888962158198,0.994257668431038,0.995592746658319,0.9964475456546079,1.0038681086196994,0.9941921779171667,0.994257668431038
2016-03-16,1.0030300796870475,1.0087354381382787,1.0062677113700167,1.0021163280740373,1.0008775007779775,1.0064253205539306,0.9907515758543449,0.9907038233608445,0.9926659862843568,1.004275619082588,1.0022826216364216,1.0032064910813996,1.0028594385758163,0.9964010710866148,0.9930433658363454,0.9977400552936911,0.9983525634459185,1.0079539834574818,1.0043869761678745,1.00621767725218,1.0005379301183448,0.9981508947226583,1.0079186523661792,1.0032031124829355,0.990828409467632,0.9926174960240454,1.0019711636621345,0.9979971966114556,1.0032031124829357
2016-03-17,1.0005965850265846,1.017358986291935,1.01666638777278,0.9999630448418074,0.9957755174069148,1.0014962352752945,0.9871489916308942,0.9870425687297648,0.9891208545731307,1.0145426709829348,1.0112745867480348,1.0129133751410218,1.0132102273749266,0.9942718680894348,0.9904129774403658,0.9964724393631402,0.9978247972840009,1.0168387561380794,1.0045019489832325,1.0125733727320554,0.9955652287903227,0.9908447662296878,1.0171582485500466,1.012744952380247,0.9871994524244986,0.9873974583671722,0.9996949626772004,1.0007781426182316,1.0127449523802472
2016-03-18,0.9959522392071943,1.0143482594145339,1.015965115600893,0.9949162751336649,0.9921019939900576,1.0080311820232262,0.98978890258411,0.9896754774868104,0.9926916320207269,1.0194369801032295,1.0165086508305659,1.0175480959535366,1.0176445197393629,0.9972357635382781,0.9895589475944325,0.9951823601896705,1.0012903509947908,1.0153455755385143,0.9983094004218469,1.012100784941816,0.9904598563481427,0.9954466260559924,1.0154397547162173,1.0186396706701881,0.9896875174955331,0.9900144879409096,0.9948030752689138,1.0067905288316867,1.0186396706701883
2016-03-21,0.9943859328924011,1.0118144567481682,1.01540842944834,0.9942381100087875,0.9911822838432199,1.0090509179431069,0.9927736308842033,0.992673435526756,0.9958451558961108,1.0181121393569548,1.0154199092735856,1.0156086430867726,1.0158542785962292,0.998765650492086,0.9896591636880402,0.9926688942350176,1.0021221900993311,1.011676359364255,0.9963027162339299,1.0104864113027903,0.989136018724168,0.9971475109383038,1.0133677584233804,1.0176178205016262,0.9926780022820131,0.9943527134288567,0.9939220403836357,1.0082357715135006,1.0176178205016264
2016-03-22,0.9954345174410327,1.0101002078088772,1.0125436788133688,0.9939539974186576,0.9914653911708794,1.0087878736246247,0.9948052800558269,0.9946363759649637,0.9978799844068589,1.0175812538079254,1.015029777742015,1.0149585220192074,1.0153570414613071,0.999728937190289,0.9891573320216487,0.9915132651876649,1.0026214291492304,1.0102702959205068,0.995219406907209,1.0096362135029722,0.9892493459574799,0.9964762075005252,1.0120619120422443,1.0178357069318464,0.9946445315425876,0.9972221394759367,0.9930753768703084,1.008088591249355,1.0178357069318467
2016-03-23,1.0036267032593855,1.0109879904525068,1.013392153137754,1.0041472735228787,0.9995394987611416,1.0152426717474627,1.0056201864694763,1.005333087181896,1.0054905896388941,1.008776418030403,1.0066417751707843,1.0074865171184808,1.0047107105521405,1.0005061364545926,0.9924937663840215,0.9892472777246667,1.0040520409041278,1.0042085340191973,1.0007120507215672,1.0074507516806825,0.9938558579290283,0.9988138240045397,1.0105446923415833,1.0087894056139932,1.005686551431061,1.0039659111259842,0.9989162272197706,1.0019630367148238,1.0087894056139934
2016-03-24,1.0033227755552088,1.0108404397580142,1.0123492982298488,1.003727008904307,1.0002977418155492,1.00679327282779,1.005791998685441,1.0052595026414233,1.0052603150125208,1.0075062672031758,1.0053257460116252,1.0066660778458068,1.0031005648215732,0.9995261104253945,0.9935587676001761,0.9889274832971655,1.002658549798961,1.0070886661647864,1.0022719528238373,1.0071692155461867,0.9952040826426937,1.0006596506539558,1.0104367155416956,1.0076592919708949,1.005862077375704,1.002974489972318,0.9994910064226036,1.0007960032370289,1.007659291970895
2016-03-28,1.0060142667803944,1.0135537027639479,1.0151349906484948,1.005718212600967,1.0019467026393165,1.0087431085673269,1.007955738916128,1.007345182708031,1.0076360646023002,1.0092023760975937,1.0070431354284781,1.008725334465765,1.0027529635134251,0.9985959305283831,0.9928943283565492,0.9872717504260538,1.0022876401520806,1.0070783174801954,1.0027446651382301,1.0101142757626873,0.9960317873449851,1.0017583257855796,1.01263532331334,1.0093356788478047,1.0080805375735769,1.0066540600749647,1.0006496185615028,1.0011478215796663,1.009335678847805
2016-03-29,1.0103276456537351,1.0274089014598016,1.0255582341364606,1.0057925104316832,1.0040628348344802,1.0136978489194153,1.0082077376303547,1.0072318081210585,1.0081518195550683,1.0214355615542383,1.0182215922525326,1.0181934139100393,1.0150266832336314,0.9941287530294163,0.987784920377089,0.9859293764494217,1.0020506606799693,1.021735565991282,1.0048353111672965,1.02474002013353,0.9993315277281176,1.0017278225153488,1.0252566851831773,1.0217896637877688,1.0082808027497678,1.0045583780712908,1.0017531765733558,1.000421418638121,1.021789663787769
