date,3.1.price_momentum,3.1.price_momentum_long_only,3.4.low_volatility,3.6.multifactor,3.7.residual_momentum,3.8.pairs_trading,3.9.mean_reversion_single_cluster,3.9.1.mean_reversion_multi_cluster,3.10.mean_reversion_weighted_regression,3.11.single_moving_average,3.12.two_moving_averages,3.13.three_moving_averages,3.14.support_resistance,3.15.channel,3.17.single_stock_knn,3.18.stat_arb_optimization,3.18.1.stat_arb_dollar_neutral,4.1.momentum_rotation,4.1.1.momentum_rotation_ma_filter,4.1.2.dual_momentum,4.3.r_squared,4.4.mean_reversion_ibs,4.6.multi_asset_trend,6.5.volatility_targeting,10.3.contrarian,10.3.1.contrarian_market_activity,10.4.trend_following,3.20.alpha_combo,benchmark.equal_weight
2016-03-11,0.0066891442499010375,0.0075180663593441,-0.004060305432980915,0.006601613023946962,0.007239383845579372,-0.0007442771777406744,0.008151554355714836,-0.0020850930881211992,-0.0006228841139170617,0.010868779576211898,0.012158630279541208,0.0062425247160792785,0.003373393282769699,-0.004060305432980915,0.006476845324494718,0.0029195220634710534,0.0029195220634710534,0.017576619330663623,0.017576619330663623,0.0,-0.0030693402162683125,-0.004070559926478812,0.016142583874904453,0.009067001338455788,0.008151554355714836,0.009325655125917593,-0.009648877425980706,-0.0036232597912157225,
2016-03-14,-0.00589049425028187,0.002356539864763696,0.0028289948333346526,-0.0076530727911166,-0.007802833001540499,0.0023584901535994574,-0.0047071083122579155,0.00014146433293930395,-0.007599064190321585,0.00807119748807037,0.007826175440623917,0.0026560602856114945,0.00715950877395725,0.0028289948333346526,-0.005457362229476108,0.009820038275121073,0.009820038275121073,0.004542095470639995,0.004542095470639995,0.0,-0.006961915350428283,-2.754503142904331e-05,0.002757458717248439,0.005836179040210478,-0.0047071083122579155,7.715840693095304e-05,-0.0029535127604018853,-0.00020060749219458197,0.0073261754406239174
2016-03-15,-0.006462362946738472,0.009368141481528647,0.010836779378607053,-0.006062842997191814,-0.002849573888961565,-0.0007668345458780035,-0.0024520657119756592,-0.004093827484767816,-0.0055332115112232926,0.005888121181776654,0.006054787848443321,0.002941603265068149,0.006054787848443321,0.010836779378607053,0.0029216199869599078,-0.0016035031684449598,-0.0016035031684449598,0.000706130822111739,0.000706130822111739,0.0,-0.002574243988310715,0.007395176113538904,0.0010799249284604196,0.004515210041239363,-0.0024520657119756592,-0.0076258282732140255,0.0025898360502891278,-0.0019933079702603132,0.006054787848443321
2016-03-16,0.0001409719473784342,0.006356652129566542,-0.0014682597239344952,-0.006367368945317947,-0.0013895756688567795,-0.009473728228048872,-0.0063916313660312704,-0.0007379099976969471,-0.0030713028371075466,0.008254918290677333,0.008254918290677333,0.014200606723702325,0.008254918290677333,-0.0014682597239344952,0.0049376000039138375,0.009677609101057756,0.009677609101057756,0.01255179034915449,0.01255179034915449,0.0,0.004172147165195678,-0.008324911853501038,0.018134861970134575,0.006155903540907637,-0.0063916313660312704,0.007135815334520993,0.0014368671090381254,-0.007913168062210001,0.008254918290677333
2016-03-17,-0.00857427035161165,-0.0011194756729293043,-0.007942701989397727,-0.010204548455806789,-0.008057249648800224,-0.015763902263455976,-0.004611844300483255,0.0013043108818521767,-0.009375385459310586,-0.003226100021908077,-0.003226100021908077,-0.00820112482594626,-0.003226100021908077,-0.007942701989397727,-0.00243095182707903,0.005590309570642686,0.005590309570642686,-0.017141800772933813,-0.017141800772933813,-0.017641800772933813,-0.008392050603042572,-0.023937725614068872,-0.006329644324905621,-0.002405785236010691,-0.004611844300483255,0.000443624799858646,0.004196674456053202,0.004623832175342863,-0.003226100021908077
2016-03-18,0.0011518461147178097,-0.01440871148287004,-0.007412786662983173,0.0020798369541490946,-0.013810551071355481,0.004124311056576181,-0.0054703306890550914,0.008456751406580799,0.00325925804295061,0.011611082761745922,0.007622122158743064,0.011376139748252245,0.011784923437591468,-0.007412786662983173,0.0074554554920763984,0.009207528661672041,0.009207528661672041,0.008504525984941558,0.029665066159487663,-0.0005,-0.008697206112952716,-0.020625177322824095,0.007927968991578025,0.0067361688810860755,-0.0054703306890550914,0.003179607411944828,-0.003399356315596669,0.004419322401047806,0.007622122158743064
2016-03-21,-0.00878666951464914,0.008596384725618134,0.01523521132243233,-0.0038216429189158463,-0.008452845705109652,-0.001737516339346934,-0.00207491170292899,0.00031282625137119593,-0.005854630085285429,0.00975078449290323,0.008699237965209845,0.009096384725618134,0.008534057712215676,0.013389334801596469,0.000540826314025466,0.006483145623034859,0.006483145623034859,0.0031995317277734303,0.0029575581288039388,0.0,-0.0013629613891517067,-0.010266864813405108,0.004986410696804118,0.007772390419279197,-0.00207491170292899,0.006067433526385401,0.007036488537482518,-0.007881762088769699,0.008699237965209845
2016-03-22,0.005954794288561598,-0.0016204513776928442,-0.0014713562793070567,0.009097786276472453,0.007138728051415438,0.003916974662300012,0.00732141277165284,0.006439452351367534,0.010513163968901056,-0.004020007282776162,-0.001394455508058205,-0.005324735373639088,-0.004420007282776162,-0.006786900597429146,-0.005638889963235398,-0.008763339813798217,-0.008763339813798217,0.004981878444726473,-0.0017695464760786317,0.0044818784447264726,0.004379396236010247,-0.0008509049016142125,1.3291264033544721e-06,-0.0012458852918252423,0.00732141277165284,0.005384220984915929,-0.0041370750401697074,0.003517820041914055,-0.001394455508058205
2016-03-23,0.018810527747828404,0.005547073167858907,-0.006040520201996746,0.017308595061609783,0.022319623941331884,0.009087274200426598,0.007076298440149771,-0.0007836092940462812,0.02076697222572746,-0.005031349223231136,-0.004864682556564469,-0.0017437208358474692,-0.004829515027478016,-0.012894617948879396,-0.005031349223231137,-0.022504100574714348,-0.022504100574714348,0.01672998769048739,0.01713466653771456,0.01672998769048739,0.016463114324122424,-0.011587593369855653,0.008906561961626707,-0.004917954322990295,0.007076298440149771,-0.002398408993502948,-0.005430703579022052,0.00012321147089804302,-0.004864682556564469
2016-03-24,-0.0017815535675005018,0.004727970042002871,0.008004391928814192,0.003069260195678769,-0.0015992222934422262,0.009468452948525163,0.0037787844835579045,0.005868654637904928,0.009033662421032202,0.008806544755773027,0.008806544755773027,0.002074996371038002,0.005320215529667986,0.01089451024700468,0.0071576649691691245,0.0023139377047605224,0.0023139377047605224,0.012417546706026794,0.011917546706026794,0.012417546706026794,-0.0015243009374882321,-0.008189576664023923,0.004211731645288625,0.008806544755773027,0.0037787844835579045,0.005332096904462836,-0.0019794622544485143,-0.004237485896090744,0.008806544755773027
2016-03-28,-0.0016420347342426156,0.00595772641638026,0.0017646065671685918,-0.004765651543894467,-0.0019795208348986904,-0.0045379923876109896,-0.005618536623673459,-0.0076293479886490635,-0.0015233794366064386,0.000658093381684784,0.000658093381684784,0.007395442247683857,0.00045868874247510045,0.007645442247683857,0.0004914267150181175,0.00579750805145172,0.00579750805145172,0.002433698568932441,0.002433698568932441,0.002433698568932441,0.0005598655861840662,0.0035240278474478193,0.0018289794973612944,0.000658093381684784,-0.005618536623673459,-0.00296913191808338,0.0038493910418120046,-0.0013698765899728116,0.000658093381684784
