section,title,key,style,ticker,contribution_ann_%,contribution_total_%,share_of_pnl_%,gross_contribution_ann_%,cost_ann_%,avg_gross_weight,avg_net_weight,days_held_%,long_days_%,short_days_%,ann_turnover_x
3.1,Price-momentum,3.1.price_momentum,momentum,CHTR,0.029842765272957105,0.308256817482172,-2.0021376257517596,0.03380956881109975,0.003966803538142648,0.0029143873188911358,-0.0004622947308503349,65.46292739147138,25.43219362274299,40.03073376872839,0.07933607076285297
3.1,Price-momentum,3.1.price_momentum,momentum,SPGI,0.029730889762358107,0.3071012144897546,-1.9946319483414485,0.035115602654150424,0.0053847128917923065,0.002529668984020315,0.0009845683122063128,51.05647330003842,35.843257779485214,15.213215520553208,0.10769425783584612
3.1,Price-momentum,3.1.price_momentum,momentum,VRTX,0.02970220649902537,0.30680493459112324,-1.992707601176481,0.03356790669100545,0.0038657001919800813,0.0027736579757828518,0.000650405448207425,64.73300038417212,35.49750288129081,29.23549750288129,0.07731400383960162
3.1,Price-momentum,3.1.price_momentum,momentum,ROST,0.029546654818847468,0.30519818449785696,-1.9822717093016986,0.03452398975890325,0.004977334940055784,0.0023602250197618155,0.0007661740438965432,50.44179792547061,32.73146369573569,17.710334229734922,0.09954669880111566
3.1,Price-momentum,3.1.price_momentum,momentum,WST,0.02949589490008531,0.30467386676556374,-1.9788662493081532,0.03473071198023476,0.005234817080149466,0.003232135528213461,0.0007227977515962007,64.04149058778333,35.651171724932766,28.390318862850556,0.10469634160298931
3.1,Price-momentum,3.1.price_momentum,momentum,XYL,0.0291493383804762,0.3010941579538871,-1.955615929138,0.03475145805670979,0.005602119676233585,0.002517348659763698,0.000837479614747855,49.519784863618895,32.039953899346905,17.479830964271994,0.11204239352467167
3.1,Price-momentum,3.1.price_momentum,momentum,MRVL,0.02893728356351579,0.298903766332665,-1.9413892673700615,0.0325269366527596,0.0035896530892438054,0.002224476788399413,0.001166707932277477,58.93200153668844,46.06223588167499,12.869765655013445,0.0717930617848761
3.1,Price-momentum,3.1.price_momentum,momentum,AMZN,0.028860450978920926,0.29811013451639357,-1.9362346040171814,0.033575101888701366,0.004714650909780438,0.002797078207136661,0.0010136717155702956,59.00883595850941,39.646561659623515,19.3622742988859,0.09429301819560877
3.1,Price-momentum,3.1.price_momentum,momentum,AKAM,0.028828788159631788,0.2977830776965141,-1.9341103597906042,0.033335944003969116,0.004507155844337346,0.0030492555311540603,-0.0002619389017433716,66.92278140606992,30.580099884748368,36.34268152132155,0.09014311688674691
3.1,Price-momentum,3.1.price_momentum,momentum,NVR,0.02818074096180688,0.2910891616015211,-1.8906331663683182,0.0326582748779758,0.0044775339161689225,0.0027850786733010792,0.0011552980220496366,58.739915482136,39.72339608144449,19.016519400691507,0.08955067832337844
3.1,Price-momentum,3.1.price_momentum,momentum,DE,0.02798567253834122,0.289074228640088,-1.8775461140578344,0.03244727239746574,0.0044615998591245225,0.002244510231132629,0.0008893810972378974,49.250864387245485,29.427583557433728,19.823280829811758,0.08923199718249043
3.1,Price-momentum,3.1.price_momentum,momentum,ZBRA,0.027139199470437043,0.28033069929185567,-1.8207566187501651,0.030883716298588007,0.003744516828150952,0.002280732804048556,-6.098533203937975e-05,57.89473684210527,27.6219746446408,30.272762197464466,0.07489033656301904
3.1,Price-momentum,3.1.price_momentum,momentum,BAX,0.027095834862317272,0.27988277042306287,-1.8178473068030832,0.03197230880084264,0.004876473938525371,0.0030499329292946503,-0.0013246717336380968,61.774875144064545,15.827890895121014,45.94698424894353,0.09752947877050741
3.1,Price-momentum,3.1.price_momentum,momentum,BNY,0.026874200298040666,0.2775934260944438,-1.8029779441201481,0.03150312734970231,0.004628927051661643,0.00225788504899735,0.000882198427146741,45.447560507107184,29.120245870149823,16.327314636957357,0.09257854103323286
3.1,Price-momentum,3.1.price_momentum,momentum,MTB,0.026633406777051557,0.27510618190740155,-1.7868232156960226,0.03161243907566917,0.0049790322986176284,0.002357828094637464,-0.0005039100122997807,52.17057241644256,19.861698040722246,32.30887437572032,0.09958064597235258
3.1,Price-momentum,3.1.price_momentum,momentum,TER,0.026336862367867905,0.27204306644269904,-1.766928185396303,0.030476918642439933,0.004140056274572016,0.002238637389693855,0.0011673863725908083,53.32308874375721,38.18670764502497,15.136381098732233,0.08280112549144034
3.1,Price-momentum,3.1.price_momentum,momentum,GOOGL,0.02387629824414974,0.2466270013076261,-1.6018500511278535,0.028658755370346307,0.004782457126196566,0.00202271121440405,0.0011223817486887774,45.06338839800231,36.073761044948135,8.989627353054168,0.09564914252393131
3.1,Price-momentum,3.1.price_momentum,momentum,STX,0.022948217966907106,0.23704052130102854,-1.5395855650525827,0.026542652083235325,0.003594434116328233,0.002556386310076729,0.0005631152428872501,64.7714175950826,41.990011525163276,22.781406069919324,0.07188868232656467
3.1,Price-momentum,3.1.price_momentum,momentum,WFC,0.0228457380868143,0.23598196920626038,-1.532710236243752,0.027111754060928746,0.004266015974114448,0.002239961012219602,-0.000337717930055213,51.28697656550134,23.741836342681523,27.545140222819825,0.08532031948228896
3.1,Price-momentum,3.1.price_momentum,momentum,TDG,0.022742324963137717,0.2349137772978074,-1.5257722965449456,0.026621886559972885,0.003879561596835166,0.002068318159450579,0.0011407948118160169,46.676911256242796,36.34268152132155,10.334229734921244,0.07759123193670334
3.1,Price-momentum,3.1.price_momentum,momentum,PNR,0.022642689759653,0.233884608906257,-1.519087815803245,0.027328163575075427,0.004685473815422429,0.002265622807161856,-0.00013411415554728497,51.51747983096428,25.20169035728006,26.31578947368421,0.09370947630844859
3.1,Price-momentum,3.1.price_momentum,momentum,ECHO,0.022357580203881195,0.23093960821707443,-1.4999599446475054,0.02723919972520781,0.004881619521326594,0.0027038073568602518,-0.0010053804844493699,63.61890126776796,22.320399538993467,41.29850172877449,0.09763239042653186
3.1,Price-momentum,3.1.price_momentum,momentum,APO,0.02229590234036922,0.23030251504754395,-1.4958220046783428,0.02722147246440465,0.0049255701240354215,0.0024908446505705136,0.001210624518258949,58.66308106031502,45.024971187091815,13.638109873223204,0.09851140248070846
3.1,Price-momentum,3.1.price_momentum,momentum,FIS,0.021821961163307414,0.22540700360352858,-1.4640255054494864,0.025084642025599357,0.0032626808622919475,0.0025856988982273267,-0.0009288835284822785,55.397618132923554,17.287744909719553,38.10987322320399,0.06525361724583893
3.1,Price-momentum,3.1.price_momentum,momentum,ORLY,0.021821782849465003,0.22540516173475159,-1.4640135424544416,0.027185222777135965,0.005363439927670962,0.0026704760682324156,0.001281381139810251,52.439492892815984,37.111025739531314,15.328467153284672,0.10726879855341923
3.1,Price-momentum,3.1.price_momentum,momentum,PCAR,0.02129778301899697,0.2199925761843219,-1.4288586308076219,0.02585448453658112,0.004556701517584142,0.002048551730382526,0.0005228058596416364,45.17864003073377,25.43219362274299,19.74644640799078,0.09113403035168284
3.1,Price-momentum,3.1.price_momentum,momentum,ON,0.02111355795603284,0.2180896482521964,-1.4164990546492688,0.02374731976128419,0.002633761805251353,0.002723191921120493,0.0006213510733592962,72.10910487898579,40.03073376872839,32.0783711102574,0.05267523610502707
