best_strategy,best_title,n_candidates,n_days,best_excess_ann_return,reality_check_p,spa_p,deflated_sharpe_prob,luck_threshold_sharpe_ann,psr_vs_benchmark,bootstrap_draws,bootstrap_block
4.1.momentum_rotation,4.1 Momentum rotation,28,2624,-0.007100003594481225,0.9692,0.7302,6.536661575183472e-21,3.8788644958537173,0.41611488531488483,5000,10
