ticker,section,key,title,style,applicability,sharpe,cagr,max_drawdown,calmar,ann_volatility,ann_turnover,hit_rate,params
GOOG,6.5,6.5.volatility_targeting,Volatility targeting with risk-free asset,allocation,active,0.9146023664268192,0.1603260926761818,-0.2503075145172391,0.6405164982177948,0.18041231369774158,3.6175568781898004,0.5388719512195121,"{""target_vol"": ""0.15 (62% of folds)"", ""vol_window"": ""21 (70% of folds)"", ""max_leverage"": ""1.0 (78% of folds)"", ""rebalance_threshold"": ""0.1 (69% of folds)"", ""annualization"": ""252""}"
GOOG,4.1.2,4.1.2.dual_momentum,Dual-momentum rotation,momentum,active,0.7244767205343773,0.14608761100150125,-0.3342116164367709,0.43711111109490536,0.22241474748685766,9.123475609756097,0.4184451219512195,"{""formation"": ""252"", ""fraction"": ""0.34"", ""ma_length"": ""200 (64% of folds)""}"
GOOG,4.6,4.6.multi_asset_trend,Multi-asset trend following,momentum,active,0.6681371057777438,0.13470563379456824,-0.3993354718629172,0.33732448852129426,0.22812873890484267,7.394817073170735,0.4165396341463415,"{""formation"": ""252 (72% of folds)"", ""weighting"": ""inverse_vol"", ""ma_filter"": ""True (62% of folds)"", ""ma_length"": ""200 (68% of folds)""}"
GOOG,3.15,3.15.channel,Channel (Donchian),technical,active,0.28241380730289867,0.03951700618929754,-0.505607980860874,0.07815740195005202,0.2358436815935645,11.524390243902438,0.31478658536585363,"{""length"": ""20 (44% of folds)"", ""mode"": ""reversion (73% of folds)"", ""long_only"": ""True (68% of folds)""}"
GOOG,3.12,3.12.two_moving_averages,Two moving averages,technical,active,0.2745027518202542,0.03820101411557064,-0.4055199346005284,0.09420255542604063,0.290825459566552,12.196646341463415,0.5179115853658537,"{""fast"": ""20 (39% of folds)"", ""slow"": ""100 (42% of folds)"", ""kind"": ""sma"", ""stop_loss"": ""0.0""}"
GOOG,3.11,3.11.single_moving_average,Single moving average,technical,active,0.2535760180477499,0.03261011657559365,-0.48855988401526673,0.06674742982904146,0.25697367070637633,22.85670731707317,0.4340701219512195,"{""length"": ""200 (54% of folds)"", ""kind"": ""sma (82% of folds)"", ""lam"": ""0.9"", ""long_only"": ""True (76% of folds)""}"
GOOG,3.20,3.20.alpha_combo,Alpha combos,combo,active,0.2507939017889359,0.031087559858695712,-0.506714915437265,0.0613511836963966,0.2908682473480704,49.074695121951216,0.5201981707317073,"{""d"": ""21 (52% of folds)"", ""n_factors"": ""2 (68% of folds)""}"
GOOG,10.4,10.4.trend_following,Trend following (sign/vol weighting),momentum,active,0.2133868896253833,0.01989349384260941,-0.6742678747418589,0.02950384348390551,0.29073142597067153,17.382621951219512,0.5209603658536586,"{""formation"": ""126 (41% of folds)"", ""vol_window"": ""63"", ""smoothing"": ""sign"", ""demean_returns"": ""False"", ""dollar_neutral"": ""False""}"
GOOG,3.17,3.17.single_stock_knn,Single-stock KNN,machine-learning,active,0.14657634215231996,0.004114479231899004,-0.6087875888108848,0.00675848080269773,0.26180426864680467,124.3673780487805,0.3791920731707317,"{""horizon"": ""5 (94% of folds)"", ""k"": ""5 (79% of folds)"", ""feature_lengths"": ""(5, 21, 63)"", ""z1"": ""0.01 (68% of folds)"", ""z2"": ""0.0""}"
GOOG,3.13,3.13.three_moving_averages,Three moving averages,technical,active,0.02803891579143544,-0.02154987547680509,-0.5027371805756085,-0.04286509195944406,0.23844585275749594,24.10518292682927,0.3471798780487805,"{""t1"": ""3 (37% of folds)"", ""t2"": ""20 (54% of folds)"", ""t3"": ""50 (48% of folds)"", ""kind"": ""sma""}"
GOOG,3.14,3.14.support_resistance,Support and resistance,technical,active,-0.0025223565391342515,-0.024605153612226482,-0.6994527619043087,-0.03517772028698156,0.21995930730826682,95.46036585365853,0.32126524390243905,"{""lookback"": ""1 (40% of folds)"", ""long_only"": ""True (91% of folds)""}"
GOOG,3.1,3.1.price_momentum_long_only,Price-momentum (long-only),momentum,not applicable: degenerates to buy & hold,0.895434251489455,0.24329162410927685,-0.44601853114407874,0.5454742507787992,0.2903171901862197,0.09603658536585366,0.5396341463414634,"{""formation"": ""252"", ""skip"": ""21"", ""criterion"": ""cumulative"", ""fraction"": ""0.34"", ""weighting"": ""uniform""}"
GOOG,3.4,3.4.low_volatility,Low-volatility anomaly,factor,not applicable: degenerates to buy & hold,0.895434251489455,0.24329162410927685,-0.44601853114407874,0.5454742507787992,0.2903171901862197,0.09603658536585366,0.5396341463414634,"{""vol_window"": ""252"", ""fraction"": ""0.34"", ""long_only"": ""True""}"
GOOG,4.1,4.1.momentum_rotation,Momentum rotation,momentum,not applicable: degenerates to buy & hold,0.895434251489455,0.24329162410927685,-0.44601853114407874,0.5454742507787992,0.2903171901862197,0.09603658536585366,0.5396341463414634,"{""formation"": ""252"", ""fraction"": ""0.34""}"
GOOG,3.1,3.1.price_momentum,Price-momentum,momentum,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,3.6,3.6.multifactor,Multifactor portfolio (rank blend),factor,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,3.7,3.7.residual_momentum,Residual momentum (market-residual proxy),momentum,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,3.8,3.8.pairs_trading,Pairs trading,mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,3.9,3.9.mean_reversion_single_cluster,Mean-reversion (single cluster),mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,3.9.1,3.9.1.mean_reversion_multi_cluster,Mean-reversion (multiple clusters),mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,3.10,3.10.mean_reversion_weighted_regression,Mean-reversion (weighted regression),mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,3.18,3.18.stat_arb_optimization,Statistical arbitrage (mean-variance optimisation),optimization,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,3.18.1,3.18.1.stat_arb_dollar_neutral,Statistical arbitrage (dollar-neutral),optimization,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,4.1.1,4.1.1.momentum_rotation_ma_filter,Momentum rotation with MA filter,momentum,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,4.3,4.3.r_squared,R-squared selectivity,factor,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,4.4,4.4.mean_reversion_ibs,Mean-reversion (internal bar strength),mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,10.3,10.3.contrarian,Contrarian trading (market-index demeaned),mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
GOOG,10.3.1,10.3.1.contrarian_market_activity,Contrarian trading with volume filter,mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
