date,6.5.volatility_targeting,4.1.2.dual_momentum,3.20.alpha_combo,4.6.multi_asset_trend,3.13.three_moving_averages,3.11.single_moving_average,3.15.channel,10.4.trend_following,3.17.single_stock_knn,3.12.two_moving_averages,3.14.support_resistance,__benchmark__
2016-03-11,0.022097565324569572,0.0,-0.03483260796346227,0.0,0.03383260796346227,-0.03483260796346227,-0.03483260796346227,0.03383260796346227,0.03383260796346227,0.03383260796346227,0.0,0.03383260796346227
2016-03-14,0.002103211390953408,0.0,-0.003220134227877924,0.0,0.0032201342278779244,0.0022201342278779243,-0.0032201342278779244,0.003220134227877924,0.0032201342278779244,0.0032201342278779244,0.0027201342278779243,0.0032201342278779244
2016-03-15,-0.009676480459811301,0.0,0.014815232585776992,0.0,-0.014815232585776994,-0.014815232585776994,0.014815232585776994,-0.014815232585776992,-0.014815232585776994,-0.014815232585776994,-0.014815232585776994,-0.014815232585776994
2016-03-16,0.004583714955795272,0.0,0.006017923867986164,0.0,0.007017923867986164,0.007017923867986164,-0.007017923867986164,0.007017923867986164,0.007017923867986164,0.007017923867986164,-0.0005,0.007017923867986164
2016-03-17,0.001788230921221925,0.0,-0.003737881518493523,0.0,0.0027378815184935235,0.0027378815184935235,-0.0027378815184935235,0.0027378815184935235,0.0027378815184935235,0.0027378815184935235,0.0022378815184935234,0.0027378815184935235
2016-03-18,0.008105586027654809,0.0,-0.01241010538309628,0.0,0.012410105383096282,0.012410105383096282,-0.012410105383096282,0.012410105383096282,0.012410105383096282,0.012410105383096282,0.012410105383096282,0.012410105383096282
2016-03-21,-0.0004806976221423687,0.0,0.0007359749347964905,0.0,-0.0007359749347964906,-0.0007359749347964906,0.0007359749347964906,-0.0007359749347964906,-0.0007359749347964906,-0.0007359749347964906,-0.0007359749347964906,-0.0007359749347964906
2016-03-22,0.004326551775914088,0.0,-0.006624192661866201,0.0,0.006624192661866202,0.006624192661866202,-0.006624192661866202,0.006624192661866202,-0.007624192661866202,0.006624192661866202,0.006624192661866202,0.006624192661866202
2016-03-23,-0.004421813600027215,0.0,0.006093086409008851,0.0,-0.006093086409008852,-0.006093086409008852,0.006093086409008852,-0.006093086409008852,-0.007093086409008852,-0.006093086409008852,-0.006093086409008852,-0.006093086409008852
2016-03-24,-0.0005297727211790266,0.0,-0.0017355841790074314,0.0,-0.0007355841790074313,-0.0007355841790074313,0.0007355841790074313,-0.0007355841790074313,-0.0007355841790074313,-0.0007355841790074313,-0.0005,-0.0007355841790074313
2016-03-28,0.0025543997029286655,0.0,0.003189877866056845,0.0,0.003189877866056845,0.003189877866056845,-0.003189877866056845,0.003189877866056845,0.003189877866056845,0.003189877866056845,0.0,0.003189877866056845
2016-03-29,0.011773907467563108,0.0,-0.015433043061603976,0.0,0.014433043061603978,0.014433043061603978,-0.014433043061603978,0.014433043061603978,-0.01543304306160398,0.014433043061603978,0.013933043061603978,0.014433043061603978
2016-03-30,0.003540549238093736,0.0,-0.004340181860263303,0.0,0.0043401818602633035,0.0043401818602633035,-0.0043401818602633035,0.0043401818602633035,-0.0043401818602633035,0.0043401818602633035,0.0043401818602633035,0.0043401818602633035
2016-03-31,0.0035255229212887815,0.0,-0.004321761851604266,0.0,0.004321761851604267,0.004321761851604267,0.0033217618516042666,0.004321761851604267,-0.004321761851604267,0.004321761851604267,0.004321761851604267,0.004321761851604267
2016-04-01,0.007920562455241382,0.0,-0.008606552079056804,0.008106552079056806,0.008606552079056806,0.008606552079056806,0.008606552079056806,0.008606552079056806,-0.008606552079056806,0.008606552079056806,0.008606552079056806,0.008606552079056806
2016-04-04,0.0028552942376563833,0.0,-0.003081002352765427,0.0030810023527654273,0.0030810023527654273,0.0030810023527654273,0.0030810023527654273,0.0030810023527654273,-0.0030810023527654273,0.0030810023527654273,0.0030810023527654273,0.0030810023527654273
2016-04-05,-0.006131179125258147,0.0,0.006615842620006695,-0.0066158426200066955,-0.0066158426200066955,-0.0066158426200066955,-0.0066158426200066955,-0.006615842620006695,0.0066158426200066955,-0.0066158426200066955,-0.0066158426200066955,-0.0066158426200066955
2016-04-06,0.022264232498858408,0.0,0.023024197508906386,0.024024197508906386,0.024024197508906386,0.024024197508906386,0.024024197508906386,0.024024197508906386,-0.024024197508906386,0.024024197508906386,-0.0005,0.024024197508906386
2016-04-07,-0.00947192283221783,0.0,0.009220668730529513,-0.010220668730529512,-0.010220668730529514,-0.010220668730529514,-0.010220668730529514,-0.010220668730529514,0.010220668730529514,-0.010220668730529514,-0.010720668730529515,-0.010220668730529514
2016-04-08,-0.00521976158994657,0.0,-0.006632378452421816,-0.005632378452421816,-0.005632378452421816,-0.005632378452421816,-0.005632378452421816,-0.005632378452421816,0.005632378452421816,-0.005632378452421816,-0.0005,-0.005632378452421816
2016-04-11,0.002406162818203043,0.0,0.0025963675498834604,0.0025963675498834604,0.0025963675498834604,0.0025963675498834604,0.0025963675498834604,0.0025963675498834604,-0.0025963675498834604,0.0025963675498834604,0.0,0.0025963675498834604
2016-04-12,0.007417323591979353,0.0,0.008003655503072915,0.008003655503072915,0.008003655503072915,0.008003655503072915,0.008003655503072915,0.008003655503072915,-0.008003655503072915,0.008003655503072915,0.007503655503072915,0.008003655503072915
2016-04-13,0.020039710756414055,0.0,0.018562076219614365,0.018562076219614365,0.018562076219614365,0.018562076219614365,0.018562076219614365,0.018562076219614365,-0.018562076219614365,0.018562076219614365,0.018562076219614365,0.018562076219614365
2016-04-14,0.004000322161708152,0.0031908903635730628,-0.004690890363573063,0.0036908903635730628,0.0036908903635730628,0.0036908903635730628,0.0036908903635730628,0.0036908903635730628,0.0026908903635730628,0.0036908903635730628,0.0036908903635730628,0.0036908903635730628
2016-04-15,-0.0024911083039265937,-0.0022984167929248622,0.0022984167929248622,-0.0022984167929248622,-0.0022984167929248622,-0.0022984167929248622,-0.0022984167929248622,-0.0022984167929248622,-0.0022984167929248622,-0.0022984167929248622,-0.0022984167929248622,-0.0022984167929248622
2016-04-18,0.013482673566633267,0.012439765581539808,0.011439765581539807,0.012439765581539808,0.012439765581539808,0.012439765581539808,0.012439765581539808,0.012439765581539808,0.012439765581539808,0.012439765581539808,0.012439765581539808,0.012439765581539808
2016-04-19,-0.0024660542815920744,-0.0022753007423006455,0.0012753007423006455,-0.0022753007423006455,-0.0022753007423006455,-0.0022753007423006455,-0.0022753007423006455,-0.0022753007423006455,0.0012753007423006455,-0.0022753007423006455,-0.0022753007423006455,-0.0022753007423006455
2016-04-20,0.0029660595189781604,0.0027366297147692897,-0.0027366297147692897,0.0027366297147692893,0.0027366297147692897,0.0027366297147692897,0.0027366297147692897,0.0027366297147692897,-0.0027366297147692897,0.0027366297147692897,0.0027366297147692897,0.0027366297147692897
2016-04-21,-0.002219044534385146,-0.0020473976237964653,0.0020473976237964653,-0.0020473976237964653,-0.0020473976237964653,-0.0020473976237964653,-0.0020473976237964653,-0.0020473976237964653,0.0020473976237964653,-0.0020473976237964653,-0.0020473976237964653,-0.0020473976237964653
2016-04-22,0.004940207954501426,0.004558074374072518,0.0035580743740725182,0.004558074374072518,0.004558074374072518,0.004558074374072518,0.004558074374072518,0.004558074374072518,-0.004558074374072518,0.004558074374072518,-0.0005,0.004558074374072518
2016-04-25,-0.0017213640086237887,-0.001588213542510819,0.000588213542510819,-0.001588213542510819,-0.001588213542510819,-0.001588213542510819,-0.001588213542510819,-0.001588213542510819,0.001588213542510819,-0.001588213542510819,-0.002088213542510819,-0.001588213542510819
2016-04-26,-0.0032015129691108967,-0.0029538704356500967,0.0029538704356500967,-0.0029538704356500967,-0.0029538704356500967,-0.0029538704356500967,-0.0029538704356500967,-0.0029538704356500967,0.0029538704356500967,-0.0029538704356500967,-0.0029538704356500967,-0.0029538704356500967
2016-04-27,-0.0012345942228771212,-0.0011390962367376911,-0.002139096236737691,-0.0011390962367376911,-0.0011390962367376911,-0.0011390962367376911,-0.0011390962367376911,-0.0011390962367376911,0.0011390962367376911,-0.0011390962367376911,-0.0005,-0.0011390962367376911
2016-04-28,-0.08432311875180346,-0.07780058051488614,-0.07780058051488614,-0.07780058051488614,-0.07780058051488614,-0.07780058051488614,-0.07780058051488614,-0.07780058051488614,0.07780058051488614,-0.07780058051488614,0.0,-0.07780058051488614
2016-04-29,-0.01860823395683235,-0.0005,-0.0376051107452704,-0.0005,-0.0376051107452704,0.0366051107452704,0.0366051107452704,0.0366051107452704,-0.0386051107452704,-0.0376051107452704,0.0,-0.0376051107452704
2016-05-02,-0.000625942542125712,0.0,-0.0012855785210540427,0.0,-0.0012855785210540427,0.0012855785210540427,0.0012855785210540427,0.0012855785210540427,-0.0012855785210540427,-0.0012855785210540427,0.0,-0.0012855785210540427
2016-05-03,-0.003759734783943252,0.0,-0.007721849783021262,0.0,-0.0005,0.007721849783021262,0.007721849783021262,0.007721849783021262,0.006721849783021262,-0.007721849783021262,0.0,-0.007721849783021262
2016-05-04,-0.005683635523638995,0.0,-0.0116732116112066,0.0,0.0,0.011673211611206602,0.011673211611206602,0.011673211611206602,0.011673211611206602,0.010673211611206601,0.0,-0.011673211611206602
2016-05-05,0.005111768463016637,0.0,0.010498694845597843,0.0,-0.010998694845597845,-0.010498694845597845,-0.010498694845597845,-0.010498694845597845,-0.010498694845597845,-0.010498694845597845,0.0,0.010498694845597845
2016-05-06,-0.006702514621292639,0.0,0.012765814358810523,0.0,0.013765814358810524,0.013765814358810524,0.013765814358810524,0.013765814358810524,0.013765814358810524,0.013765814358810524,0.0,-0.013765814358810524
2016-05-09,0.000128124006324329,0.0,-0.0007368552870642411,0.0,-0.0002631447129357589,-0.0002631447129357589,-0.0002631447129357589,-0.0002631447129357589,-0.0002631447129357589,-0.0002631447129357589,0.0,0.0002631447129357589
2016-05-10,0.0015382715466791444,0.0,0.0031593456697214246,0.0,-0.003159345669721425,-0.003159345669721425,-0.003159345669721425,-0.003159345669721425,-0.003159345669721425,-0.003159345669721425,0.0,0.003159345669721425
2016-05-11,-0.0015430690081830567,0.0,-0.0023619859263434018,0.0,0.0023619859263434018,0.0023619859263434018,0.0023619859263434018,0.0023619859263434018,0.0023619859263434018,0.0023619859263434018,0.0018619859263434018,-0.0023619859263434018
2016-05-12,-0.0001692742313868386,0.0,-0.0002635382731440705,0.0,0.0002635382731440705,0.0002635382731440705,0.0002635382731440705,0.0002635382731440705,0.0002635382731440705,0.0002635382731440705,0.0002635382731440705,-0.0002635382731440705
2016-05-13,-0.0068918113891383226,0.0,-0.01052614252375772,0.0,0.01052614252375772,0.01052614252375772,0.01052614252375772,0.01052614252375772,0.01052614252375772,0.01052614252375772,0.01052614252375772,-0.01052614252375772
2016-05-16,0.011362778711755893,0.0,0.017287208316097313,0.0,-0.017287208316097313,-0.017287208316097313,-0.017287208316097313,-0.017287208316097313,-0.017287208316097313,-0.017287208316097313,-0.017287208316097313,0.017287208316097313
2016-05-17,-0.008969075222513489,0.0,-0.014117309602680095,0.0,0.014117309602680095,0.014117309602680095,0.014117309602680095,0.014117309602680095,0.014117309602680095,0.014117309602680095,-0.015117309602680096,-0.014117309602680095
2016-05-18,0.0006795829762138879,0.0,0.0010601434354349237,0.0,-0.0010601434354349237,-0.0010601434354349237,-0.0010601434354349237,-0.0010601434354349237,-0.0005,-0.0010601434354349237,-0.0020601434354349238,0.0010601434354349237
2016-05-19,-0.008714909414166711,0.0,-0.01350934134581483,0.0,0.01350934134581483,0.01350934134581483,0.01350934134581483,0.01350934134581483,0.013009341345814829,0.01350934134581483,0.01350934134581483,-0.01350934134581483
2016-05-20,0.006259662995929225,0.0,0.00966668646954405,0.0,-0.00966668646954405,-0.00966668646954405,-0.00966668646954405,-0.00966668646954405,-0.0005,-0.00966668646954405,-0.00966668646954405,0.00966668646954405
2016-05-23,-0.0039001868068701275,0.0,-0.006116817857344858,0.0,0.006116817857344858,0.006116817857344858,0.006116817857344858,0.006116817857344858,0.005616817857344858,0.006116817857344858,-0.007116817857344858,-0.006116817857344858
2016-05-24,0.010485408792350806,0.0,0.016323316917338904,0.0,-0.016323316917338904,-0.016323316917338904,-0.016323316917338904,-0.016323316917338904,-0.016323316917338904,-0.016323316917338904,-0.017323316917338905,0.016323316917338904
2016-05-25,0.01144896715054993,0.0,0.018430472009756338,0.0,-0.018430472009756338,-0.018430472009756338,-0.018430472009756338,-0.018430472009756338,-0.018430472009756338,-0.018430472009756338,0.017430472009756337,0.018430472009756338
2016-05-26,0.003248224752187296,0.0,0.005429518288441848,0.0,-0.005429518288441848,-0.005429518288441848,0.004429518288441848,-0.005429518288441848,-0.005429518288441848,-0.005429518288441848,0.005429518288441848,0.005429518288441848
2016-05-27,0.006289872938499282,0.0,0.010542344151083238,0.0,-0.0005,-0.010542344151083238,0.010542344151083238,-0.010542344151083237,0.009542344151083237,-0.010542344151083238,0.010542344151083238,0.010542344151083238
2016-05-31,0.007750580389723185,0.0,0.008396443218551708,0.0,0.0,-0.008396443218551708,0.008396443218551708,-0.008396443218551708,-0.0005,-0.008396443218551708,0.008396443218551708,0.008396443218551708
2016-06-01,-0.003308002170454668,0.0,-0.003279871835506487,0.0,-0.003779871835506487,0.003279871835506487,-0.003279871835506487,-0.004279871835506487,-0.003779871835506487,0.003279871835506487,-0.003279871835506487,-0.003279871835506487
2016-06-02,0.0007592668857705487,0.0,0.0007592668857705487,0.0,0.0007592668857705487,-0.0007592668857705487,0.0007592668857705487,0.0007592668857705487,0.0007592668857705487,-0.0007592668857705487,0.0007592668857705487,0.0007592668857705487
2016-06-03,-0.008854049824409849,0.0,-0.008854049824409849,0.0,-0.008854049824409849,0.008854049824409849,-0.008854049824409849,-0.008854049824409849,-0.0005,0.008854049824409849,-0.008854049824409849,-0.008854049824409849
2016-06-06,-0.00025519552908781495,0.0,-0.00025519552908781495,0.0,-0.00025519552908781495,0.00025519552908781495,-0.00025519552908781495,-0.00025519552908781495,-0.000755195529087815,0.00025519552908781495,-0.0007448044709121851,-0.00025519552908781495
2016-06-07,-0.006126847520073975,0.0,-0.006126847520073975,0.0,-0.006126847520073975,0.006126847520073975,-0.006126847520073975,-0.006126847520073975,-0.006126847520073975,0.006126847520073975,0.006126847520073975,-0.006126847520073975
2016-06-08,-0.0005137875245200263,0.0,-0.0005137875245200263,0.0,-0.0005137875245200263,0.0005137875245200263,-0.0005137875245200263,-0.0005137875245200263,-0.0005137875245200263,-0.0015137875245200263,0.0005137875245200263,-0.0005137875245200263
2016-06-09,-0.0010282223518035538,0.0,-0.0010282223518035538,0.0,-0.0005,0.0010282223518035538,-0.0010282223518035538,-0.0010282223518035538,-0.0010282223518035538,-0.0010282223518035538,0.0010282223518035538,-0.0010282223518035538
2016-06-10,-0.012091455432682863,0.0,-0.012091455432682863,0.0,0.0,-0.013091455432682864,-0.012091455432682863,-0.012091455432682863,-0.012091455432682863,-0.012091455432682863,0.012091455432682863,-0.012091455432682863
2016-06-13,-0.014062222770275912,0.0,-0.014062222770275912,0.0,0.0,0.01306222277027591,0.01306222277027591,-0.014062222770275912,-0.014062222770275912,-0.014062222770275912,0.014062222770275912,-0.014062222770275912
2016-06-14,-0.005283142308607269,0.0,-0.005283142308607269,0.0,0.0,0.005283142308607269,0.005283142308607269,0.004283142308607269,0.004283142308607269,-0.005283142308607269,0.005283142308607269,-0.005283142308607269
2016-06-15,-0.006107073554745712,0.0,-0.006107073554745712,0.0,0.0,0.006107073554745712,0.006107073554745712,-0.007107073554745712,0.006107073554745712,-0.006107073554745712,0.006107073554745712,-0.006107073554745712
2016-06-16,0.001870073842386022,0.0,0.001870073842386022,0.0,0.0,-0.001870073842386022,-0.001870073842386022,-0.002870073842386022,0.0008700738423860219,0.001870073842386022,-0.001870073842386022,0.001870073842386022
2016-06-17,-0.0029332198124569775,0.0,-0.0029332198124569775,0.0,0.0024332198124569775,0.0029332198124569775,0.0029332198124569775,0.0029332198124569775,-0.0005,-0.0029332198124569775,0.0029332198124569775,-0.0029332198124569775
2016-06-20,0.009627908561727683,0.0,0.009627908561727683,0.0,-0.009627908561727683,-0.009627908561727683,-0.009627908561727683,-0.009627908561727683,0.0,-0.010627908561727684,-0.009627908561727683,0.009627908561727683
2016-06-21,-0.0005296637797914672,0.0,-0.0005296637797914672,0.0,0.0005296637797914672,0.0005296637797914672,0.0005296637797914672,-0.0015296637797914672,0.0,0.0005296637797914672,-0.0015296637797914672,-0.0005296637797914672
2016-06-22,0.02676947175999511,0.0,0.02676947175999511,0.0,-0.02676947175999511,-0.02676947175999511,-0.02676947175999511,0.02676947175999511,-0.027269471759995112,-0.02676947175999511,0.02676947175999511,0.02676947175999511
2016-06-23,0.022973107763890388,0.0,0.022973107763890388,0.0,-0.022973107763890388,0.021973107763890387,-0.022973107763890388,0.022973107763890385,-0.0005,-0.022973107763890388,0.022973107763890388,0.022973107763890388
2016-06-24,-0.04340113145874558,0.0,-0.04340113145874558,0.0,-0.0005,-0.04340113145874558,-0.04440113145874558,-0.04340113145874558,0.0,0.04340113145874558,-0.04340113145874558,-0.04340113145874558
2016-06-27,-0.022707581562919004,0.0,-0.025323152887628098,0.0,0.0,0.024323152887628097,-0.025323152887628098,0.024323152887628097,0.024823152887628097,0.025323152887628098,0.024323152887628097,-0.025323152887628098
2016-06-28,0.013870349063708548,0.0,0.016508863337658664,0.0,0.0,-0.016508863337658664,0.016508863337658664,-0.016508863337658664,-0.016508863337658664,-0.016508863337658664,-0.016508863337658664,0.016508863337658664
2016-06-29,0.02216804729254123,0.0,0.026890505236710327,0.0,0.0,-0.026890505236710327,0.026890505236710327,-0.026890505236710327,-0.0005,-0.026890505236710327,-0.026890505236710327,0.026890505236710327
2016-06-30,0.014710436549556167,0.0,0.019186010823093458,0.0,0.0,0.018186010823093457,0.019186010823093458,-0.019186010823093458,0.018686010823093457,-0.019186010823093458,0.018186010823093457,0.019186010823093458
2016-07-01,0.0043284637050722595,0.0,0.005850555194562901,0.0,-0.006350555194562901,0.005850555194562901,0.005850555194562901,-0.005850555194562901,-0.0005,-0.005850555194562901,0.005850555194562901,0.005850555194562901
2016-07-05,-0.0018723278406057703,0.0,-0.002528954608534084,0.0,-0.003528954608534084,-0.002528954608534084,-0.002528954608534084,-0.003528954608534084,-0.003028954608534084,0.002528954608534084,-0.002528954608534084,-0.002528954608534084
2016-07-06,0.02624767308324879,0.0,0.03524361403551235,0.0,0.03524361403551235,0.03524361403551235,0.03524361403551235,0.03524361403551235,-0.0005,0.03424361403551235,0.03524361403551235,0.03524361403551235
2016-07-07,0.008789504338492234,0.0,0.01298025302114536,0.0,0.01298025302114536,0.01298025302114536,0.01298025302114536,0.01298025302114536,0.01248025302114536,0.01298025302114536,0.01298025302114536,0.01298025302114536
2016-07-08,0.00868855249982683,0.012314373122291833,-0.013814373122291834,0.0,0.012814373122291833,0.012814373122291833,0.012814373122291833,0.012814373122291833,0.012814373122291833,0.012814373122291833,0.012814373122291833,0.012814373122291833
2016-07-11,0.003701622780426168,0.005490775302826156,-0.005490775302826156,0.004990775302826156,0.005490775302826156,0.005490775302826156,0.005490775302826156,0.005490775302826156,-0.0005,0.005490775302826156,0.005490775302826156,0.005490775302826156
2016-07-12,0.0061326035253111795,0.008309713318080503,0.007309713318080503,0.008309713318080503,0.008309713318080503,0.008309713318080503,0.008309713318080503,0.008309713318080503,0.007809713318080502,0.008309713318080503,0.008309713318080503,0.008309713318080503
2016-07-13,-0.004219346657261766,-0.005685906133401586,-0.005685906133401586,-0.005685906133401586,-0.005685906133401586,-0.005685906133401586,-0.005685906133401586,-0.005685906133401586,0.004685906133401586,-0.005685906133401586,-0.005685906133401586,-0.005685906133401586
2016-07-14,0.005480798555846132,0.007385813173466094,0.007385813173466094,0.007385813173466094,0.007385813173466094,0.007385813173466094,0.007385813173466094,0.007385813173466094,-0.007385813173466094,0.007385813173466094,0.007385813173466094,0.007385813173466094
2016-07-15,-0.0031593328141757324,-0.004257452938753459,-0.004257452938753459,-0.004257452938753458,-0.004257452938753459,-0.004257452938753459,-0.004257452938753459,-0.004257452938753459,0.004257452938753459,-0.004257452938753459,-0.004257452938753459,-0.004257452938753459
2016-07-18,-0.00017597133192914414,-0.0002371354043159135,-0.0002371354043159135,-0.00023713540431591357,-0.0002371354043159135,-0.0002371354043159135,-0.0002371354043159135,-0.0002371354043159135,-0.0012371354043159135,-0.0002371354043159135,-0.0002371354043159135,-0.0002371354043159135
2016-07-19,-0.005112741299537755,-0.006889826666293231,-0.006889826666293231,-0.006889826666293231,-0.006889826666293231,-0.006889826666293231,-0.006889826666293231,-0.006889826666293231,0.005889826666293231,-0.006889826666293231,0.005889826666293231,-0.006889826666293231
2016-07-20,0.015089839387331307,0.020334762060094214,0.020334762060094214,0.020334762060094214,0.020334762060094214,0.020334762060094214,0.020334762060094214,0.020334762060094214,-0.020334762060094214,0.020334762060094214,-0.020334762060094214,0.020334762060094214
2016-07-21,0.0067856748415451845,0.009144238038466757,0.009144238038466757,0.009144238038466757,0.009144238038466757,0.009144238038466757,0.009144238038466757,0.009144238038466757,-0.009144238038466757,0.009144238038466757,0.008144238038466756,0.009144238038466757
2016-07-22,0.002241157572980211,0.0030201385724484275,0.0030201385724484275,0.0030201385724484275,0.0030201385724484275,0.0030201385724484275,0.0030201385724484275,0.0030201385724484275,-0.0030201385724484275,0.0030201385724484275,0.0030201385724484275,0.0030201385724484275
2016-07-25,0.004125678389594392,0.00555968067223489,0.00555968067223489,0.00555968067223489,0.00555968067223489,0.00555968067223489,0.00555968067223489,0.00555968067223489,-0.00555968067223489,0.00555968067223489,0.00555968067223489,0.00555968067223489
2016-07-26,0.0032480675602597326,0.004377030086115008,0.004377030086115008,0.004377030086115008,0.004377030086115008,0.004377030086115008,0.004377030086115008,0.004377030086115008,-0.004377030086115008,0.004377030086115008,0.004377030086115008,0.004377030086115008
2016-07-27,0.0014416203025874727,0.001605162205031041,0.001605162205031041,0.001605162205031041,0.001605162205031041,0.001605162205031041,0.001605162205031041,0.001605162205031041,-0.001605162205031041,0.001605162205031041,0.001605162205031041,0.001605162205031041
2016-07-28,0.017302688904173403,0.017861526456756094,0.017861526456756094,0.017861526456756094,0.017861526456756094,0.017861526456756094,0.017861526456756094,0.017861526456756094,-0.017861526456756094,0.017861526456756094,0.017861526456756094,0.017861526456756094
2016-07-29,0.006537675321339731,0.00674882738541438,0.00674882738541438,0.00674882738541438,0.00674882738541438,0.00674882738541438,0.00674882738541438,0.006748827385414379,-0.00674882738541438,0.00674882738541438,0.00674882738541438,0.00674882738541438
2016-08-01,0.011689726478225809,0.012067278092985356,0.012067278092985356,0.012067278092985355,0.012067278092985356,0.012067278092985356,0.012067278092985356,0.012067278092985356,-0.012067278092985356,0.012067278092985356,0.012067278092985356,0.012067278092985356
2016-08-02,-0.004705276699589296,-0.004857246450047481,-0.004857246450047481,-0.00485724645004748,-0.004857246450047481,-0.004857246450047481,-0.004857246450047481,-0.004857246450047481,0.004857246450047481,-0.004857246450047481,-0.004857246450047481,-0.004857246450047481
