date,6.5.volatility_targeting,3.20.alpha_combo,4.6.multi_asset_trend,3.12.two_moving_averages,3.11.single_moving_average,4.1.2.dual_momentum,3.14.support_resistance,3.13.three_moving_averages,10.4.trend_following,3.15.channel,3.17.single_stock_knn,__benchmark__
2016-04-19,0.006988653456673585,-0.017799431171550695,0.016799431171550694,0.016799431171550694,0.016799431171550694,0.016799431171550694,0.016799431171550694,0.016799431171550694,0.016799431171550694,0.016799431171550694,0.016799431171550694,0.016799431171550694
2016-04-20,-0.008320099035806893,0.01999998024784755,-0.01999998024784755,-0.01999998024784755,-0.01999998024784755,-0.01999998024784755,-0.01999998024784755,-0.01999998024784755,-0.01999998024784755,-0.01999998024784755,-0.01999998024784755,-0.01999998024784755
2016-04-21,-0.005906205418691316,-0.015197426161057792,-0.014197426161057791,-0.014197426161057791,-0.014197426161057791,-0.014197426161057791,0.01319742616105779,-0.014197426161057791,-0.014197426161057791,-0.014197426161057791,-0.014197426161057791,-0.014197426161057791
2016-04-22,0.002621220394575223,0.0063009293388387455,0.0063009293388387455,0.0063009293388387455,0.0063009293388387455,0.0063009293388387455,-0.0063009293388387455,0.0063009293388387455,0.0063009293388387455,0.0063009293388387455,0.0063009293388387455,0.0063009293388387455
2016-04-25,-0.006697703348550887,0.01510004088899275,-0.016100040888992747,0.01510004088899275,-0.01610004088899275,-0.01610004088899275,0.01610004088899275,-0.01610004088899275,-0.016100040888992747,-0.01610004088899275,-0.01610004088899275,-0.01610004088899275
2016-04-26,0.007941864794454502,0.018090775042049922,0.019090775042049923,-0.019090775042049923,0.019090775042049923,0.019090775042049923,-0.019090775042049923,-0.0005,0.019090775042049923,0.019090775042049923,-0.0005,0.019090775042049923
2016-04-27,0.006308667011773105,-0.016164869442383156,0.015164869442383155,-0.015164869442383155,0.015164869442383155,0.015164869442383155,0.014164869442383154,0.0,0.015164869442383155,0.015164869442383155,0.0,0.015164869442383155
2016-04-28,-0.005536796277045416,0.013309434863779224,-0.013309434863779224,0.013309434863779224,-0.013309434863779224,-0.013309434863779224,-0.013309434863779224,0.0,-0.013309434863779224,-0.013309434863779224,0.012809434863779223,-0.013309434863779224
2016-04-29,0.0014964092075064536,0.0025970911480771583,0.0035970911480771584,-0.0035970911480771584,0.0035970911480771584,0.0035970911480771584,-0.004597091148077158,0.0,0.0035970911480771584,0.0035970911480771584,-0.0035970911480771584,0.0035970911480771584
2016-05-02,0.005810103597201007,0.012544379652410731,0.012544379652410731,-0.012544379652410731,0.012544379652410731,0.012544379652410731,0.01154437965241073,0.0,0.012544379652410731,0.012544379652410731,-0.0005,0.012544379652410731
2016-05-03,-0.006997202188794795,0.014043813192942678,-0.015043813192942679,0.015043813192942679,-0.015043813192942679,-0.015043813192942679,-0.015043813192942679,-0.01554381319294268,-0.015043813192942679,-0.015043813192942679,-0.01554381319294268,-0.015043813192942679
2016-05-04,0.0012536861377112703,0.0016953944661642914,0.0026953944661642915,-0.0026953944661642915,0.0026953944661642915,0.0026953944661642915,-0.0036953944661642915,0.0026953944661642915,0.0026953944661642915,0.0026953944661642915,-0.0036953944661642915,0.0026953944661642915
2016-05-05,-0.003751065322545216,0.007064698498674527,-0.008064698498674527,0.008064698498674527,-0.008064698498674527,-0.008064698498674527,-0.009064698498674528,-0.008064698498674527,-0.008064698498674527,-0.008064698498674527,0.008064698498674527,-0.008064698498674527
2016-05-06,0.0004203377024533492,-9.62842428956492e-05,0.0009037157571043506,-0.0009037157571043508,0.0009037157571043508,0.0009037157571043508,-0.0019037157571043508,0.0009037157571043508,0.0009037157571043506,0.0009037157571043508,-9.62842428956492e-05,0.0009037157571043508
2016-05-09,0.0033581899322207825,0.007220026039500782,0.007220026039500782,-0.007220026039500782,0.007220026039500782,0.007220026039500782,-0.007220026039500782,0.007220026039500782,0.007220026039500782,0.007220026039500782,0.007220026039500782,0.007220026039500782
2016-05-10,0.012086417711989135,-0.026985501822744395,0.025985501822744395,-0.025985501822744395,0.025985501822744395,0.025985501822744395,0.024985501822744394,-0.0005,0.025985501822744395,0.025985501822744395,-0.026985501822744395,0.025985501822744395
2016-05-11,-0.00528086875772069,-0.012353738386296498,-0.011353738386296497,-0.012353738386296498,-0.011353738386296497,-0.011353738386296497,-0.011353738386296497,0.0,-0.011353738386296497,-0.011353738386296497,-0.0005,-0.011353738386296497
2016-05-12,-0.002054435481302995,-0.004416985927199413,-0.004416985927199413,-0.004416985927199413,-0.004416985927199413,-0.004416985927199413,-0.004416985927199413,-0.004916985927199413,-0.004416985927199412,-0.004416985927199413,0.003916985927199412,-0.004416985927199413
2016-05-13,-0.005234450089568385,-0.009760218966036516,-0.009760218966036516,-0.009760218966036516,-0.009760218966036516,-0.009760218966036516,-0.009760218966036516,-0.009760218966036516,-0.009760218966036516,-0.009760218966036516,0.009760218966036516,-0.009760218966036516
2016-05-16,-0.002387269650344205,-0.004480311065592435,-0.004480311065592435,-0.004480311065592435,-0.004480311065592435,-0.004480311065592435,0.003480311065592435,-0.004480311065592435,-0.004480311065592435,-0.004480311065592435,0.004480311065592435,-0.004480311065592435
2016-05-17,-0.004316262462120818,-0.008100550546626728,-0.008100550546626728,-0.008100550546626728,0.007100550546626728,-0.008100550546626728,0.008100550546626728,-0.008100550546626728,-0.008100550546626728,-0.008100550546626728,-0.0005,-0.008100550546626728
2016-05-18,-0.014022139503980886,-0.026316066462750975,-0.026316066462750975,-0.026316066462750975,0.026316066462750975,-0.026316066462750975,0.026316066462750975,-0.0005,-0.026316066462750975,-0.026316066462750975,0.025816066462750975,-0.026316066462750975
2016-05-19,0.0004965807266200203,0.0009319584505733669,0.0009319584505733669,0.0009319584505733669,-0.0009319584505733669,0.0009319584505733669,-0.0009319584505733669,0.0,0.0009319584505733669,0.0009319584505733669,-0.0009319584505733669,0.0009319584505733669
2016-05-20,0.007441740597249689,0.013966295236199633,0.013966295236199633,0.013966295236199633,-0.013966295236199633,0.013966295236199633,-0.013966295236199633,0.0,0.013966295236199633,0.013966295236199633,-0.0005,0.013966295236199633
2016-05-23,-0.007339238623820473,-0.013773924539519533,-0.013773924539519533,-0.013773924539519533,0.013773924539519533,-0.013773924539519533,-0.014773924539519534,0.0,-0.013773924539519533,-0.013773924539519533,0.013273924539519533,-0.013773924539519533
2016-05-24,0.008434012203595014,0.015828542116161914,0.015828542116161914,0.015828542116161914,-0.015828542116161914,0.015828542116161914,-0.016828542116161915,0.0,0.015828542116161914,0.015828542116161914,-0.0005,0.015828542116161914
2016-05-25,0.0033037345726063343,0.005499624152829563,0.005499624152829563,0.005499624152829563,-0.005499624152829563,0.005499624152829563,0.004499624152829563,0.0,0.005499624152829563,0.005499624152829563,-0.0059996241528295635,0.005499624152829563
2016-05-26,-0.004430409105829146,-0.007292746318189214,-0.007292746318189214,-0.007292746318189214,0.007292746318189214,-0.007292746318189214,-0.007292746318189214,0.0,-0.007292746318189214,-0.007292746318189214,0.007292746318189214,-0.007292746318189214
2016-05-27,0.012273041626512167,0.020202237986773675,0.02020223798677367,0.020202237986773675,-0.020202237986773675,0.020202237986773675,0.020202237986773675,0.0,0.020202237986773675,0.020202237986773675,-0.020202237986773675,0.020202237986773675
2016-05-31,-0.0010936161719607425,-0.001800164526812087,-0.0018001645268120867,-0.001800164526812087,0.001800164526812087,-0.001800164526812087,-0.001800164526812087,-0.002300164526812087,-0.001800164526812087,-0.001800164526812087,0.001800164526812087,-0.001800164526812087
2016-06-01,-0.008217105631454969,-0.013525899168345568,-0.013525899168345568,-0.013525899168345568,0.013525899168345568,-0.013525899168345568,-0.013525899168345568,-0.013525899168345568,-0.013525899168345568,-0.013525899168345568,0.013525899168345568,-0.013525899168345568
2016-06-02,-0.005553013042001899,-0.009140626621508607,-0.009140626621508607,-0.009140626621508607,0.009140626621508607,-0.009140626621508607,0.008140626621508606,-0.009140626621508607,-0.009140626621508607,-0.009140626621508607,-0.0005,-0.009140626621508607
2016-06-03,0.021296456040638557,0.03505537472295783,0.03505537472295783,0.03505537472295783,-0.03505537472295783,0.03505537472295783,-0.03505537472295783,0.03505537472295783,0.03505537472295783,0.03505537472295783,0.0,0.03505537472295783
2016-06-06,0.009204717169742017,0.015151573059311474,0.015151573059311474,0.015151573059311474,0.014151573059311473,0.015151573059311474,0.014151573059311473,0.015151573059311474,0.015151573059311474,0.015151573059311474,-0.015651573059311474,0.015151573059311474
2016-06-07,0.006400540800517723,0.01053571334890524,0.010535713348905238,0.01053571334890524,0.01053571334890524,0.01053571334890524,0.01053571334890524,0.01053571334890524,0.01053571334890524,0.01053571334890524,-0.01053571334890524,0.01053571334890524
2016-06-08,-0.004222477892041202,-0.006950477792288633,-0.006950477792288634,-0.006950477792288634,-0.006950477792288634,-0.006950477792288634,-0.006950477792288634,-0.006950477792288634,-0.006950477792288634,-0.006950477792288634,-0.0005,-0.006950477792288634
2016-06-09,0.0005313871811534018,0.0008746984344607521,0.0008746984344607522,0.0008746984344607522,0.0008746984344607522,0.0008746984344607522,0.0008746984344607522,0.0008746984344607522,0.0008746984344607522,0.0008746984344607522,-0.0013746984344607522,0.0008746984344607522
2016-06-10,-0.013979957642578306,-0.02097884049813381,-0.02097884049813381,-0.02097884049813381,-0.02097884049813381,-0.02097884049813381,-0.02097884049813381,-0.02097884049813381,-0.02097884049813381,-0.02097884049813381,-0.02197884049813381,-0.02097884049813381
2016-06-13,-0.0017292562396707051,-0.0026789244884869445,-0.0026789244884869445,-0.0026789244884869445,-0.0026789244884869445,-0.0026789244884869445,0.0016789244884869445,-0.0026789244884869445,-0.0026789244884869445,-0.0026789244884869445,0.0016789244884869445,-0.0026789244884869445
2016-06-14,-0.0028733399052230093,-0.004476049184556685,-0.004476049184556684,-0.004476049184556685,-0.004476049184556685,-0.004476049184556685,0.004476049184556685,-0.004476049184556685,-0.004476049184556685,-0.004476049184556685,0.004476049184556685,-0.004476049184556685
2016-06-15,-0.003495875211918659,-0.005396205682051236,-0.005396205682051236,-0.005396205682051236,-0.005396205682051236,-0.005396205682051236,0.005396205682051236,-0.0005,-0.005396205682051236,-0.005396205682051236,0.005396205682051236,-0.005396205682051236
2016-06-16,0.011693243261342622,0.01808309908016148,0.01808309908016148,0.01808309908016148,-0.01908309908016148,0.01808309908016148,-0.01808309908016148,0.0,-0.01908309908016148,0.01808309908016148,-0.01808309908016148,0.01808309908016148
2016-06-17,0.019561616929390388,0.031083980194386518,0.031083980194386518,0.031083980194386518,0.030083980194386517,0.031083980194386518,0.030083980194386517,0.0,-0.031083980194386518,0.031083980194386518,-0.031083980194386518,0.031083980194386518
2016-06-20,0.013033703346987082,0.02067202143749025,0.02067202143749025,0.02067202143749025,0.02067202143749025,0.02067202143749025,0.02067202143749025,0.0,0.01967202143749025,0.02067202143749025,0.01967202143749025,0.02067202143749025
2016-06-21,0.00827258937665177,0.01350187331239927,0.01350187331239927,0.01350187331239927,0.01350187331239927,0.01350187331239927,0.01350187331239927,0.01300187331239927,0.01350187331239927,0.01350187331239927,0.01350187331239927,0.01350187331239927
2016-06-22,-0.0010224575939229662,-0.0016651477344497012,-0.0016651477344497012,-0.0016651477344497012,-0.0016651477344497012,-0.0016651477344497012,-0.0016651477344497012,-0.0016651477344497012,-0.0016651477344497012,-0.0016651477344497012,-0.0016651477344497012,-0.0016651477344497012
2016-06-23,0.005815089611495891,0.009174526009206652,0.00917452600920665,0.009174526009206652,0.009174526009206652,0.009174526009206652,0.009174526009206652,0.009174526009206652,0.009174526009206652,0.009174526009206652,0.009174526009206652,0.009174526009206652
2016-06-24,-0.011146820419392528,-0.017355509126500746,-0.017355509126500746,-0.017355509126500746,-0.017355509126500746,-0.017355509126500746,-0.017355509126500746,-0.017355509126500746,-0.017355509126500746,-0.017355509126500746,-0.017355509126500746,-0.017355509126500746
2016-06-27,-0.024618051928765126,-0.040370062751601155,-0.04037006275160115,-0.040370062751601155,-0.040370062751601155,-0.040370062751601155,-0.040370062751601155,-0.040370062751601155,-0.040370062751601155,-0.040370062751601155,0.039370062751601154,-0.040370062751601155
2016-06-28,0.017285906080620226,0.033303953097758354,0.033303953097758354,0.033303953097758354,0.033303953097758354,0.033303953097758354,-0.034303953097758355,0.033303953097758354,-0.034303953097758355,0.033303953097758354,0.03230395309775835,0.033303953097758354
2016-06-29,0.010108622739154454,0.020356537533081642,0.020356537533081642,0.020356537533081642,0.020356537533081642,0.020356537533081642,0.01935653753308164,-0.0005,0.01935653753308164,0.020356537533081642,-0.021356537533081643,0.020356537533081642
2016-06-30,0.018272924898992956,0.03740621215923068,0.03740621215923068,0.03740621215923068,0.03740621215923068,0.03740621215923068,0.03740621215923068,0.0,0.03740621215923068,0.03740621215923068,0.03640621215923068,0.03740621215923068
2016-07-01,-0.005633479710493287,-0.01201940950440239,-0.01201940950440239,-0.01201940950440239,-0.01201940950440239,-0.01201940950440239,-0.01201940950440239,-0.01251940950440239,-0.01201940950440239,-0.01201940950440239,-0.01201940950440239,-0.01201940950440239
2016-07-05,-0.004904562665839354,-0.010543244726838208,-0.010543244726838206,-0.010543244726838208,-0.010543244726838208,-0.010543244726838208,-0.010543244726838208,-0.010543244726838208,-0.010543244726838208,-0.010543244726838208,-0.010543244726838208,-0.010543244726838208
2016-07-06,0.0011808475199013685,0.0024588225586597012,0.002458822558659701,0.0024588225586597012,0.0024588225586597012,0.0024588225586597012,0.0024588225586597012,0.0024588225586597012,0.0024588225586597012,0.0024588225586597012,0.0024588225586597012,0.0024588225586597012
2016-07-07,-0.005190659978293316,-0.010629108391407405,-0.010629108391407405,-0.010629108391407405,-0.010629108391407405,-0.010629108391407405,-0.010629108391407405,-0.010629108391407405,-0.010629108391407405,-0.010629108391407405,-0.010629108391407405,-0.010629108391407405
2016-07-08,0.008796267868149453,0.018181657621057168,0.018181657621057168,0.018181657621057168,0.018181657621057168,0.018181657621057168,-0.01918165762105717,0.018181657621057168,0.018181657621057168,0.018181657621057168,0.018181657621057168,0.018181657621057168
2016-07-11,0.008960108264900582,0.018668954552239603,0.018668954552239603,0.018668954552239603,0.018668954552239603,0.018668954552239603,0.017668954552239602,0.018668954552239603,0.018668954552239603,0.018668954552239603,0.018668954552239603,0.018668954552239603
2016-07-12,-0.003447201524449346,-0.005577920263635461,-0.005577920263635461,-0.005577920263635461,-0.005577920263635461,-0.005577920263635461,-0.005577920263635461,-0.005577920263635461,-0.005577920263635461,-0.005577920263635461,-0.005577920263635461,-0.005577920263635461
2016-07-13,0.007291686393332179,0.01201940950440239,0.01201940950440239,0.01201940950440239,0.01201940950440239,0.01201940950440239,0.01201940950440239,0.01201940950440239,0.01201940950440239,0.01201940950440239,0.01201940950440239,0.01201940950440239
2016-07-14,-0.005283639337427413,-0.008709401562878805,-0.008709401562878805,-0.008709401562878805,-0.008709401562878805,-0.008709401562878805,-0.008709401562878805,-0.008709401562878805,-0.008709401562878805,-0.008709401562878805,-0.008709401562878805,-0.008709401562878805
2016-07-15,0.005330060978846849,0.008785921682915365,0.008785921682915365,0.008785921682915365,0.008785921682915365,0.008785921682915365,0.008785921682915365,0.008785921682915365,0.008785921682915365,0.008785921682915365,0.008785921682915365,0.008785921682915365
2016-07-18,-0.0028822368066932363,-0.004750997588155448,-0.004750997588155447,-0.004750997588155448,-0.004750997588155448,-0.004750997588155448,-0.004750997588155448,-0.004750997588155448,-0.004750997588155448,-0.004750997588155448,-0.004750997588155448,-0.004750997588155448
2016-07-19,-0.0028956563987401086,-0.00477311806392644,-0.00477311806392644,-0.00477311806392644,-0.00477311806392644,-0.00477311806392644,-0.00477311806392644,-0.00477311806392644,-0.00477311806392644,-0.00477311806392644,0.0037731180639264403,-0.00477311806392644
2016-07-20,0.0024247790847973117,0.0039969372249113455,0.003996937224911345,0.0039969372249113455,0.0039969372249113455,0.0039969372249113455,-0.0005,0.0039969372249113455,0.0039969372249113455,0.0039969372249113455,0.0029969372249113455,0.0039969372249113455
2016-07-21,0.0014490484230081715,0.0023885704140773623,0.0023885704140773623,0.0023885704140773623,0.0023885704140773623,0.0023885704140773623,0.0018885704140773622,0.0023885704140773623,0.0023885704140773623,0.0023885704140773623,0.0023885704140773623,0.0023885704140773623
2016-07-22,0.0028911232851843998,0.004765645807823127,0.004765645807823127,0.004765645807823127,0.004765645807823127,0.004765645807823127,0.004765645807823127,0.004765645807823127,0.004765645807823127,0.004765645807823127,-0.0005,0.004765645807823127
2016-07-25,0.0009591368551950311,0.0015810140496299585,0.0015810140496299585,0.0015810140496299585,0.0015810140496299585,0.0015810140496299585,0.0015810140496299585,0.0015810140496299585,0.0015810140496299585,0.0015810140496299585,0.0010810140496299585,0.0015810140496299585
2016-07-26,-0.0028729358397996327,-0.004735666137534733,-0.004735666137534733,-0.004735666137534733,-0.004735666137534733,-0.004735666137534733,-0.004735666137534733,-0.004735666137534733,-0.004735666137534733,-0.004735666137534733,-0.004735666137534733,-0.004735666137534733
2016-07-27,-0.011546355725311257,-0.01903268602897179,-0.01903268602897179,-0.01903268602897179,-0.01903268602897179,-0.01903268602897179,-0.01903268602897179,-0.01903268602897179,-0.01903268602897179,-0.01903268602897179,-0.01903268602897179,-0.01903268602897179
2016-07-28,-0.0004946643532746144,-0.000815390721503717,-0.000815390721503717,-0.000815390721503717,-0.000815390721503717,-0.000815390721503717,-0.0005,-0.000815390721503717,-0.000815390721503717,-0.000815390721503717,-0.0005,-0.000815390721503717
2016-07-29,0.004952405487657317,0.00816340505845603,0.00816340505845603,0.00816340505845603,0.00816340505845603,0.00816340505845603,0.0,-0.0005,0.00816340505845603,0.00816340505845603,0.0,0.00816340505845603
2016-08-01,-0.008842079393488935,-0.014575033451516117,-0.014575033451516117,-0.014575033451516117,-0.014575033451516117,-0.014575033451516117,-0.015075033451516118,0.0,-0.014575033451516116,-0.014575033451516117,0.0,-0.014575033451516117
2016-08-02,0.0004983918386690563,0.0008215350029443513,0.0008215350029443513,0.0008215350029443513,0.0008215350029443513,0.0008215350029443513,-0.0005,0.0,0.0008215350029443512,0.0008215350029443513,0.0003215350029443513,0.0008215350029443513
2016-08-03,0.01095763277788075,0.018062251782611893,0.018062251782611893,0.018062251782611893,0.018062251782611893,0.018062251782611893,0.0,0.0,0.018062251782611893,0.018062251782611893,0.018062251782611893,0.018062251782611893
2016-08-04,0.0004890794470540365,0.0008061847201361605,0.0008061847201361605,0.0008061847201361605,0.0008061847201361605,0.0008061847201361605,0.0003061847201361605,0.0,0.0008061847201361605,0.0008061847201361605,-0.0018061847201361605,0.0008061847201361605
2016-08-05,-0.008799063331941899,-0.014504126992967215,-0.014504126992967215,-0.014504126992967215,-0.014504126992967215,-0.014504126992967215,-0.014504126992967215,0.0,-0.014504126992967215,-0.014504126992967215,0.014504126992967215,-0.014504126992967215
2016-08-08,-0.0024801490874239956,-0.0040882075703335685,-0.004088207570333568,-0.0040882075703335685,-0.0040882075703335685,-0.0040882075703335685,-0.0005,0.0,-0.0040882075703335685,-0.0040882075703335685,-0.0005,-0.0040882075703335685
2016-08-09,-0.005478851091569499,-0.009031183094137751,-0.009031183094137751,-0.009031183094137751,-0.009031183094137751,-0.009031183094137751,0.0,0.0,-0.009031183094137751,-0.009031183094137751,0.0,-0.009031183094137751
2016-08-10,0.00552878253896666,0.009113488679024506,0.009113488679024506,0.009113488679024506,0.009113488679024506,0.009113488679024506,0.0,0.008613488679024506,0.009113488679024506,0.009113488679024506,0.008613488679024506,0.009113488679024506
2016-08-11,0.00298852101788558,-0.005926193474163565,0.004926193474163565,0.004926193474163565,0.004926193474163565,0.004926193474163565,0.0,-0.0005,0.004926193474163565,0.004926193474163565,-0.005926193474163565,0.004926193474163565
2016-08-12,-0.0009910831893140547,0.0016336734827471222,-0.0016336734827471222,-0.0016336734827471222,-0.0016336734827471222,-0.0016336734827471222,0.0,0.0,-0.0016336734827471222,-0.0016336734827471222,-0.0005,-0.0016336734827471222
2016-08-15,-0.006454104059872284,0.010638762488547004,-0.010638762488547004,-0.010638762488547004,-0.010638762488547004,-0.010638762488547004,0.0,0.0,-0.010638762488547004,-0.010638762488547004,0.0,-0.010638762488547004
2016-08-16,-0.004515977624611673,-0.008444009719419832,-0.007444009719419831,-0.007444009719419831,-0.007444009719419831,-0.007444009719419831,0.0,0.0,-0.007444009719419831,-0.007444009719419831,0.00694400971941983,-0.007444009719419831
2016-08-17,0.01415541528586152,0.02333338597518808,0.023333385975188078,0.02333338597518808,0.02333338597518808,0.02333338597518808,0.0,0.0,0.02333338597518808,0.02333338597518808,-0.0005,0.02333338597518808
2016-08-18,0.01086839971165717,-0.01891516252144243,0.01791516252144243,0.01791516252144243,0.01791516252144243,0.01791516252144243,0.01741516252144243,0.0,0.01791516252144243,0.01791516252144243,0.0,0.01791516252144243
2016-08-19,-0.01358892942289245,0.02239960670957042,-0.022399606709570415,-0.02239960670957042,-0.02239960670957042,-0.02239960670957042,-0.02239960670957042,-0.02289960670957042,-0.02239960670957042,-0.02239960670957042,0.0,-0.02239960670957042
2016-08-22,0.0034748131979311114,-0.005727783742239367,0.005727783742239367,0.005727783742239367,0.005727783742239367,0.005727783742239367,-0.0005,0.005727783742239367,0.005727783742239367,0.005727783742239367,0.0,0.005727783742239367
