date,6.5.volatility_targeting,4.6.multi_asset_trend,4.1.2.dual_momentum,3.20.alpha_combo,3.11.single_moving_average,3.12.two_moving_averages,10.4.trend_following,3.15.channel,3.17.single_stock_knn,3.14.support_resistance,3.13.three_moving_averages,__benchmark__
2016-03-28,0.0017494530736624821,0.0017646065671685918,0.0017646065671685918,-0.0017646065671685918,0.0017646065671685918,0.0017646065671685918,0.0017646065671685918,0.0017646065671685918,-0.0005,0.0007646065671685917,0.0017646065671685918,0.0017646065671685918
2016-03-29,-0.00130957893046131,-0.0013209223017796035,-0.0013209223017796035,0.0013209223017796035,-0.0013209223017796035,-0.0013209223017796035,-0.0013209223017796035,-0.0013209223017796035,-0.0018209223017796035,-0.0013209223017796035,-0.0013209223017796035,-0.0013209223017796035
2016-03-30,0.011221104716837725,0.01131830020039648,0.01131830020039648,-0.01131830020039648,0.01131830020039648,0.01131830020039648,0.01131830020039648,0.01131830020039648,0.01131830020039648,-0.012318300200396481,0.01131830020039648,0.01131830020039648
2016-03-31,-0.0044668692912780755,-0.004505560626197003,-0.004505560626197003,0.004505560626197003,-0.004505560626197003,-0.004505560626197003,-0.004505560626197002,-0.004505560626197003,-0.004505560626197003,-0.005505560626197003,-0.004505560626197003,-0.004505560626197003
2016-04-01,0.008250746519037597,0.008322213216646723,0.008322213216646723,-0.008322213216646723,0.008322213216646723,0.008322213216646723,0.008322213216646723,0.008322213216646723,0.008322213216646723,-0.009322213216646724,0.008322213216646723,0.008322213216646723
2016-04-04,0.0005742986954832146,0.0005792731824720843,0.0005792731824720843,-0.0005792731824720843,0.0005792731824720843,0.0005792731824720843,0.0005792731824720843,0.0005792731824720843,0.0005792731824720843,-0.00042072681752791576,0.0005792731824720843,0.0005792731824720843
2016-04-05,-0.006599676642469643,-0.006656842026697252,-0.006656842026697252,0.006656842026697252,-0.006656842026697252,-0.006656842026697252,-0.006656842026697252,-0.006656842026697252,-0.006656842026697252,-0.006656842026697252,-0.006656842026697252,-0.006656842026697252
2016-04-06,0.005777531840268646,0.005827575932642937,0.005827575932642937,-0.005827575932642937,0.005827575932642937,0.005827575932642937,0.005827575932642936,0.005827575932642937,0.005827575932642937,-0.006827575932642937,0.005827575932642937,0.005827575932642937
2016-04-07,-0.011775397496902495,-0.011877394179287126,-0.011877394179287126,0.011877394179287126,-0.011877394179287126,-0.011877394179287126,-0.011877394179287126,-0.011877394179287126,-0.011877394179287126,-0.012877394179287127,-0.011877394179287126,-0.011877394179287126
2016-04-08,-0.0023253805029634215,-0.0023455225913002753,-0.0023455225913002753,0.0023455225913002753,-0.0023455225913002753,-0.0023455225913002753,-0.0023455225913002753,-0.0023455225913002753,-0.0023455225913002753,0.0013455225913002753,-0.0023455225913002753,-0.0023455225913002753
2016-04-11,-0.009613609777271954,-0.009696881386852872,-0.009696881386852874,0.009696881386852874,-0.009696881386852874,-0.009696881386852874,-0.009696881386852874,-0.009696881386852874,-0.009696881386852874,0.009696881386852874,-0.009696881386852874,-0.009696881386852874
2016-04-12,0.02059267774950286,0.02077104835757937,0.02077104835757937,0.01977104835757937,0.02077104835757937,0.02077104835757937,0.020771048357579366,0.02077104835757937,-0.0005,-0.02077104835757937,0.02077104835757937,0.02077104835757937
2016-04-13,0.005043832495899558,0.005087521397375783,0.005087521397375783,-0.006087521397375783,0.005087521397375783,0.005087521397375783,0.005087521397375783,0.005087521397375783,0.004587521397375782,0.004087521397375783,0.005087521397375783,0.005087521397375783
2016-04-14,-0.005018301778224263,-0.005061769536549909,-0.005061769536549909,0.005061769536549909,-0.005061769536549909,-0.005061769536549909,-0.005061769536549909,-0.005061769536549909,-0.0005,-0.005061769536549909,-0.005061769536549909,-0.005061769536549909
2016-04-15,0.0037467029891065963,0.003779156354257962,0.003779156354257962,0.002779156354257962,0.003779156354257962,0.003779156354257962,0.003779156354257962,0.003779156354257962,0.0,0.003779156354257962,0.003779156354257962,0.003779156354257962
2016-04-18,0.01148469397085995,0.01158417262400424,0.01158417262400424,-0.012584172624004242,0.01158417262400424,0.01158417262400424,0.01158417262400424,0.01158417262400424,0.01108417262400424,0.01158417262400424,0.01158417262400424,0.01158417262400424
2016-04-19,-0.0012770584150059324,-0.0012881200986201158,-0.0012881200986201158,0.0012881200986201158,-0.0012881200986201158,-0.0012881200986201158,-0.0012881200986201158,-0.0012881200986201158,-0.0005,-0.0012881200986201158,-0.0012881200986201158,-0.0012881200986201158
2016-04-20,-0.007957678604983113,-0.008026606793386515,-0.008026606793386515,0.008026606793386515,-0.008026606793386515,-0.008026606793386515,-0.008026606793386515,-0.008026606793386515,-0.008526606793386515,-0.008026606793386515,-0.008026606793386515,-0.008026606793386515
2016-04-21,-0.010600074865653309,-0.010691891084138483,-0.010691891084138483,-0.011691891084138484,-0.010691891084138483,-0.010691891084138483,-0.010691891084138483,-0.010691891084138483,-0.0005,0.009691891084138482,-0.010691891084138483,-0.010691891084138483
2016-04-22,0.003619774085838899,0.003651128012348348,0.003651128012348348,0.003651128012348348,0.003651128012348348,0.003651128012348348,0.003651128012348348,0.003651128012348348,0.003151128012348348,-0.003651128012348348,0.003651128012348348,0.003651128012348348
2016-04-25,0.010820213493756526,0.01091393651918704,0.01091393651918704,0.01091393651918704,0.01091393651918704,0.01091393651918704,0.01091393651918704,0.01091393651918704,0.01091393651918704,-0.01091393651918704,0.01091393651918704,0.01091393651918704
2016-04-26,-0.002425948090723799,-0.002446961280041293,-0.002446961280041293,0.0014469612800412932,-0.002446961280041293,-0.002446961280041293,-0.002446961280041293,-0.002446961280041293,-0.0005,-0.0034469612800412932,-0.002446961280041293,-0.002446961280041293
2016-04-27,0.001716732600334428,0.0017316026741320822,0.0017316026741320822,-0.0017316026741320822,0.0017316026741320822,0.0017316026741320822,0.0017316026741320822,0.0017316026741320822,0.0012316026741320822,0.0017316026741320822,0.0017316026741320822,0.0017316026741320822
2016-04-28,-0.007283770772993516,-0.007346861675384786,-0.007346861675384786,-0.008346861675384787,-0.007346861675384786,-0.007346861675384786,-0.007346861675384786,-0.007346861675384786,-0.0005,-0.007346861675384786,-0.007346861675384786,-0.007346861675384786
2016-04-29,-0.029349238695623916,-0.029603457288096546,-0.029603457288096546,-0.029603457288096546,-0.029603457288096546,-0.029603457288096546,-0.029603457288096546,-0.029603457288096546,-0.030103457288096547,0.028603457288096545,-0.029603457288096546,-0.029603457288096546
2016-05-02,0.01067449886306431,0.010766959730770687,0.010766959730770687,0.010766959730770687,0.010766959730770687,0.010766959730770687,0.010766959730770687,0.010766959730770687,0.010766959730770687,-0.010766959730770687,0.010766959730770687,0.010766959730770687
2016-05-03,-0.008654154970226915,-0.008729115929807074,-0.008729115929807074,0.007729115929807074,-0.008729115929807074,-0.008729115929807074,-0.008729115929807074,-0.008729115929807074,0.007729115929807074,0.008729115929807074,-0.008729115929807074,-0.008729115929807074
2016-05-04,0.002811309528352852,0.0028356606591850575,0.0028356606591850575,0.0018356606591850575,0.0028356606591850575,0.0028356606591850575,0.0028356606591850575,0.0028356606591850575,-0.0005,-0.0028356606591850575,-0.0005,0.0028356606591850575
2016-05-05,0.0002949893451017961,0.0002975444974477881,0.0002975444974477881,-0.0012975444974477881,0.0002975444974477881,0.0002975444974477881,0.0002975444974477881,0.0002975444974477881,-0.0002024555025522119,-0.0002975444974477881,0.0,0.0002975444974477881
2016-05-06,0.015340953150955816,0.015473834128131081,0.015473834128131081,-0.015473834128131081,0.015473834128131081,0.015473834128131081,0.015473834128131081,0.015473834128131081,-0.016473834128131082,-0.015473834128131081,0.0,0.015473834128131081
2016-05-09,0.01016836028015415,0.010256437053285604,0.010256437053285605,-0.010256437053285605,0.010256437053285605,0.010256437053285605,0.010256437053285605,0.010256437053285605,-0.010256437053285605,0.009256437053285604,0.0,0.010256437053285605
2016-05-10,-0.0023002681997389327,-0.00232019276916684,-0.00232019276916684,0.00232019276916684,-0.00232019276916684,-0.00232019276916684,-0.00232019276916684,-0.00232019276916684,0.00232019276916684,-0.00232019276916684,0.0,-0.00232019276916684
2016-05-11,-0.027293290420679853,-0.02752970070534344,-0.02752970070534344,-0.02852970070534344,-0.02752970070534344,-0.02752970070534344,-0.02752970070534344,-0.02752970070534344,0.02752970070534344,-0.02752970070534344,0.0,-0.02752970070534344
2016-05-12,0.006568677681861778,0.006625574557859392,0.006625574557859393,0.006625574557859393,0.006625574557859393,0.006625574557859393,0.006625574557859393,0.006625574557859393,0.005625574557859393,-0.007625574557859393,0.0,0.006625574557859393
2016-05-13,-0.028326193654207604,-0.028571550787847788,-0.028571550787847788,-0.028571550787847788,-0.028571550787847788,-0.028571550787847788,-0.028571550787847785,-0.028571550787847788,0.027571550787847787,0.028571550787847788,0.0,-0.028571550787847788
2016-05-16,0.016488143036258122,0.0166309607958135,-0.0005,0.0166309607958135,-0.0176309607958135,0.0166309607958135,-0.0176309607958135,0.0166309607958135,-0.0166309607958135,-0.0166309607958135,0.0,0.0166309607958135
2016-05-17,-0.01381583471230387,-0.013935505348084964,-0.014435505348084965,-0.013935505348084964,-0.014935505348084965,0.012935505348084964,-0.014935505348084965,-0.013935505348084964,-0.014935505348084965,0.013935505348084964,0.0,-0.013935505348084964
2016-05-18,-0.029696506132186218,-0.029953732701794133,-0.0005,-0.029953732701794133,0.028953732701794133,0.029953732701794133,0.028953732701794133,-0.029953732701794133,0.028953732701794133,0.029953732701794133,0.029453732701794133,-0.029953732701794133
2016-05-19,0.08129230266343813,0.09580357613582091,0.0,0.09580357613582091,-0.09580357613582091,-0.09580357613582091,-0.09580357613582091,0.09580357613582091,-0.09580357613582091,-0.09580357613582091,-0.09580357613582091,0.09580357613582091
2016-05-20,0.004373712510659744,0.00953747144893069,0.00903747144893069,0.00953747144893069,0.008537471448930689,-0.00953747144893069,0.008537471448930689,-0.010537471448930691,-0.00953747144893069,0.008537471448930689,-0.00953747144893069,0.00953747144893069
2016-05-23,-0.002463423696210866,-0.005153136098734357,-0.005153136098734357,-0.005153136098734356,-0.005153136098734357,0.005153136098734357,-0.005153136098734357,0.005153136098734357,-0.006153136098734357,-0.005153136098734357,0.005153136098734357,-0.005153136098734357
2016-05-24,0.0050899099684444385,0.010647376185445978,0.010647376185445978,0.010647376185445976,0.010647376185445978,-0.010647376185445978,0.010647376185445978,-0.010647376185445978,0.010647376185445978,0.010647376185445978,-0.010647376185445978,0.010647376185445978
2016-05-25,0.00163353681727926,0.0034171294019300635,0.0034171294019300635,0.003417129401930063,0.0034171294019300635,-0.0034171294019300635,0.0034171294019300635,-0.0034171294019300635,0.0034171294019300635,0.0034171294019300635,-0.0034171294019300635,0.0034171294019300635
2016-05-26,0.0025097294754918404,0.005250001279969663,0.005250001279969663,0.005250001279969662,0.005250001279969663,-0.005250001279969663,0.005250001279969663,-0.005250001279969663,0.005250001279969663,0.005250001279969663,-0.0005,0.005250001279969663
2016-05-27,-0.0006748372532425319,-0.0014116646745762074,-0.0014116646745762074,0.00041166467457620735,-0.0014116646745762074,0.0014116646745762074,-0.0014116646745762074,0.0014116646745762074,-0.0014116646745762074,-0.0014116646745762074,0.0,-0.0014116646745762074
2016-05-31,0.00020259936269558743,0.00042380938816699576,0.00042380938816699576,-0.00042380938816699576,0.00042380938816699576,-0.00042380938816699576,0.00042380938816699576,-0.00042380938816699576,0.00042380938816699576,0.00042380938816699576,0.0,0.00042380938816699576
2016-06-01,-0.0018910000278729146,-0.003955706247905422,-0.003955706247905422,0.003955706247905422,-0.003955706247905422,0.003955706247905422,-0.003955706247905422,0.003955706247905422,-0.003955706247905422,-0.003955706247905422,0.0,-0.003955706247905422
2016-06-02,0.003051244347697077,0.006382774274016345,0.006382774274016345,-0.006382774274016344,0.006382774274016345,0.005382774274016345,0.006382774274016345,-0.006382774274016345,0.006382774274016345,-0.007382774274016345,0.0,0.006382774274016345
2016-06-03,-0.0005389256286583001,-0.001127356660506229,-0.001127356660506229,0.001127356660506229,-0.001127356660506229,-0.001127356660506229,-0.001127356660506229,0.001127356660506229,-0.001127356660506229,-0.002127356660506229,-0.001627356660506229,-0.001127356660506229
2016-06-06,0.0012140889972564331,0.002539703522565606,0.002539703522565606,-0.002539703522565606,0.002539703522565606,0.002539703522565606,0.002539703522565606,-0.002539703522565606,0.002539703522565606,0.002539703522565606,0.002539703522565606,0.002539703522565606
2016-06-07,-0.00013449596347567697,-0.0002813466500247719,-0.0002813466500247719,0.0002813466500247719,-0.0002813466500247719,-0.0002813466500247719,-0.0002813466500247719,0.0002813466500247719,-0.0002813466500247719,-0.0002813466500247719,-0.0002813466500247719,-0.0002813466500247719
2016-06-08,0.0016825891192954732,0.003519739922659637,0.003519739922659637,-0.0035197399226596367,0.003519739922659637,0.003519739922659637,0.003519739922659637,-0.003519739922659637,-0.004519739922659637,0.003519739922659637,0.003519739922659637,0.003519739922659637
2016-06-09,-0.0012742734550835776,-0.0026656009484484766,-0.0026656009484484766,0.0026656009484484766,-0.0026656009484484766,-0.0026656009484484766,-0.0026656009484484766,0.0026656009484484766,-0.0036656009484484766,-0.0026656009484484766,-0.0026656009484484766,-0.0026656009484484766
2016-06-10,0.0003361422211605129,0.0007031622764834822,0.0007031622764834822,-0.00029683772351651785,0.0007031622764834822,0.0007031622764834822,0.0007031622764834822,-0.0007031622764834822,0.0007031622764834822,0.0007031622764834822,0.0007031622764834822,0.0007031622764834822
2016-06-13,-0.004098995978253617,-0.008574523406832402,-0.008574523406832402,-0.008574523406832402,-0.008574523406832402,-0.008574523406832402,-0.008574523406832402,0.008574523406832402,-0.008574523406832402,-0.008574523406832402,-0.008574523406832402,-0.008574523406832402
2016-06-14,0.002846622959935043,0.005954735093638419,0.005954735093638419,0.005954735093638419,0.005954735093638419,0.005954735093638419,0.005954735093638419,-0.005954735093638419,0.005954735093638419,-0.0005,0.005954735093638419,0.005954735093638419
2016-06-15,0.0012769881969646657,0.0023960647306928706,0.0023960647306928706,0.0023960647306928706,0.0023960647306928706,0.0023960647306928706,0.0023960647306928706,-0.0023960647306928706,0.0023960647306928706,0.0018960647306928706,0.0023960647306928706,0.0023960647306928706
2016-06-16,0.001385689913900648,0.0025312551276559514,0.0025312551276559514,0.0025312551276559514,0.0025312551276559514,0.0025312551276559514,0.0025312551276559514,-0.0025312551276559514,0.0025312551276559514,0.0025312551276559514,0.0025312551276559514,0.0025312551276559514
2016-06-17,-0.002687434340764528,-0.004909166103511553,-0.004909166103511553,-0.004909166103511553,-0.004909166103511553,-0.004909166103511553,-0.004909166103511553,0.004909166103511553,-0.004909166103511553,-0.004909166103511553,-0.004909166103511553,-0.004909166103511553
2016-06-20,0.001157394610249832,0.0021142255655663966,0.0021142255655663966,0.0021142255655663966,0.0021142255655663966,0.0021142255655663966,0.0021142255655663966,-0.0021142255655663966,-0.0031142255655663966,-0.0005,0.0021142255655663966,0.0021142255655663966
2016-06-21,0.004837075475708101,0.005063359503983067,0.005063359503983067,0.005063359503983067,0.005063359503983067,0.005063359503983067,0.005063359503983067,-0.005063359503983067,0.004063359503983067,0.0045633595039830666,0.005063359503983067,0.005063359503983067
2016-06-22,0.004058501802397085,0.004058501802397085,0.004058501802397085,0.004058501802397085,0.004058501802397085,0.004058501802397085,0.004058501802397085,-0.004058501802397085,0.004058501802397085,0.004058501802397085,0.004058501802397085,0.004058501802397085
2016-06-23,0.004877712262517209,0.004877712262517209,0.004877712262517209,0.004877712262517209,0.004877712262517209,0.004877712262517209,0.004877712262517209,-0.004877712262517209,0.004877712262517209,0.004877712262517209,0.004877712262517209,0.004877712262517209
2016-06-24,-0.001941500952100328,-0.001941500952100328,-0.001941500952100328,-0.001941500952100328,-0.001941500952100328,-0.001941500952100328,-0.001941500952100328,0.001941500952100328,-0.001941500952100328,-0.001941500952100328,-0.001941500952100328,-0.001941500952100328
2016-06-27,-0.006392924336171668,-0.006392924336171668,-0.006392924336171668,-0.006392924336171668,-0.006392924336171668,-0.006392924336171668,-0.006392924336171668,0.006392924336171668,-0.006392924336171668,-0.006392924336171668,-0.006392924336171668,-0.006392924336171668
2016-06-28,0.00014007366675050648,0.0001400736667505064,0.00014007366675050648,0.00014007366675050648,0.00014007366675050648,0.00014007366675050648,0.00014007366675050648,-0.00014007366675050648,0.00014007366675050648,-0.0005,0.00014007366675050648,0.00014007366675050648
2016-06-29,0.013284759682104852,0.013284759682104852,0.013284759682104852,0.013284759682104852,0.013284759682104852,0.013284759682104852,0.013284759682104852,-0.013284759682104852,0.013284759682104852,0.0,0.013284759682104852,0.013284759682104852
2016-06-30,0.007728360848020532,0.007728360848020532,0.007728360848020532,0.007728360848020532,0.007728360848020532,0.007728360848020532,0.007728360848020532,-0.007728360848020532,0.007728360848020532,0.007228360848020532,0.007728360848020532,0.007728360848020532
2016-07-01,-0.002875839322606155,-0.0028758393226061547,-0.002875839322606155,-0.002875839322606155,-0.002875839322606155,-0.002875839322606155,-0.002875839322606155,0.002875839322606155,-0.002875839322606155,-0.002875839322606155,-0.002875839322606155,-0.002875839322606155
2016-07-05,0.004531969531400115,0.004531969531400115,0.004531969531400115,0.004531969531400115,0.004531969531400115,0.004531969531400115,0.004531969531400115,-0.004531969531400115,0.004531969531400115,0.004531969531400115,0.004531969531400115,0.004531969531400115
2016-07-06,0.009297378047605553,0.009297378047605553,0.009297378047605553,0.009297378047605553,0.009297378047605553,0.009297378047605553,0.009297378047605553,-0.009297378047605553,0.009297378047605553,0.009297378047605553,0.009297378047605553,0.009297378047605553
2016-07-07,-0.0039280164628243686,-0.0039280164628243686,-0.0039280164628243686,-0.0039280164628243686,-0.0039280164628243686,-0.0039280164628243686,-0.0039280164628243686,0.0039280164628243686,-0.0039280164628243686,-0.0039280164628243686,-0.0039280164628243686,-0.0039280164628243686
2016-07-08,0.004215827009052653,0.004215827009052653,0.004215827009052653,0.004215827009052653,0.004215827009052653,0.004215827009052653,0.004215827009052653,-0.004215827009052653,0.004215827009052653,0.004215827009052653,0.004215827009052653,0.004215827009052653
2016-07-11,0.0029794448456932354,0.0029794448456932354,0.0029794448456932354,0.0029794448456932354,0.0029794448456932354,0.0029794448456932354,0.0029794448456932354,-0.0029794448456932354,0.0029794448456932354,0.0029794448456932354,0.0029794448456932354,0.0029794448456932354
2016-07-12,-0.010666945404059769,-0.010666945404059769,-0.010666945404059769,-0.010666945404059769,-0.010666945404059769,-0.010666945404059769,-0.010666945404059769,0.010666945404059769,-0.010666945404059769,-0.010666945404059769,-0.010666945404059769,-0.010666945404059769
2016-07-13,0.004776802983871065,0.004776802983871065,0.004776802983871065,0.004776802983871065,0.004776802983871065,0.004776802983871065,0.004776802983871065,-0.004776802983871065,0.004776802983871065,-0.0005,0.004776802983871065,0.004776802983871065
2016-07-14,0.0010868402164543323,0.0010868402164543323,0.0010868402164543323,0.0010868402164543323,0.0010868402164543323,0.0010868402164543323,0.0010868402164543323,-0.0010868402164543323,0.0010868402164543323,0.0005868402164543323,0.0010868402164543323,0.0010868402164543323
2016-07-15,-0.0004071226039513709,-0.0004071226039513709,-0.0004071226039513709,-0.0004071226039513709,-0.0004071226039513709,-0.0004071226039513709,-0.0004071226039513709,0.0004071226039513709,-0.0004071226039513709,-0.0004071226039513709,-0.0004071226039513709,-0.0004071226039513709
2016-07-18,0.002307413203760156,0.0023074132037601554,0.002307413203760156,0.002307413203760156,0.002307413203760156,0.002307413203760156,0.002307413203760156,-0.002307413203760156,0.002307413203760156,0.002307413203760156,0.002307413203760156,0.002307413203760156
2016-07-19,-0.002438012600655237,-0.002438012600655237,-0.002438012600655237,-0.002438012600655237,-0.002438012600655237,-0.002438012600655237,-0.002438012600655237,0.002438012600655237,-0.002438012600655237,-0.002438012600655237,-0.002438012600655237,-0.002438012600655237
2016-07-20,0.001765064515067527,0.001765064515067527,0.001765064515067527,0.001765064515067527,0.001765064515067527,0.001765064515067527,0.001765064515067527,-0.001765064515067527,0.001765064515067527,0.001765064515067527,0.001765064515067527,0.001765064515067527
2016-07-21,-0.0036590820932788093,-0.0036590820932788093,-0.0036590820932788093,-0.0036590820932788093,-0.0036590820932788093,-0.0036590820932788093,-0.0036590820932788093,0.0036590820932788093,-0.0036590820932788093,-0.0036590820932788093,-0.0036590820932788093,-0.0036590820932788093
2016-07-22,0.0004083973533999252,0.0004083973533999252,0.0004083973533999252,0.0004083973533999252,0.0004083973533999252,0.0004083973533999252,0.0004083973533999252,-0.0004083973533999252,0.0004083973533999252,-0.0005,0.0004083973533999252,0.0004083973533999252
2016-07-25,0.0027191307520135766,0.0027191307520135766,0.0027191307520135766,0.0027191307520135766,0.0027191307520135766,0.0027191307520135766,0.0027191307520135766,-0.0027191307520135766,0.0027191307520135766,0.0,0.0027191307520135766,0.0027191307520135766
2016-07-26,-0.00027123110394844385,-0.00027123110394844385,-0.00027123110394844385,-0.00027123110394844385,-0.00027123110394844385,-0.00027123110394844385,-0.00027123110394844385,0.00027123110394844385,-0.00027123110394844385,-0.0007712311039484439,-0.00027123110394844385,-0.00027123110394844385
2016-07-27,-0.005561007402887341,-0.005561007402887341,-0.005561007402887341,-0.005561007402887341,-0.005561007402887341,-0.005561007402887341,-0.00556100740288734,0.005561007402887341,-0.005561007402887341,-0.005561007402887341,-0.005561007402887341,-0.005561007402887341
2016-07-28,-0.0010908231196928853,-0.0010908231196928853,-0.0010908231196928853,-0.0010908231196928853,-0.0010908231196928853,-0.0010908231196928853,-0.0010908231196928853,0.0010908231196928853,9.082311969288524e-05,-0.0005,-0.0010908231196928853,-0.0010908231196928853
2016-07-29,-0.0036867451847300003,-0.0036867451847300003,-0.0036867451847300003,-0.0036867451847300003,-0.0036867451847300003,-0.0036867451847300003,-0.0036867451847300003,0.0036867451847300003,0.0036867451847300003,0.0,-0.0036867451847300003,-0.0036867451847300003
2016-08-01,0.01110050957655706,0.01110050957655706,0.01110050957655706,0.01110050957655706,0.01110050957655706,0.01110050957655706,0.01110050957655706,-0.01110050957655706,0.01010050957655706,0.0,0.01110050957655706,0.01110050957655706
2016-08-02,-0.008809766551844844,-0.008809766551844844,-0.008809766551844844,-0.008809766551844844,-0.008809766551844844,-0.008809766551844844,-0.008809766551844844,0.008809766551844844,0.007809766551844844,-0.009309766551844845,-0.0005,-0.008809766551844844
2016-08-03,-0.002598261302525162,-0.002598261302525162,-0.002598261302525162,-0.002598261302525162,-0.002598261302525162,-0.002598261302525162,-0.002598261302525162,0.002598261302525162,0.002598261302525162,-0.0005,0.0,-0.002598261302525162
2016-08-04,0.004935256495282703,0.004935256495282703,0.004935256495282703,0.004935256495282703,0.004935256495282703,0.004935256495282703,0.004935256495282703,-0.004935256495282703,-0.004935256495282703,0.0,0.0,0.004935256495282703
2016-08-05,0.006276058325507039,0.006276058325507038,0.006276058325507039,0.006276058325507039,0.006276058325507039,0.006276058325507039,0.006276058325507039,-0.006276058325507039,-0.006276058325507039,0.005776058325507039,0.0,0.006276058325507039
2016-08-08,-0.005694157258172128,-0.005694157258172128,-0.005694157258172128,-0.005694157258172128,-0.005694157258172128,-0.005694157258172128,-0.005694157258172128,0.005694157258172128,0.005694157258172128,-0.005694157258172128,0.0,-0.005694157258172128
2016-08-09,0.002726638162183992,0.002726638162183992,0.002726638162183992,0.002726638162183992,0.002726638162183992,0.002726638162183992,0.002726638162183992,-0.002726638162183992,-0.002726638162183992,-0.0005,0.0,0.002726638162183992
2016-08-10,0.012459120449459293,0.012459120449459293,0.012459120449459293,0.012459120449459293,0.012459120449459293,0.012459120449459293,0.012459120449459293,-0.012459120449459293,-0.012459120449459293,0.011959120449459293,0.0,0.012459120449459293
2016-08-11,-0.002028380501577498,-0.002028380501577498,-0.002028380501577498,-0.002028380501577498,-0.002028380501577498,-0.002028380501577498,-0.002028380501577498,0.002028380501577498,-0.003028380501577498,-0.002028380501577498,0.0,-0.002028380501577498
2016-08-12,0.0012193919606628967,0.0012193919606628967,0.0012193919606628967,0.0012193919606628965,0.0012193919606628967,0.0012193919606628967,0.0012193919606628967,-0.0012193919606628967,-0.0022193919606628967,0.0012193919606628967,0.0,0.0012193919606628967
2016-08-15,-0.007713776148207563,-0.007713776148207563,-0.007713776148207563,-0.007713776148207562,-0.007713776148207563,-0.007713776148207563,-0.007713776148207563,0.007713776148207563,0.007713776148207563,-0.007713776148207563,-0.008213776148207563,-0.007713776148207563
2016-08-16,-0.005864891406681116,-0.005864891406681116,-0.005864891406681116,-0.0058648914066811155,-0.005864891406681116,-0.005864891406681116,-0.005864891406681116,0.005864891406681116,-0.0068648914066811164,-0.0005,-0.005864891406681116,-0.005864891406681116
2016-08-17,0.0005487488942685914,0.0005487488942685914,0.0005487488942685914,0.0005487488942685913,0.0005487488942685914,0.0005487488942685914,0.0005487488942685914,-0.0005487488942685914,0.0005487488942685914,0.0,0.0005487488942685914,0.0005487488942685914
2016-08-18,0.01878492125159248,0.01878492125159248,0.01878492125159248,0.01878492125159248,0.01878492125159248,0.01878492125159248,0.01878492125159248,-0.01878492125159248,0.01878492125159248,0.0,0.01878492125159248,0.01878492125159248
