ticker,best_strategy,n_days,n_candidates,sharpe,buy_hold_sharpe,t_stat_vs_zero,p_vs_zero,newey_west_lags,excess_ann_return,t_stat_vs_buy_hold,p_vs_buy_hold,p_worse_than_buy_hold,reality_check_p,spa_p,psr_vs_zero,psr_vs_buy_hold,deflated_sharpe_prob,luck_threshold_sharpe_ann,bootstrap_draws,bootstrap_block,verdict
AMZN,6.5.volatility_targeting,2624,11,0.7215254001246463,0.8168974036069454,2.391641651834645,0.008421627855261828,8,-0.13192546358857937,-2.6147385242801073,0.9955096519132606,0.004490348086739426,0.9976,1.0,0.9910057531132692,0.37724622732333,0.6772959209450505,0.5811912163755321,5000,10.0,lower return than buy & hold (significant)
JPM,4.6.multi_asset_trend,2624,11,0.851592004184491,0.879561565738906,2.6925636326629667,0.003567791818443511,8,-0.06992344313949321,-1.5265290707423271,0.9365006392201624,0.06349936077983764,0.998,1.0,0.9971474751770143,0.46383003027149305,0.658404398688139,0.7258642941954214,5000,10.0,"profitable, but no better than buy & hold"
MSFT,6.5.volatility_targeting,2624,11,0.9459965084677754,0.9598522392639839,3.371909359116777,0.00037865624952268615,8,-0.10333962306522755,-2.88179191283736,0.9980068285062906,0.001993171493709367,0.997,1.0,0.998962749903122,0.4820128496261643,0.6995510781396677,0.7852939562344766,5000,10.0,lower return than buy & hold (significant)
NVDA,4.1.2.dual_momentum,2624,11,1.3657951919670983,1.3443852266230931,4.589316722829767,2.32813125635254e-06,8,-0.10596482769684512,-1.3465119874320801,0.9108731019217106,0.08912689807828944,0.9912,1.0,0.9999969958372954,0.5282813397274839,0.969590034949269,0.8000546834099217,5000,10.0,"profitable, but no better than buy & hold"
TSLA,6.5.volatility_targeting,2624,11,0.747796946169649,0.8168003591766568,2.2944895589355006,0.010920521406013992,8,-0.356994060685619,-2.6276081114226755,0.995675577138353,0.004324422861647026,0.9942,1.0,0.9923227717415671,0.4115079590653356,0.8216658435507802,0.46343457743896466,5000,10.0,lower return than buy & hold (significant)
WMT,6.5.volatility_targeting,2624,11,0.9458826459939945,0.9067109575918316,3.2269560591266884,0.0006332752935510336,8,-0.022572612946482152,-1.0477873955538948,0.8525834462384201,0.14741655376157992,0.9854,1.0,0.9990370067768832,0.5510989692352388,0.8821190490207644,0.5842790593183795,5000,10.0,"profitable, but no better than buy & hold"
