fold,train_start,train_end,test_start,test_end,train_days,test_days,in_sample_objective,params,grid_size,combo_weights
86,2022-05-11,2023-05-11,2023-05-12,2023-06-12,252,21,-0.3579419700557085,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.21, ""3.1.price_momentum_long_only"": 0.0241, ""3.4.low_volatility"": 0.1022, ""3.6.multifactor"": 0.1645, ""3.9.mean_reversion_single_cluster"": 0.06, ""3.11.single_moving_average"": -0.0671, ""3.12.two_moving_averages"": 0.0114, ""3.14.support_resistance"": -0.0895, ""3.15.channel"": -0.0532, ""4.4.mean_reversion_ibs"": 0.1637, ""4.6.multi_asset_trend"": 0.0278, ""10.4.trend_following"": -0.0265}"
87,2022-06-10,2023-06-12,2023-06-13,2023-07-13,252,21,0.5077589427284696,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0546, ""3.1.price_momentum_long_only"": 0.0482, ""3.4.low_volatility"": -0.0805, ""3.6.multifactor"": -0.087, ""3.9.mean_reversion_single_cluster"": 0.0322, ""3.11.single_moving_average"": 0.1028, ""3.12.two_moving_averages"": -0.1655, ""3.14.support_resistance"": 0.0283, ""3.15.channel"": -0.0712, ""4.4.mean_reversion_ibs"": 0.0223, ""4.6.multi_asset_trend"": 0.0368, ""10.4.trend_following"": -0.2706}"
88,2022-07-13,2023-07-13,2023-07-14,2023-08-11,252,21,0.4752503273720779,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0608, ""3.1.price_momentum_long_only"": 0.0616, ""3.4.low_volatility"": -0.1925, ""3.6.multifactor"": -0.0633, ""3.9.mean_reversion_single_cluster"": -0.0308, ""3.11.single_moving_average"": 0.0968, ""3.12.two_moving_averages"": -0.0344, ""3.14.support_resistance"": 0.0439, ""3.15.channel"": -0.027, ""4.4.mean_reversion_ibs"": 0.1243, ""4.6.multi_asset_trend"": 0.0886, ""10.4.trend_following"": 0.176}"
89,2022-08-11,2023-08-11,2023-08-14,2023-09-12,252,21,0.23651591761449245,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0514, ""3.1.price_momentum_long_only"": 0.0241, ""3.4.low_volatility"": -0.2795, ""3.6.multifactor"": -0.1322, ""3.9.mean_reversion_single_cluster"": 0.02, ""3.11.single_moving_average"": 0.0639, ""3.12.two_moving_averages"": -0.0888, ""3.14.support_resistance"": 0.1038, ""3.15.channel"": -0.0581, ""4.4.mean_reversion_ibs"": 0.1044, ""4.6.multi_asset_trend"": 0.0598, ""10.4.trend_following"": -0.0139}"
90,2022-09-12,2023-09-12,2023-09-13,2023-10-11,252,21,-1.4362224466085927,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.2205, ""3.1.price_momentum_long_only"": 0.0223, ""3.4.low_volatility"": -0.0313, ""3.6.multifactor"": 0.0954, ""3.9.mean_reversion_single_cluster"": 0.1757, ""3.11.single_moving_average"": -0.053, ""3.12.two_moving_averages"": 0.0057, ""3.14.support_resistance"": -0.0084, ""3.15.channel"": -0.0532, ""4.4.mean_reversion_ibs"": 0.3084, ""4.6.multi_asset_trend"": -0.0007, ""10.4.trend_following"": -0.0255}"
91,2022-10-11,2023-10-11,2023-10-12,2023-11-09,252,21,-2.17073944543567,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0648, ""3.1.price_momentum_long_only"": -0.025, ""3.4.low_volatility"": 0.0493, ""3.6.multifactor"": 0.0578, ""3.9.mean_reversion_single_cluster"": 0.0845, ""3.11.single_moving_average"": -0.1469, ""3.12.two_moving_averages"": -0.0187, ""3.14.support_resistance"": -0.0084, ""3.15.channel"": -0.0413, ""4.4.mean_reversion_ibs"": 0.4276, ""4.6.multi_asset_trend"": -0.0266, ""10.4.trend_following"": -0.049}"
92,2022-11-09,2023-11-09,2023-11-10,2023-12-11,252,21,-0.7160532500568421,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0469, ""3.1.price_momentum_long_only"": 0.0231, ""3.4.low_volatility"": 0.1212, ""3.6.multifactor"": 0.1239, ""3.9.mean_reversion_single_cluster"": 0.0492, ""3.11.single_moving_average"": -0.256, ""3.12.two_moving_averages"": -0.0098, ""3.14.support_resistance"": 0.1146, ""3.15.channel"": -0.0119, ""4.4.mean_reversion_ibs"": 0.1089, ""4.6.multi_asset_trend"": -0.0135, ""10.4.trend_following"": -0.121}"
93,2022-12-09,2023-12-11,2023-12-12,2024-01-11,252,21,0.19280020593705027,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.041, ""3.1.price_momentum_long_only"": 0.0752, ""3.4.low_volatility"": -0.1017, ""3.6.multifactor"": -0.0934, ""3.9.mean_reversion_single_cluster"": 0.0379, ""3.11.single_moving_average"": -0.0628, ""3.12.two_moving_averages"": 0.0966, ""3.14.support_resistance"": -0.0316, ""3.15.channel"": 0.0569, ""4.4.mean_reversion_ibs"": 0.2035, ""4.6.multi_asset_trend"": 0.0676, ""10.4.trend_following"": -0.1318}"
94,2023-01-11,2024-01-11,2024-01-12,2024-02-12,252,21,1.0175124355620713,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0056, ""3.1.price_momentum_long_only"": 0.0922, ""3.4.low_volatility"": -0.0809, ""3.6.multifactor"": -0.0684, ""3.9.mean_reversion_single_cluster"": 0.0296, ""3.11.single_moving_average"": -0.0669, ""3.12.two_moving_averages"": 0.0799, ""3.14.support_resistance"": 0.0678, ""3.15.channel"": 0.071, ""4.4.mean_reversion_ibs"": 0.1245, ""4.6.multi_asset_trend"": 0.0798, ""10.4.trend_following"": -0.2331}"
95,2023-02-10,2024-02-12,2024-02-13,2024-03-13,252,21,1.1614374716512916,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1802, ""3.1.price_momentum_long_only"": 0.1112, ""3.4.low_volatility"": -0.0398, ""3.6.multifactor"": 0.0817, ""3.9.mean_reversion_single_cluster"": 0.0373, ""3.11.single_moving_average"": 0.0707, ""3.12.two_moving_averages"": 0.0635, ""3.14.support_resistance"": -0.1207, ""3.15.channel"": 0.0551, ""4.4.mean_reversion_ibs"": 0.0559, ""4.6.multi_asset_trend"": 0.1054, ""10.4.trend_following"": -0.0784}"
96,2023-03-14,2024-03-13,2024-03-14,2024-04-12,252,21,1.5501573082658855,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1899, ""3.1.price_momentum_long_only"": 0.0874, ""3.4.low_volatility"": -0.0337, ""3.6.multifactor"": 0.1084, ""3.9.mean_reversion_single_cluster"": 0.0467, ""3.11.single_moving_average"": 0.2122, ""3.12.two_moving_averages"": 0.0426, ""3.14.support_resistance"": -0.0916, ""3.15.channel"": 0.0784, ""4.4.mean_reversion_ibs"": 0.013, ""4.6.multi_asset_trend"": 0.0924, ""10.4.trend_following"": 0.0036}"
97,2023-04-13,2024-04-12,2024-04-15,2024-05-13,252,21,0.8030207961663139,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.112, ""3.1.price_momentum_long_only"": 0.0521, ""3.4.low_volatility"": -0.0609, ""3.6.multifactor"": 0.0533, ""3.9.mean_reversion_single_cluster"": 0.1039, ""3.11.single_moving_average"": 0.1079, ""3.12.two_moving_averages"": 0.0446, ""3.14.support_resistance"": -0.0881, ""3.15.channel"": 0.0645, ""4.4.mean_reversion_ibs"": 0.1928, ""4.6.multi_asset_trend"": 0.057, ""10.4.trend_following"": 0.0629}"
98,2023-05-12,2024-05-13,2024-05-14,2024-06-12,252,21,1.3963144985670606,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0389, ""3.1.price_momentum_long_only"": 0.1009, ""3.4.low_volatility"": -0.0401, ""3.6.multifactor"": 0.088, ""3.9.mean_reversion_single_cluster"": 0.2028, ""3.11.single_moving_average"": 0.2262, ""3.12.two_moving_averages"": -0.0021, ""3.14.support_resistance"": -0.033, ""3.15.channel"": -0.006, ""4.4.mean_reversion_ibs"": 0.1557, ""4.6.multi_asset_trend"": 0.0922, ""10.4.trend_following"": 0.0139}"
99,2023-06-13,2024-06-12,2024-06-13,2024-07-15,252,21,1.0271801602346418,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0013, ""3.1.price_momentum_long_only"": 0.0801, ""3.4.low_volatility"": -0.099, ""3.6.multifactor"": 0.0375, ""3.9.mean_reversion_single_cluster"": 0.1261, ""3.11.single_moving_average"": 0.1436, ""3.12.two_moving_averages"": -0.0938, ""3.14.support_resistance"": 0.0158, ""3.15.channel"": -0.0863, ""4.4.mean_reversion_ibs"": 0.1613, ""4.6.multi_asset_trend"": 0.0583, ""10.4.trend_following"": 0.0969}"
100,2023-07-14,2024-07-15,2024-07-16,2024-08-13,252,21,1.1891430696741179,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.011, ""3.1.price_momentum_long_only"": 0.0759, ""3.4.low_volatility"": -0.0421, ""3.6.multifactor"": 0.0623, ""3.9.mean_reversion_single_cluster"": 0.1148, ""3.11.single_moving_average"": 0.141, ""3.12.two_moving_averages"": -0.0863, ""3.14.support_resistance"": 0.1224, ""3.15.channel"": -0.1124, ""4.4.mean_reversion_ibs"": 0.0771, ""4.6.multi_asset_trend"": 0.0613, ""10.4.trend_following"": -0.0933}"
101,2023-08-14,2024-08-13,2024-08-14,2024-09-12,252,21,1.052048438277647,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0639, ""3.1.price_momentum_long_only"": 0.0587, ""3.4.low_volatility"": 0.111, ""3.6.multifactor"": 0.0328, ""3.9.mean_reversion_single_cluster"": 0.1283, ""3.11.single_moving_average"": 0.0392, ""3.12.two_moving_averages"": 0.0385, ""3.14.support_resistance"": 0.0563, ""3.15.channel"": -0.0008, ""4.4.mean_reversion_ibs"": -0.099, ""4.6.multi_asset_trend"": 0.0852, ""10.4.trend_following"": -0.2863}"
102,2023-09-13,2024-09-12,2024-09-13,2024-10-11,252,21,1.9522399557219012,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0686, ""3.1.price_momentum_long_only"": 0.077, ""3.4.low_volatility"": 0.165, ""3.6.multifactor"": 0.0685, ""3.9.mean_reversion_single_cluster"": 0.0488, ""3.11.single_moving_average"": 0.1592, ""3.12.two_moving_averages"": -0.0191, ""3.14.support_resistance"": 0.0997, ""3.15.channel"": -0.0113, ""4.4.mean_reversion_ibs"": 0.059, ""4.6.multi_asset_trend"": 0.0887, ""10.4.trend_following"": -0.1352}"
103,2023-10-12,2024-10-11,2024-10-14,2024-11-11,252,21,1.8796924055061839,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0106, ""3.1.price_momentum_long_only"": 0.0887, ""3.4.low_volatility"": 0.1168, ""3.6.multifactor"": 0.0358, ""3.9.mean_reversion_single_cluster"": 0.0678, ""3.11.single_moving_average"": 0.1052, ""3.12.two_moving_averages"": 0.0134, ""3.14.support_resistance"": 0.0148, ""3.15.channel"": 0.0535, ""4.4.mean_reversion_ibs"": -0.1706, ""4.6.multi_asset_trend"": 0.0845, ""10.4.trend_following"": -0.2383}"
104,2023-11-10,2024-11-11,2024-11-12,2024-12-11,252,21,1.8260619458040863,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.1318, ""3.1.price_momentum_long_only"": 0.079, ""3.4.low_volatility"": 0.0521, ""3.6.multifactor"": 0.1495, ""3.9.mean_reversion_single_cluster"": 0.0318, ""3.11.single_moving_average"": 0.1663, ""3.12.two_moving_averages"": 0.0011, ""3.14.support_resistance"": 0.0782, ""3.15.channel"": 0.1099, ""4.4.mean_reversion_ibs"": 0.0047, ""4.6.multi_asset_trend"": 0.0794, ""10.4.trend_following"": 0.1161}"
105,2023-12-12,2024-12-11,2024-12-12,2025-01-14,252,21,1.4996225139331658,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.1344, ""3.1.price_momentum_long_only"": 0.0681, ""3.4.low_volatility"": -0.0474, ""3.6.multifactor"": 0.1255, ""3.9.mean_reversion_single_cluster"": 0.099, ""3.11.single_moving_average"": 0.0804, ""3.12.two_moving_averages"": -0.0599, ""3.14.support_resistance"": 0.1293, ""3.15.channel"": 0.069, ""4.4.mean_reversion_ibs"": -0.063, ""4.6.multi_asset_trend"": 0.058, ""10.4.trend_following"": 0.066}"
106,2024-01-12,2025-01-14,2025-01-15,2025-02-13,252,21,0.9833050378135757,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.1086, ""3.1.price_momentum_long_only"": 0.0238, ""3.4.low_volatility"": -0.075, ""3.6.multifactor"": 0.1137, ""3.9.mean_reversion_single_cluster"": 0.051, ""3.11.single_moving_average"": 0.0363, ""3.12.two_moving_averages"": -0.0971, ""3.14.support_resistance"": 0.1526, ""3.15.channel"": 0.0218, ""4.4.mean_reversion_ibs"": 0.1001, ""4.6.multi_asset_trend"": 0.0237, ""10.4.trend_following"": 0.1964}"
107,2024-02-13,2025-02-13,2025-02-14,2025-03-17,252,21,1.463351302292995,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1553, ""3.1.price_momentum_long_only"": 0.0493, ""3.4.low_volatility"": -0.0072, ""3.6.multifactor"": 0.1576, ""3.9.mean_reversion_single_cluster"": 0.0171, ""3.11.single_moving_average"": 0.0754, ""3.12.two_moving_averages"": -0.1235, ""3.14.support_resistance"": 0.037, ""3.15.channel"": -0.1426, ""4.4.mean_reversion_ibs"": -0.0682, ""4.6.multi_asset_trend"": 0.0546, ""10.4.trend_following"": 0.1123}"
108,2024-03-14,2025-03-17,2025-03-18,2025-04-15,252,21,-0.6077631387629918,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0206, ""3.1.price_momentum_long_only"": -0.023, ""3.4.low_volatility"": -0.0187, ""3.6.multifactor"": -0.045, ""3.9.mean_reversion_single_cluster"": -0.0947, ""3.11.single_moving_average"": -0.1768, ""3.12.two_moving_averages"": -0.1799, ""3.14.support_resistance"": -0.0654, ""3.15.channel"": -0.2727, ""4.4.mean_reversion_ibs"": -0.0723, ""4.6.multi_asset_trend"": -0.0109, ""10.4.trend_following"": 0.02}"
109,2024-04-15,2025-04-15,2025-04-16,2025-05-15,252,21,0.36570714780876623,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0071, ""3.1.price_momentum_long_only"": -0.0278, ""3.4.low_volatility"": 0.1656, ""3.6.multifactor"": 0.2808, ""3.9.mean_reversion_single_cluster"": 0.0393, ""3.11.single_moving_average"": -0.0628, ""3.12.two_moving_averages"": -0.0695, ""3.14.support_resistance"": -0.101, ""3.15.channel"": -0.0443, ""4.4.mean_reversion_ibs"": -0.1454, ""4.6.multi_asset_trend"": -0.0354, ""10.4.trend_following"": 0.0211}"
110,2024-05-14,2025-05-15,2025-05-16,2025-06-16,252,21,-0.5723633437342935,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1977, ""3.1.price_momentum_long_only"": -0.04, ""3.4.low_volatility"": 0.0055, ""3.6.multifactor"": -0.1856, ""3.9.mean_reversion_single_cluster"": -0.0719, ""3.11.single_moving_average"": -0.1427, ""3.12.two_moving_averages"": -0.0002, ""3.14.support_resistance"": -0.0998, ""3.15.channel"": -0.0132, ""4.4.mean_reversion_ibs"": -0.0524, ""4.6.multi_asset_trend"": -0.0618, ""10.4.trend_following"": -0.1294}"
111,2024-06-13,2025-06-16,2025-06-17,2025-07-17,252,21,-0.7326674984920037,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0226, ""3.1.price_momentum_long_only"": -0.0205, ""3.4.low_volatility"": -0.1311, ""3.6.multifactor"": -0.2374, ""3.9.mean_reversion_single_cluster"": -0.0705, ""3.11.single_moving_average"": -0.0916, ""3.12.two_moving_averages"": 0.0239, ""3.14.support_resistance"": -0.165, ""3.15.channel"": 0.0232, ""4.4.mean_reversion_ibs"": -0.0713, ""4.6.multi_asset_trend"": -0.0521, ""10.4.trend_following"": -0.0908}"
112,2024-07-16,2025-07-17,2025-07-18,2025-08-15,252,21,-0.4266883063880961,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0009, ""3.1.price_momentum_long_only"": 0.0462, ""3.4.low_volatility"": -0.1626, ""3.6.multifactor"": -0.2484, ""3.9.mean_reversion_single_cluster"": -0.0133, ""3.11.single_moving_average"": 0.0452, ""3.12.two_moving_averages"": 0.0532, ""3.14.support_resistance"": -0.0818, ""3.15.channel"": 0.102, ""4.4.mean_reversion_ibs"": -0.0335, ""4.6.multi_asset_trend"": 0.0732, ""10.4.trend_following"": 0.1397}"
113,2024-08-14,2025-08-15,2025-08-18,2025-09-16,252,21,-0.34750749246780127,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0085, ""3.1.price_momentum_long_only"": 0.0245, ""3.4.low_volatility"": -0.1467, ""3.6.multifactor"": -0.1947, ""3.9.mean_reversion_single_cluster"": 0.0584, ""3.11.single_moving_average"": 0.0478, ""3.12.two_moving_averages"": 0.0375, ""3.14.support_resistance"": -0.1056, ""3.15.channel"": 0.073, ""4.4.mean_reversion_ibs"": -0.1635, ""4.6.multi_asset_trend"": 0.0397, ""10.4.trend_following"": 0.1003}"
114,2024-09-13,2025-09-16,2025-09-17,2025-10-15,252,21,0.31014266556742137,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.2223, ""3.1.price_momentum_long_only"": 0.0577, ""3.4.low_volatility"": -0.1591, ""3.6.multifactor"": -0.0797, ""3.9.mean_reversion_single_cluster"": -0.101, ""3.11.single_moving_average"": 0.0903, ""3.12.two_moving_averages"": 0.0165, ""3.14.support_resistance"": -0.0454, ""3.15.channel"": 0.0256, ""4.4.mean_reversion_ibs"": 0.0274, ""4.6.multi_asset_trend"": 0.0761, ""10.4.trend_following"": 0.0991}"
115,2024-10-14,2025-10-15,2025-10-16,2025-11-14,252,21,-0.18161349279923555,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.2082, ""3.1.price_momentum_long_only"": 0.0514, ""3.4.low_volatility"": -0.1488, ""3.6.multifactor"": -0.0151, ""3.9.mean_reversion_single_cluster"": -0.0492, ""3.11.single_moving_average"": 0.1365, ""3.12.two_moving_averages"": 0.0566, ""3.14.support_resistance"": -0.0199, ""3.15.channel"": 0.022, ""4.4.mean_reversion_ibs"": 0.1129, ""4.6.multi_asset_trend"": 0.078, ""10.4.trend_following"": 0.1014}"
116,2024-11-12,2025-11-14,2025-11-17,2025-12-16,252,21,-0.21315989603284402,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.2147, ""3.1.price_momentum_long_only"": 0.0553, ""3.4.low_volatility"": -0.1335, ""3.6.multifactor"": -0.0429, ""3.9.mean_reversion_single_cluster"": -0.0952, ""3.11.single_moving_average"": 0.1075, ""3.12.two_moving_averages"": 0.0181, ""3.14.support_resistance"": -0.0051, ""3.15.channel"": 0.0064, ""4.4.mean_reversion_ibs"": 0.1038, ""4.6.multi_asset_trend"": 0.0812, ""10.4.trend_following"": 0.1363}"
117,2024-12-12,2025-12-16,2025-12-17,2026-01-16,252,21,0.2774818203948189,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0964, ""3.1.price_momentum_long_only"": 0.0216, ""3.4.low_volatility"": -0.1235, ""3.6.multifactor"": -0.3358, ""3.9.mean_reversion_single_cluster"": -0.1895, ""3.11.single_moving_average"": 0.0146, ""3.12.two_moving_averages"": -0.0205, ""3.14.support_resistance"": -0.013, ""3.15.channel"": -0.0108, ""4.4.mean_reversion_ibs"": 0.0927, ""4.6.multi_asset_trend"": 0.0616, ""10.4.trend_following"": 0.02}"
118,2025-01-15,2026-01-16,2026-01-20,2026-02-18,252,21,0.5018277224999118,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0602, ""3.1.price_momentum_long_only"": 0.063, ""3.4.low_volatility"": -0.116, ""3.6.multifactor"": -0.155, ""3.9.mean_reversion_single_cluster"": -0.104, ""3.11.single_moving_average"": 0.1104, ""3.12.two_moving_averages"": 0.0314, ""3.14.support_resistance"": 0.0284, ""3.15.channel"": 0.049, ""4.4.mean_reversion_ibs"": 0.0836, ""4.6.multi_asset_trend"": 0.1276, ""10.4.trend_following"": 0.0713}"
119,2025-02-14,2026-02-18,2026-02-19,2026-03-19,252,21,1.11854063015189,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0697, ""3.1.price_momentum_long_only"": 0.0861, ""3.4.low_volatility"": -0.0847, ""3.6.multifactor"": -0.0766, ""3.9.mean_reversion_single_cluster"": -0.0582, ""3.11.single_moving_average"": 0.1245, ""3.12.two_moving_averages"": 0.0914, ""3.14.support_resistance"": -0.0587, ""3.15.channel"": 0.0759, ""4.4.mean_reversion_ibs"": -0.0232, ""4.6.multi_asset_trend"": 0.1486, ""10.4.trend_following"": 0.1023}"
120,2025-03-18,2026-03-19,2026-03-20,2026-04-20,252,21,0.9008496530462788,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.1709, ""3.1.price_momentum_long_only"": 0.065, ""3.4.low_volatility"": -0.0228, ""3.6.multifactor"": 0.0917, ""3.9.mean_reversion_single_cluster"": 0.0131, ""3.11.single_moving_average"": 0.0764, ""3.12.two_moving_averages"": 0.0936, ""3.14.support_resistance"": -0.0767, ""3.15.channel"": 0.0728, ""4.4.mean_reversion_ibs"": -0.1433, ""4.6.multi_asset_trend"": 0.1223, ""10.4.trend_following"": 0.0513}"
121,2025-04-16,2026-04-20,2026-04-21,2026-05-19,252,21,2.582999968943391,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.097, ""3.1.price_momentum_long_only"": 0.092, ""3.4.low_volatility"": -0.1009, ""3.6.multifactor"": -0.059, ""3.9.mean_reversion_single_cluster"": -0.0092, ""3.11.single_moving_average"": 0.0347, ""3.12.two_moving_averages"": -0.1446, ""3.14.support_resistance"": -0.0478, ""3.15.channel"": -0.1761, ""4.4.mean_reversion_ibs"": -0.0629, ""4.6.multi_asset_trend"": 0.0976, ""10.4.trend_following"": -0.0782}"
122,2025-05-16,2026-05-19,2026-05-20,2026-06-18,252,21,1.7128643843885367,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1612, ""3.1.price_momentum_long_only"": 0.0191, ""3.4.low_volatility"": -0.0669, ""3.6.multifactor"": -0.1091, ""3.9.mean_reversion_single_cluster"": -0.2064, ""3.11.single_moving_average"": 0.0874, ""3.12.two_moving_averages"": -0.028, ""3.14.support_resistance"": -0.0548, ""3.15.channel"": -0.0278, ""4.4.mean_reversion_ibs"": -0.0783, ""4.6.multi_asset_trend"": 0.0758, ""10.4.trend_following"": 0.0854}"
123,2025-06-17,2026-06-18,2026-06-22,2026-07-21,252,21,0.9564809192588053,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1156, ""3.1.price_momentum_long_only"": 0.0714, ""3.4.low_volatility"": -0.0466, ""3.6.multifactor"": 0.0666, ""3.9.mean_reversion_single_cluster"": 0.0278, ""3.11.single_moving_average"": 0.0487, ""3.12.two_moving_averages"": -0.1121, ""3.14.support_resistance"": -0.0123, ""3.15.channel"": -0.1503, ""4.4.mean_reversion_ibs"": 0.2548, ""4.6.multi_asset_trend"": 0.071, ""10.4.trend_following"": -0.0228}"
124,2025-07-18,2026-07-21,2026-07-22,2026-08-20,252,21,0.4108690203566026,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0899, ""3.1.price_momentum_long_only"": 0.0619, ""3.4.low_volatility"": -0.0356, ""3.6.multifactor"": 0.137, ""3.9.mean_reversion_single_cluster"": 0.0674, ""3.11.single_moving_average"": 0.0788, ""3.12.two_moving_averages"": 0.0045, ""3.14.support_resistance"": -0.1077, ""3.15.channel"": -0.0494, ""4.4.mean_reversion_ibs"": 0.2779, ""4.6.multi_asset_trend"": 0.0527, ""10.4.trend_following"": 0.0372}"
