fold,train_start,train_end,test_start,test_end,train_days,test_days,in_sample_objective,params,grid_size,combo_weights
42,2018-09-10,2019-09-10,2019-09-11,2019-10-09,252,21,-2.1312960666780696,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.196, ""3.1.price_momentum_long_only"": -0.004, ""3.4.low_volatility"": -0.0299, ""3.6.multifactor"": -0.1429, ""3.9.mean_reversion_single_cluster"": -0.0751, ""3.11.single_moving_average"": -0.0544, ""3.12.two_moving_averages"": -0.0448, ""3.14.support_resistance"": -0.0512, ""3.15.channel"": -0.0307, ""4.4.mean_reversion_ibs"": -0.2953, ""4.6.multi_asset_trend"": -0.0017, ""10.4.trend_following"": -0.0739}"
43,2018-10-09,2019-10-09,2019-10-10,2019-11-07,252,21,0.03467126075738609,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.2321, ""3.1.price_momentum_long_only"": -0.028, ""3.4.low_volatility"": 0.1482, ""3.6.multifactor"": 0.2364, ""3.9.mean_reversion_single_cluster"": -0.0419, ""3.11.single_moving_average"": 0.026, ""3.12.two_moving_averages"": -0.0452, ""3.14.support_resistance"": 0.017, ""3.15.channel"": -0.0581, ""4.4.mean_reversion_ibs"": -0.0172, ""4.6.multi_asset_trend"": -0.0297, ""10.4.trend_following"": 0.1202}"
44,2018-11-07,2019-11-07,2019-11-08,2019-12-09,252,21,0.14674755863794145,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.2653, ""3.1.price_momentum_long_only"": 0.0095, ""3.4.low_volatility"": -0.196, ""3.6.multifactor"": -0.2253, ""3.9.mean_reversion_single_cluster"": 0.0921, ""3.11.single_moving_average"": -0.0091, ""3.12.two_moving_averages"": -0.0189, ""3.14.support_resistance"": 0.0075, ""3.15.channel"": 0.0078, ""4.4.mean_reversion_ibs"": -0.0113, ""4.6.multi_asset_trend"": 0.0177, ""10.4.trend_following"": -0.1394}"
45,2018-12-10,2019-12-09,2019-12-10,2020-01-09,252,21,0.4458782095426565,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1663, ""3.1.price_momentum_long_only"": 0.0017, ""3.4.low_volatility"": -0.1662, ""3.6.multifactor"": -0.1097, ""3.9.mean_reversion_single_cluster"": 0.0864, ""3.11.single_moving_average"": 0.0626, ""3.12.two_moving_averages"": -0.0392, ""3.14.support_resistance"": 0.044, ""3.15.channel"": -0.0268, ""4.4.mean_reversion_ibs"": 0.1078, ""4.6.multi_asset_trend"": 0.0142, ""10.4.trend_following"": -0.1749}"
46,2019-01-10,2020-01-09,2020-01-10,2020-02-10,252,21,0.4698758984695234,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1307, ""3.1.price_momentum_long_only"": 0.0033, ""3.4.low_volatility"": -0.1383, ""3.6.multifactor"": -0.1189, ""3.9.mean_reversion_single_cluster"": -0.0121, ""3.11.single_moving_average"": 0.1225, ""3.12.two_moving_averages"": 0.1145, ""3.14.support_resistance"": -0.033, ""3.15.channel"": 0.1551, ""4.4.mean_reversion_ibs"": 0.0806, ""4.6.multi_asset_trend"": 0.0282, ""10.4.trend_following"": -0.0627}"
47,2019-02-11,2020-02-10,2020-02-11,2020-03-11,252,21,0.7937739177713194,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0948, ""3.1.price_momentum_long_only"": 0.0576, ""3.4.low_volatility"": 0.1216, ""3.6.multifactor"": 0.1021, ""3.9.mean_reversion_single_cluster"": -0.1491, ""3.11.single_moving_average"": 0.1281, ""3.12.two_moving_averages"": 0.0866, ""3.14.support_resistance"": 0.0476, ""3.15.channel"": 0.1049, ""4.4.mean_reversion_ibs"": -0.0016, ""4.6.multi_asset_trend"": 0.0798, ""10.4.trend_following"": -0.0262}"
48,2019-03-13,2020-03-11,2020-03-12,2020-04-09,252,21,-0.36521322157375824,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1763, ""3.1.price_momentum_long_only"": 0.0098, ""3.4.low_volatility"": 0.0887, ""3.6.multifactor"": 0.1529, ""3.9.mean_reversion_single_cluster"": -0.0651, ""3.11.single_moving_average"": -0.0278, ""3.12.two_moving_averages"": 0.02, ""3.14.support_resistance"": -0.0468, ""3.15.channel"": 0.0441, ""4.4.mean_reversion_ibs"": 0.2175, ""4.6.multi_asset_trend"": 0.0098, ""10.4.trend_following"": 0.1411}"
49,2019-04-11,2020-04-09,2020-04-13,2020-05-11,252,21,0.35916687330177677,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.245, ""3.1.price_momentum_long_only"": -0.0045, ""3.4.low_volatility"": 0.0338, ""3.6.multifactor"": 0.3462, ""3.9.mean_reversion_single_cluster"": 0.0196, ""3.11.single_moving_average"": -0.081, ""3.12.two_moving_averages"": -0.0087, ""3.14.support_resistance"": -0.0628, ""3.15.channel"": -0.0076, ""4.4.mean_reversion_ibs"": -0.0567, ""4.6.multi_asset_trend"": -0.0543, ""10.4.trend_following"": -0.0796}"
50,2019-05-13,2020-05-11,2020-05-12,2020-06-10,252,21,0.5284839546431416,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1947, ""3.1.price_momentum_long_only"": -0.0017, ""3.4.low_volatility"": -0.0582, ""3.6.multifactor"": 0.2386, ""3.9.mean_reversion_single_cluster"": 0.1334, ""3.11.single_moving_average"": -0.0913, ""3.12.two_moving_averages"": 0.0155, ""3.14.support_resistance"": -0.1068, ""3.15.channel"": -0.0096, ""4.4.mean_reversion_ibs"": 0.0803, ""4.6.multi_asset_trend"": -0.0402, ""10.4.trend_following"": -0.0295}"
51,2019-06-12,2020-06-10,2020-06-11,2020-07-10,252,21,0.6421034623004445,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.2488, ""3.1.price_momentum_long_only"": -0.0008, ""3.4.low_volatility"": -0.1365, ""3.6.multifactor"": -0.2082, ""3.9.mean_reversion_single_cluster"": 0.0503, ""3.11.single_moving_average"": -0.0206, ""3.12.two_moving_averages"": 0.0378, ""3.14.support_resistance"": 0.0132, ""3.15.channel"": 0.0422, ""4.4.mean_reversion_ibs"": 0.0691, ""4.6.multi_asset_trend"": -0.0073, ""10.4.trend_following"": -0.1653}"
52,2019-07-12,2020-07-10,2020-07-13,2020-08-10,252,21,-0.12346489944757276,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0183, ""3.1.price_momentum_long_only"": 0.0092, ""3.4.low_volatility"": -0.0719, ""3.6.multifactor"": 0.0055, ""3.9.mean_reversion_single_cluster"": 0.1421, ""3.11.single_moving_average"": 0.0045, ""3.12.two_moving_averages"": 0.0591, ""3.14.support_resistance"": -0.0457, ""3.15.channel"": 0.029, ""4.4.mean_reversion_ibs"": 0.4644, ""4.6.multi_asset_trend"": 0.0398, ""10.4.trend_following"": -0.1105}"
53,2019-08-12,2020-08-10,2020-08-11,2020-09-09,252,21,0.27693679593897896,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1712, ""3.1.price_momentum_long_only"": 0.039, ""3.4.low_volatility"": -0.1034, ""3.6.multifactor"": -0.1212, ""3.9.mean_reversion_single_cluster"": 0.0786, ""3.11.single_moving_average"": 0.0083, ""3.12.two_moving_averages"": 0.0268, ""3.14.support_resistance"": -0.0412, ""3.15.channel"": 0.0441, ""4.4.mean_reversion_ibs"": 0.2986, ""4.6.multi_asset_trend"": 0.0389, ""10.4.trend_following"": 0.0286}"
54,2019-09-11,2020-09-09,2020-09-10,2020-10-08,252,21,0.15356210904759407,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.082, ""3.1.price_momentum_long_only"": 0.0105, ""3.4.low_volatility"": 0.0618, ""3.6.multifactor"": 0.1241, ""3.9.mean_reversion_single_cluster"": 0.0796, ""3.11.single_moving_average"": 0.0246, ""3.12.two_moving_averages"": 0.0026, ""3.14.support_resistance"": -0.0564, ""3.15.channel"": -0.0, ""4.4.mean_reversion_ibs"": 0.5154, ""4.6.multi_asset_trend"": 0.0306, ""10.4.trend_following"": 0.0125}"
55,2019-10-10,2020-10-08,2020-10-09,2020-11-06,252,21,0.7381753965951315,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1594, ""3.1.price_momentum_long_only"": 0.0611, ""3.4.low_volatility"": -0.1684, ""3.6.multifactor"": 0.0157, ""3.9.mean_reversion_single_cluster"": 0.0408, ""3.11.single_moving_average"": 0.1066, ""3.12.two_moving_averages"": -0.0291, ""3.14.support_resistance"": -0.1729, ""3.15.channel"": -0.0302, ""4.4.mean_reversion_ibs"": 0.1157, ""4.6.multi_asset_trend"": 0.0745, ""10.4.trend_following"": 0.0257}"
56,2019-11-08,2020-11-06,2020-11-09,2020-12-08,252,21,0.9287858827892209,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.181, ""3.1.price_momentum_long_only"": 0.0218, ""3.4.low_volatility"": 0.0222, ""3.6.multifactor"": 0.1654, ""3.9.mean_reversion_single_cluster"": 0.1307, ""3.11.single_moving_average"": 0.0538, ""3.12.two_moving_averages"": -0.0047, ""3.14.support_resistance"": -0.0819, ""3.15.channel"": -0.0075, ""4.4.mean_reversion_ibs"": 0.289, ""4.6.multi_asset_trend"": 0.0321, ""10.4.trend_following"": 0.0098}"
57,2019-12-10,2020-12-08,2020-12-09,2021-01-08,252,21,0.9130667095879834,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1156, ""3.1.price_momentum_long_only"": 0.0205, ""3.4.low_volatility"": -0.1891, ""3.6.multifactor"": -0.1674, ""3.9.mean_reversion_single_cluster"": 0.0943, ""3.11.single_moving_average"": 0.0524, ""3.12.two_moving_averages"": 0.0121, ""3.14.support_resistance"": -0.0477, ""3.15.channel"": 0.0136, ""4.4.mean_reversion_ibs"": 0.2266, ""4.6.multi_asset_trend"": 0.0232, ""10.4.trend_following"": -0.0374}"
58,2020-01-10,2021-01-08,2021-01-11,2021-02-09,252,21,0.8053316234632129,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0922, ""3.1.price_momentum_long_only"": 0.0274, ""3.4.low_volatility"": -0.1794, ""3.6.multifactor"": -0.16, ""3.9.mean_reversion_single_cluster"": 0.0732, ""3.11.single_moving_average"": 0.0524, ""3.12.two_moving_averages"": 0.0193, ""3.14.support_resistance"": -0.0339, ""3.15.channel"": 0.0267, ""4.4.mean_reversion_ibs"": 0.2969, ""4.6.multi_asset_trend"": 0.0355, ""10.4.trend_following"": -0.0031}"
59,2020-02-11,2021-02-09,2021-02-10,2021-03-11,252,21,0.8522556602926201,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1393, ""3.1.price_momentum_long_only"": 0.0228, ""3.4.low_volatility"": -0.2012, ""3.6.multifactor"": -0.223, ""3.9.mean_reversion_single_cluster"": 0.0156, ""3.11.single_moving_average"": 0.0434, ""3.12.two_moving_averages"": 0.0106, ""3.14.support_resistance"": -0.0307, ""3.15.channel"": 0.0168, ""4.4.mean_reversion_ibs"": 0.2661, ""4.6.multi_asset_trend"": 0.0278, ""10.4.trend_following"": 0.0027}"
60,2020-03-12,2021-03-11,2021-03-12,2021-04-12,252,21,2.0399560901300218,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0614, ""3.1.price_momentum_long_only"": 0.0378, ""3.4.low_volatility"": -0.2023, ""3.6.multifactor"": -0.1859, ""3.9.mean_reversion_single_cluster"": -0.0379, ""3.11.single_moving_average"": 0.0546, ""3.12.two_moving_averages"": 0.0001, ""3.14.support_resistance"": -0.0493, ""3.15.channel"": 0.0067, ""4.4.mean_reversion_ibs"": 0.2221, ""4.6.multi_asset_trend"": 0.0459, ""10.4.trend_following"": 0.096}"
61,2020-04-13,2021-04-12,2021-04-13,2021-05-11,252,21,2.302443148773532,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0336, ""3.1.price_momentum_long_only"": 0.0559, ""3.4.low_volatility"": -0.0899, ""3.6.multifactor"": -0.067, ""3.9.mean_reversion_single_cluster"": -0.0463, ""3.11.single_moving_average"": 0.1586, ""3.12.two_moving_averages"": -0.0745, ""3.14.support_resistance"": -0.0361, ""3.15.channel"": -0.1204, ""4.4.mean_reversion_ibs"": 0.2683, ""4.6.multi_asset_trend"": 0.0253, ""10.4.trend_following"": -0.0241}"
62,2020-05-12,2021-05-11,2021-05-12,2021-06-10,252,21,1.5294221266573935,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.026, ""3.1.price_momentum_long_only"": 0.0428, ""3.4.low_volatility"": 0.0255, ""3.6.multifactor"": -0.0078, ""3.9.mean_reversion_single_cluster"": -0.0325, ""3.11.single_moving_average"": 0.2564, ""3.12.two_moving_averages"": -0.0297, ""3.14.support_resistance"": -0.048, ""3.15.channel"": -0.059, ""4.4.mean_reversion_ibs"": 0.4097, ""4.6.multi_asset_trend"": 0.0316, ""10.4.trend_following"": -0.031}"
63,2020-06-11,2021-06-10,2021-06-11,2021-07-12,252,21,1.5849562040011553,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0095, ""3.1.price_momentum_long_only"": 0.0478, ""3.4.low_volatility"": 0.0677, ""3.6.multifactor"": 0.0311, ""3.9.mean_reversion_single_cluster"": -0.0682, ""3.11.single_moving_average"": 0.1433, ""3.12.two_moving_averages"": -0.0093, ""3.14.support_resistance"": 0.0029, ""3.15.channel"": -0.028, ""4.4.mean_reversion_ibs"": 0.3668, ""4.6.multi_asset_trend"": 0.0339, ""10.4.trend_following"": -0.1915}"
64,2020-07-13,2021-07-12,2021-07-13,2021-08-10,252,21,1.6805033819726753,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0796, ""3.1.price_momentum_long_only"": 0.0127, ""3.4.low_volatility"": 0.0718, ""3.6.multifactor"": -0.0344, ""3.9.mean_reversion_single_cluster"": -0.0488, ""3.11.single_moving_average"": 0.1016, ""3.12.two_moving_averages"": 0.0644, ""3.14.support_resistance"": -0.2211, ""3.15.channel"": -0.1537, ""4.4.mean_reversion_ibs"": 0.0103, ""4.6.multi_asset_trend"": 0.0524, ""10.4.trend_following"": 0.1493}"
65,2020-08-11,2021-08-10,2021-08-11,2021-09-09,252,21,1.9013174760811344,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0132, ""3.1.price_momentum_long_only"": 0.1066, ""3.4.low_volatility"": -0.0032, ""3.6.multifactor"": 0.01, ""3.9.mean_reversion_single_cluster"": -0.1006, ""3.11.single_moving_average"": 0.1934, ""3.12.two_moving_averages"": 0.0826, ""3.14.support_resistance"": -0.1567, ""3.15.channel"": -0.1583, ""4.4.mean_reversion_ibs"": 0.0381, ""4.6.multi_asset_trend"": 0.1204, ""10.4.trend_following"": -0.017}"
66,2020-09-10,2021-09-09,2021-09-10,2021-10-08,252,21,0.5063891748071634,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0494, ""3.1.price_momentum_long_only"": 0.0485, ""3.4.low_volatility"": 0.0726, ""3.6.multifactor"": 0.0967, ""3.9.mean_reversion_single_cluster"": 0.1338, ""3.11.single_moving_average"": 0.068, ""3.12.two_moving_averages"": 0.1181, ""3.14.support_resistance"": -0.113, ""3.15.channel"": 0.0156, ""4.4.mean_reversion_ibs"": -0.0622, ""4.6.multi_asset_trend"": 0.064, ""10.4.trend_following"": 0.1581}"
67,2020-10-09,2021-10-08,2021-10-11,2021-11-08,252,21,-0.5240666649178941,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0247, ""3.1.price_momentum_long_only"": 0.0555, ""3.4.low_volatility"": -0.1269, ""3.6.multifactor"": 0.018, ""3.9.mean_reversion_single_cluster"": 0.0834, ""3.11.single_moving_average"": -0.0321, ""3.12.two_moving_averages"": 0.1752, ""3.14.support_resistance"": 0.0393, ""3.15.channel"": 0.0497, ""4.4.mean_reversion_ibs"": -0.2036, ""4.6.multi_asset_trend"": 0.0352, ""10.4.trend_following"": -0.1563}"
68,2020-11-09,2021-11-08,2021-11-09,2021-12-08,252,21,1.876943208235298,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1115, ""3.1.price_momentum_long_only"": 0.1546, ""3.4.low_volatility"": -0.1116, ""3.6.multifactor"": -0.0155, ""3.9.mean_reversion_single_cluster"": -0.0784, ""3.11.single_moving_average"": 0.1657, ""3.12.two_moving_averages"": -0.0002, ""3.14.support_resistance"": 0.0927, ""3.15.channel"": -0.0147, ""4.4.mean_reversion_ibs"": 0.0873, ""4.6.multi_asset_trend"": 0.1635, ""10.4.trend_following"": 0.0044}"
69,2020-12-09,2021-12-08,2021-12-09,2022-01-07,252,21,1.6387459935957354,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0045, ""3.1.price_momentum_long_only"": 0.0412, ""3.4.low_volatility"": -0.1144, ""3.6.multifactor"": -0.1216, ""3.9.mean_reversion_single_cluster"": -0.1052, ""3.11.single_moving_average"": 0.0532, ""3.12.two_moving_averages"": 0.0228, ""3.14.support_resistance"": 0.0603, ""3.15.channel"": -0.1275, ""4.4.mean_reversion_ibs"": 0.1504, ""4.6.multi_asset_trend"": 0.063, ""10.4.trend_following"": -0.1358}"
70,2021-01-11,2022-01-07,2022-01-10,2022-02-08,252,21,1.1520517032118829,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1571, ""3.1.price_momentum_long_only"": 0.0302, ""3.4.low_volatility"": 0.0286, ""3.6.multifactor"": -0.0857, ""3.9.mean_reversion_single_cluster"": -0.0623, ""3.11.single_moving_average"": 0.0785, ""3.12.two_moving_averages"": 0.0125, ""3.14.support_resistance"": 0.0129, ""3.15.channel"": -0.0867, ""4.4.mean_reversion_ibs"": 0.2755, ""4.6.multi_asset_trend"": 0.0678, ""10.4.trend_following"": -0.1023}"
71,2021-02-10,2022-02-08,2022-02-09,2022-03-10,252,21,0.22792064561225261,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.3004, ""3.1.price_momentum_long_only"": -0.0286, ""3.4.low_volatility"": -0.0565, ""3.6.multifactor"": -0.0908, ""3.9.mean_reversion_single_cluster"": 0.0275, ""3.11.single_moving_average"": -0.0217, ""3.12.two_moving_averages"": -0.0266, ""3.14.support_resistance"": 0.0705, ""3.15.channel"": -0.1557, ""4.4.mean_reversion_ibs"": 0.0404, ""4.6.multi_asset_trend"": 0.0082, ""10.4.trend_following"": -0.1732}"
72,2021-03-12,2022-03-10,2022-03-11,2022-04-08,252,21,-0.49931196199501804,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1494, ""3.1.price_momentum_long_only"": -0.0561, ""3.4.low_volatility"": 0.0791, ""3.6.multifactor"": -0.0447, ""3.9.mean_reversion_single_cluster"": -0.0429, ""3.11.single_moving_average"": -0.2002, ""3.12.two_moving_averages"": -0.1254, ""3.14.support_resistance"": 0.0023, ""3.15.channel"": -0.0395, ""4.4.mean_reversion_ibs"": -0.0259, ""4.6.multi_asset_trend"": -0.0635, ""10.4.trend_following"": -0.171}"
73,2021-04-13,2022-04-08,2022-04-11,2022-05-10,252,21,0.5176874788987141,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.092, ""3.1.price_momentum_long_only"": 0.0433, ""3.4.low_volatility"": 0.0892, ""3.6.multifactor"": 0.1157, ""3.9.mean_reversion_single_cluster"": -0.1188, ""3.11.single_moving_average"": 0.0154, ""3.12.two_moving_averages"": -0.1212, ""3.14.support_resistance"": 0.0825, ""3.15.channel"": -0.0695, ""4.4.mean_reversion_ibs"": 0.0797, ""4.6.multi_asset_trend"": 0.0723, ""10.4.trend_following"": 0.1005}"
74,2021-05-12,2022-05-10,2022-05-11,2022-06-09,252,21,-0.4236340140648526,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.1589, ""3.1.price_momentum_long_only"": -0.0161, ""3.4.low_volatility"": 0.1314, ""3.6.multifactor"": 0.2408, ""3.9.mean_reversion_single_cluster"": -0.0729, ""3.11.single_moving_average"": 0.0016, ""3.12.two_moving_averages"": -0.0427, ""3.14.support_resistance"": -0.0716, ""3.15.channel"": -0.0732, ""4.4.mean_reversion_ibs"": 0.0866, ""4.6.multi_asset_trend"": -0.0233, ""10.4.trend_following"": 0.0809}"
75,2021-06-11,2022-06-09,2022-06-10,2022-07-12,252,21,0.6557313019391193,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0496, ""3.1.price_momentum_long_only"": -0.0575, ""3.4.low_volatility"": 0.121, ""3.6.multifactor"": 0.0623, ""3.9.mean_reversion_single_cluster"": -0.0925, ""3.11.single_moving_average"": 0.0281, ""3.12.two_moving_averages"": -0.176, ""3.14.support_resistance"": -0.0597, ""3.15.channel"": -0.2212, ""4.4.mean_reversion_ibs"": 0.0348, ""4.6.multi_asset_trend"": -0.0185, ""10.4.trend_following"": 0.0789}"
76,2021-07-13,2022-07-12,2022-07-13,2022-08-10,252,21,1.0141961064689717,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0308, ""3.1.price_momentum_long_only"": -0.0372, ""3.4.low_volatility"": 0.1222, ""3.6.multifactor"": 0.1917, ""3.9.mean_reversion_single_cluster"": 0.0736, ""3.11.single_moving_average"": 0.0287, ""3.12.two_moving_averages"": -0.2097, ""3.14.support_resistance"": 0.1076, ""3.15.channel"": -0.0335, ""4.4.mean_reversion_ibs"": 0.0478, ""4.6.multi_asset_trend"": -0.1029, ""10.4.trend_following"": -0.0141}"
77,2021-08-11,2022-08-10,2022-08-11,2022-09-09,252,21,0.42708421444354144,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1762, ""3.1.price_momentum_long_only"": -0.0199, ""3.4.low_volatility"": 0.0244, ""3.6.multifactor"": -0.1333, ""3.9.mean_reversion_single_cluster"": 0.0089, ""3.11.single_moving_average"": -0.1383, ""3.12.two_moving_averages"": -0.1655, ""3.14.support_resistance"": 0.098, ""3.15.channel"": -0.0498, ""4.4.mean_reversion_ibs"": -0.0787, ""4.6.multi_asset_trend"": -0.0494, ""10.4.trend_following"": -0.0576}"
78,2021-09-10,2022-09-09,2022-09-12,2022-10-10,252,21,0.8119457001724979,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.033, ""3.1.price_momentum_long_only"": -0.0035, ""3.4.low_volatility"": 0.0714, ""3.6.multifactor"": -0.0044, ""3.9.mean_reversion_single_cluster"": -0.0074, ""3.11.single_moving_average"": -0.1234, ""3.12.two_moving_averages"": -0.2236, ""3.14.support_resistance"": 0.1732, ""3.15.channel"": -0.0883, ""4.4.mean_reversion_ibs"": -0.0988, ""4.6.multi_asset_trend"": -0.0528, ""10.4.trend_following"": -0.1203}"
79,2021-10-11,2022-10-10,2022-10-11,2022-11-08,252,21,-0.6973436135636313,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.2064, ""3.1.price_momentum_long_only"": -0.0396, ""3.4.low_volatility"": -0.068, ""3.6.multifactor"": 0.108, ""3.9.mean_reversion_single_cluster"": 0.1004, ""3.11.single_moving_average"": 0.1257, ""3.12.two_moving_averages"": 0.1198, ""3.14.support_resistance"": -0.0001, ""3.15.channel"": 0.0827, ""4.4.mean_reversion_ibs"": 0.1194, ""4.6.multi_asset_trend"": -0.0232, ""10.4.trend_following"": -0.0068}"
80,2021-11-09,2022-11-08,2022-11-09,2022-12-08,252,21,-0.3084803339493812,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.3953, ""3.1.price_momentum_long_only"": 0.0284, ""3.4.low_volatility"": -0.0114, ""3.6.multifactor"": 0.1856, ""3.9.mean_reversion_single_cluster"": 0.016, ""3.11.single_moving_average"": 0.0527, ""3.12.two_moving_averages"": -0.0122, ""3.14.support_resistance"": 0.0135, ""3.15.channel"": -0.0508, ""4.4.mean_reversion_ibs"": -0.0789, ""4.6.multi_asset_trend"": 0.0698, ""10.4.trend_following"": 0.0855}"
81,2021-12-09,2022-12-08,2022-12-09,2023-01-10,252,21,-0.019757291736622395,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.038, ""3.1.price_momentum_long_only"": -0.0329, ""3.4.low_volatility"": 0.0459, ""3.6.multifactor"": 0.0729, ""3.9.mean_reversion_single_cluster"": 0.0675, ""3.11.single_moving_average"": -0.0804, ""3.12.two_moving_averages"": -0.04, ""3.14.support_resistance"": -0.1183, ""3.15.channel"": -0.0557, ""4.4.mean_reversion_ibs"": -0.1999, ""4.6.multi_asset_trend"": -0.0614, ""10.4.trend_following"": -0.187}"
82,2022-01-10,2023-01-10,2023-01-11,2023-02-09,252,21,0.2191849613452254,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.2108, ""3.1.price_momentum_long_only"": -0.0179, ""3.4.low_volatility"": -0.1164, ""3.6.multifactor"": -0.1263, ""3.9.mean_reversion_single_cluster"": 0.006, ""3.11.single_moving_average"": -0.0706, ""3.12.two_moving_averages"": -0.1487, ""3.14.support_resistance"": -0.0958, ""3.15.channel"": -0.1265, ""4.4.mean_reversion_ibs"": 0.0605, ""4.6.multi_asset_trend"": -0.0192, ""10.4.trend_following"": -0.0014}"
83,2022-02-09,2023-02-09,2023-02-10,2023-03-13,252,21,0.31795403545243733,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1917, ""3.1.price_momentum_long_only"": -0.0434, ""3.4.low_volatility"": -0.108, ""3.6.multifactor"": -0.1195, ""3.9.mean_reversion_single_cluster"": 0.0057, ""3.11.single_moving_average"": -0.0628, ""3.12.two_moving_averages"": -0.0908, ""3.14.support_resistance"": -0.0638, ""3.15.channel"": -0.0941, ""4.4.mean_reversion_ibs"": -0.0962, ""4.6.multi_asset_trend"": -0.0515, ""10.4.trend_following"": -0.0726}"
84,2022-03-11,2023-03-13,2023-03-14,2023-04-12,252,21,0.3294898979842269,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1258, ""3.1.price_momentum_long_only"": -0.0706, ""3.4.low_volatility"": -0.1768, ""3.6.multifactor"": -0.1628, ""3.9.mean_reversion_single_cluster"": -0.0905, ""3.11.single_moving_average"": -0.0902, ""3.12.two_moving_averages"": -0.0331, ""3.14.support_resistance"": -0.0136, ""3.15.channel"": -0.0692, ""4.4.mean_reversion_ibs"": -0.0342, ""4.6.multi_asset_trend"": -0.0635, ""10.4.trend_following"": -0.0697}"
85,2022-04-11,2023-04-12,2023-04-13,2023-05-11,252,21,0.8630511571147054,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0097, ""3.1.price_momentum_long_only"": -0.0591, ""3.4.low_volatility"": -0.1192, ""3.6.multifactor"": -0.0713, ""3.9.mean_reversion_single_cluster"": -0.0046, ""3.11.single_moving_average"": -0.101, ""3.12.two_moving_averages"": -0.0399, ""3.14.support_resistance"": -0.0415, ""3.15.channel"": -0.1126, ""4.4.mean_reversion_ibs"": -0.1364, ""4.6.multi_asset_trend"": -0.0501, ""10.4.trend_following"": -0.2547}"
