fold,train_start,train_end,test_start,test_end,train_days,test_days,in_sample_objective,params,grid_size,combo_weights
88,2022-07-13,2023-07-13,2023-07-14,2023-08-11,252,21,1.749192160704687,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1307, ""3.1.price_momentum_long_only"": 0.0654, ""3.4.low_volatility"": 0.0018, ""3.6.multifactor"": -0.0884, ""3.9.mean_reversion_single_cluster"": 0.0231, ""3.11.single_moving_average"": 0.1116, ""3.12.two_moving_averages"": 0.1425, ""3.14.support_resistance"": 0.1401, ""3.15.channel"": 0.1198, ""4.4.mean_reversion_ibs"": 0.0788, ""4.6.multi_asset_trend"": 0.0876, ""10.4.trend_following"": 0.0102}"
89,2022-08-11,2023-08-11,2023-08-14,2023-09-12,252,21,1.4197488115652817,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1415, ""3.1.price_momentum_long_only"": 0.0148, ""3.4.low_volatility"": 0.015, ""3.6.multifactor"": -0.0827, ""3.9.mean_reversion_single_cluster"": -0.0242, ""3.11.single_moving_average"": 0.1354, ""3.12.two_moving_averages"": 0.1175, ""3.14.support_resistance"": 0.1694, ""3.15.channel"": 0.1839, ""4.4.mean_reversion_ibs"": 0.0091, ""4.6.multi_asset_trend"": 0.0875, ""10.4.trend_following"": 0.0192}"
90,2022-09-12,2023-09-12,2023-09-13,2023-10-11,252,21,1.7714057468995934,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0753, ""3.1.price_momentum_long_only"": -0.0326, ""3.4.low_volatility"": 0.033, ""3.6.multifactor"": -0.0225, ""3.9.mean_reversion_single_cluster"": -0.0323, ""3.11.single_moving_average"": 0.284, ""3.12.two_moving_averages"": -0.0505, ""3.14.support_resistance"": -0.0007, ""3.15.channel"": 0.1422, ""4.4.mean_reversion_ibs"": 0.1473, ""4.6.multi_asset_trend"": 0.1227, ""10.4.trend_following"": 0.0569}"
91,2022-10-11,2023-10-11,2023-10-12,2023-11-09,252,21,-0.17904325022133344,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0139, ""3.1.price_momentum_long_only"": 0.006, ""3.4.low_volatility"": -0.0461, ""3.6.multifactor"": -0.0473, ""3.9.mean_reversion_single_cluster"": -0.0528, ""3.11.single_moving_average"": 0.0144, ""3.12.two_moving_averages"": -0.2826, ""3.14.support_resistance"": -0.1129, ""3.15.channel"": -0.168, ""4.4.mean_reversion_ibs"": 0.0504, ""4.6.multi_asset_trend"": 0.0498, ""10.4.trend_following"": -0.1557}"
92,2022-11-09,2023-11-09,2023-11-10,2023-12-11,252,21,-0.386376924995619,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0712, ""3.1.price_momentum_long_only"": 0.0477, ""3.4.low_volatility"": -0.0047, ""3.6.multifactor"": 0.0387, ""3.9.mean_reversion_single_cluster"": -0.0477, ""3.11.single_moving_average"": -0.0236, ""3.12.two_moving_averages"": -0.2985, ""3.14.support_resistance"": -0.0212, ""3.15.channel"": -0.3207, ""4.4.mean_reversion_ibs"": -0.027, ""4.6.multi_asset_trend"": 0.0565, ""10.4.trend_following"": 0.0425}"
93,2022-12-09,2023-12-11,2023-12-12,2024-01-11,252,21,0.6473591827305456,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.068, ""3.1.price_momentum_long_only"": -0.015, ""3.4.low_volatility"": 0.0288, ""3.6.multifactor"": -0.1575, ""3.9.mean_reversion_single_cluster"": -0.0982, ""3.11.single_moving_average"": 0.2082, ""3.12.two_moving_averages"": -0.1021, ""3.14.support_resistance"": -0.1051, ""3.15.channel"": -0.0518, ""4.4.mean_reversion_ibs"": 0.0819, ""4.6.multi_asset_trend"": -0.0376, ""10.4.trend_following"": 0.0458}"
94,2023-01-11,2024-01-11,2024-01-12,2024-02-12,252,21,1.1536823788562394,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0169, ""3.1.price_momentum_long_only"": 0.1204, ""3.4.low_volatility"": 0.0949, ""3.6.multifactor"": -0.0891, ""3.9.mean_reversion_single_cluster"": 0.0679, ""3.11.single_moving_average"": 0.0494, ""3.12.two_moving_averages"": -0.0345, ""3.14.support_resistance"": 0.1375, ""3.15.channel"": -0.1543, ""4.4.mean_reversion_ibs"": -0.0059, ""4.6.multi_asset_trend"": 0.1091, ""10.4.trend_following"": 0.1201}"
95,2023-02-10,2024-02-12,2024-02-13,2024-03-13,252,21,1.3905173974245069,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.004, ""3.1.price_momentum_long_only"": 0.1066, ""3.4.low_volatility"": 0.0046, ""3.6.multifactor"": -0.0743, ""3.9.mean_reversion_single_cluster"": 0.0419, ""3.11.single_moving_average"": 0.1501, ""3.12.two_moving_averages"": 0.0841, ""3.14.support_resistance"": 0.1269, ""3.15.channel"": 0.0667, ""4.4.mean_reversion_ibs"": 0.2353, ""4.6.multi_asset_trend"": 0.0926, ""10.4.trend_following"": 0.013}"
96,2023-03-14,2024-03-13,2024-03-14,2024-04-12,252,21,1.7993616467063542,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0718, ""3.1.price_momentum_long_only"": 0.0721, ""3.4.low_volatility"": 0.0594, ""3.6.multifactor"": 0.0907, ""3.9.mean_reversion_single_cluster"": 0.0751, ""3.11.single_moving_average"": 0.1075, ""3.12.two_moving_averages"": 0.0697, ""3.14.support_resistance"": 0.145, ""3.15.channel"": 0.1018, ""4.4.mean_reversion_ibs"": 0.0902, ""4.6.multi_asset_trend"": 0.063, ""10.4.trend_following"": 0.0536}"
97,2023-04-13,2024-04-12,2024-04-15,2024-05-13,252,21,1.5939847316853966,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0687, ""3.1.price_momentum_long_only"": 0.0508, ""3.4.low_volatility"": 0.0633, ""3.6.multifactor"": 0.0963, ""3.9.mean_reversion_single_cluster"": 0.1121, ""3.11.single_moving_average"": 0.1067, ""3.12.two_moving_averages"": 0.0856, ""3.14.support_resistance"": 0.1065, ""3.15.channel"": 0.1096, ""4.4.mean_reversion_ibs"": 0.081, ""4.6.multi_asset_trend"": 0.0527, ""10.4.trend_following"": 0.0667}"
98,2023-05-12,2024-05-13,2024-05-14,2024-06-12,252,21,2.0944935750749676,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0638, ""3.1.price_momentum_long_only"": 0.0504, ""3.4.low_volatility"": 0.0396, ""3.6.multifactor"": 0.0977, ""3.9.mean_reversion_single_cluster"": 0.1395, ""3.11.single_moving_average"": 0.1458, ""3.12.two_moving_averages"": 0.0081, ""3.14.support_resistance"": 0.2087, ""3.15.channel"": -0.029, ""4.4.mean_reversion_ibs"": -0.0617, ""4.6.multi_asset_trend"": 0.0787, ""10.4.trend_following"": 0.0771}"
99,2023-06-13,2024-06-12,2024-06-13,2024-07-15,252,21,2.2037245454327445,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0394, ""3.1.price_momentum_long_only"": 0.0852, ""3.4.low_volatility"": -0.0402, ""3.6.multifactor"": -0.0374, ""3.9.mean_reversion_single_cluster"": 0.0655, ""3.11.single_moving_average"": 0.1656, ""3.12.two_moving_averages"": 0.013, ""3.14.support_resistance"": 0.315, ""3.15.channel"": -0.093, ""4.4.mean_reversion_ibs"": 0.0144, ""4.6.multi_asset_trend"": 0.1278, ""10.4.trend_following"": 0.0036}"
100,2023-07-14,2024-07-15,2024-07-16,2024-08-13,252,21,1.968007004964789,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0337, ""3.1.price_momentum_long_only"": 0.1027, ""3.4.low_volatility"": -0.1501, ""3.6.multifactor"": -0.0128, ""3.9.mean_reversion_single_cluster"": -0.006, ""3.11.single_moving_average"": 0.1668, ""3.12.two_moving_averages"": 0.0837, ""3.14.support_resistance"": 0.1755, ""3.15.channel"": 0.0227, ""4.4.mean_reversion_ibs"": 0.0792, ""4.6.multi_asset_trend"": 0.1466, ""10.4.trend_following"": 0.0203}"
101,2023-08-14,2024-08-13,2024-08-14,2024-09-12,252,21,0.1595845803361428,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0472, ""3.1.price_momentum_long_only"": 0.0469, ""3.4.low_volatility"": -0.0499, ""3.6.multifactor"": 0.031, ""3.9.mean_reversion_single_cluster"": 0.0426, ""3.11.single_moving_average"": -0.0559, ""3.12.two_moving_averages"": 0.2461, ""3.14.support_resistance"": -0.0454, ""3.15.channel"": 0.1964, ""4.4.mean_reversion_ibs"": 0.1073, ""4.6.multi_asset_trend"": 0.0761, ""10.4.trend_following"": -0.0553}"
102,2023-09-13,2024-09-12,2024-09-13,2024-10-11,252,21,0.18736001294045126,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0621, ""3.1.price_momentum_long_only"": -0.0008, ""3.4.low_volatility"": 0.055, ""3.6.multifactor"": -0.105, ""3.9.mean_reversion_single_cluster"": -0.1141, ""3.11.single_moving_average"": -0.0451, ""3.12.two_moving_averages"": -0.1485, ""3.14.support_resistance"": 0.1126, ""3.15.channel"": -0.1824, ""4.4.mean_reversion_ibs"": 0.1302, ""4.6.multi_asset_trend"": 0.0363, ""10.4.trend_following"": -0.0079}"
103,2023-10-12,2024-10-11,2024-10-14,2024-11-11,252,21,1.1720157511098515,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.1253, ""3.1.price_momentum_long_only"": 0.0518, ""3.4.low_volatility"": 0.075, ""3.6.multifactor"": 0.1181, ""3.9.mean_reversion_single_cluster"": -0.0468, ""3.11.single_moving_average"": 0.0611, ""3.12.two_moving_averages"": 0.0598, ""3.14.support_resistance"": -0.0372, ""3.15.channel"": 0.1511, ""4.4.mean_reversion_ibs"": 0.0905, ""4.6.multi_asset_trend"": 0.0699, ""10.4.trend_following"": 0.1135}"
104,2023-11-10,2024-11-11,2024-11-12,2024-12-11,252,21,1.9609461426487695,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0013, ""3.1.price_momentum_long_only"": 0.066, ""3.4.low_volatility"": -0.0456, ""3.6.multifactor"": -0.0665, ""3.9.mean_reversion_single_cluster"": -0.1356, ""3.11.single_moving_average"": 0.0988, ""3.12.two_moving_averages"": 0.0624, ""3.14.support_resistance"": 0.0712, ""3.15.channel"": 0.057, ""4.4.mean_reversion_ibs"": 0.0841, ""4.6.multi_asset_trend"": 0.1414, ""10.4.trend_following"": 0.1702}"
105,2023-12-12,2024-12-11,2024-12-12,2025-01-14,252,21,1.8749978804805032,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.043, ""3.1.price_momentum_long_only"": 0.0852, ""3.4.low_volatility"": 0.0094, ""3.6.multifactor"": 0.0277, ""3.9.mean_reversion_single_cluster"": -0.0179, ""3.11.single_moving_average"": 0.1507, ""3.12.two_moving_averages"": 0.0875, ""3.14.support_resistance"": -0.0969, ""3.15.channel"": 0.1293, ""4.4.mean_reversion_ibs"": -0.0132, ""4.6.multi_asset_trend"": 0.1117, ""10.4.trend_following"": 0.2274}"
106,2024-01-12,2025-01-14,2025-01-15,2025-02-13,252,21,0.6551078226829535,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1329, ""3.1.price_momentum_long_only"": -0.0095, ""3.4.low_volatility"": -0.0637, ""3.6.multifactor"": -0.1342, ""3.9.mean_reversion_single_cluster"": -0.0273, ""3.11.single_moving_average"": 0.105, ""3.12.two_moving_averages"": 0.0967, ""3.14.support_resistance"": 0.1017, ""3.15.channel"": 0.031, ""4.4.mean_reversion_ibs"": -0.1572, ""4.6.multi_asset_trend"": 0.0579, ""10.4.trend_following"": 0.0829}"
107,2024-02-13,2025-02-13,2025-02-14,2025-03-17,252,21,1.583923938069861,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0493, ""3.1.price_momentum_long_only"": 0.1503, ""3.4.low_volatility"": 0.1081, ""3.6.multifactor"": 0.0032, ""3.9.mean_reversion_single_cluster"": 0.053, ""3.11.single_moving_average"": 0.0051, ""3.12.two_moving_averages"": -0.0827, ""3.14.support_resistance"": 0.1166, ""3.15.channel"": 0.0428, ""4.4.mean_reversion_ibs"": -0.0533, ""4.6.multi_asset_trend"": 0.1828, ""10.4.trend_following"": -0.1527}"
108,2024-03-14,2025-03-17,2025-03-18,2025-04-15,252,21,0.091888092623791,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.118, ""3.1.price_momentum_long_only"": -0.0877, ""3.4.low_volatility"": 0.0374, ""3.6.multifactor"": -0.0557, ""3.9.mean_reversion_single_cluster"": 0.041, ""3.11.single_moving_average"": -0.131, ""3.12.two_moving_averages"": 0.0676, ""3.14.support_resistance"": -0.0706, ""3.15.channel"": 0.1005, ""4.4.mean_reversion_ibs"": 0.0604, ""4.6.multi_asset_trend"": -0.2064, ""10.4.trend_following"": -0.0236}"
109,2024-04-15,2025-04-15,2025-04-16,2025-05-15,252,21,0.08170220654200627,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0731, ""3.1.price_momentum_long_only"": -0.0592, ""3.4.low_volatility"": 0.0918, ""3.6.multifactor"": 0.0533, ""3.9.mean_reversion_single_cluster"": 0.1344, ""3.11.single_moving_average"": -0.1054, ""3.12.two_moving_averages"": -0.0314, ""3.14.support_resistance"": -0.0729, ""3.15.channel"": 0.0914, ""4.4.mean_reversion_ibs"": 0.0071, ""4.6.multi_asset_trend"": -0.219, ""10.4.trend_following"": -0.061}"
110,2024-05-14,2025-05-15,2025-05-16,2025-06-16,252,21,0.5132417962597215,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0162, ""3.1.price_momentum_long_only"": 0.073, ""3.4.low_volatility"": -0.1127, ""3.6.multifactor"": -0.1614, ""3.9.mean_reversion_single_cluster"": -0.0241, ""3.11.single_moving_average"": -0.036, ""3.12.two_moving_averages"": 0.0517, ""3.14.support_resistance"": 0.1967, ""3.15.channel"": 0.0101, ""4.4.mean_reversion_ibs"": -0.1017, ""4.6.multi_asset_trend"": 0.1212, ""10.4.trend_following"": -0.0952}"
111,2024-06-13,2025-06-16,2025-06-17,2025-07-17,252,21,1.1574805345513683,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.2767, ""3.1.price_momentum_long_only"": 0.0084, ""3.4.low_volatility"": -0.0394, ""3.6.multifactor"": -0.1229, ""3.9.mean_reversion_single_cluster"": 0.0181, ""3.11.single_moving_average"": -0.0685, ""3.12.two_moving_averages"": 0.0024, ""3.14.support_resistance"": -0.2592, ""3.15.channel"": 0.0408, ""4.4.mean_reversion_ibs"": 0.0035, ""4.6.multi_asset_trend"": -0.0427, ""10.4.trend_following"": -0.1174}"
112,2024-07-16,2025-07-17,2025-07-18,2025-08-15,252,21,0.13664484655018852,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0853, ""3.1.price_momentum_long_only"": 0.0786, ""3.4.low_volatility"": -0.131, ""3.6.multifactor"": -0.1208, ""3.9.mean_reversion_single_cluster"": -0.0064, ""3.11.single_moving_average"": -0.0848, ""3.12.two_moving_averages"": 0.0799, ""3.14.support_resistance"": 0.0212, ""3.15.channel"": 0.054, ""4.4.mean_reversion_ibs"": -0.1566, ""4.6.multi_asset_trend"": 0.1191, ""10.4.trend_following"": -0.0621}"
113,2024-08-14,2025-08-15,2025-08-18,2025-09-16,252,21,0.0869290969232094,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1997, ""3.1.price_momentum_long_only"": 0.0092, ""3.4.low_volatility"": -0.0785, ""3.6.multifactor"": -0.0288, ""3.9.mean_reversion_single_cluster"": 0.1224, ""3.11.single_moving_average"": -0.0289, ""3.12.two_moving_averages"": 0.0399, ""3.14.support_resistance"": -0.3015, ""3.15.channel"": 0.1081, ""4.4.mean_reversion_ibs"": -0.0129, ""4.6.multi_asset_trend"": 0.0695, ""10.4.trend_following"": -0.0006}"
114,2024-09-13,2025-09-16,2025-09-17,2025-10-15,252,21,0.6155531479051441,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.038, ""3.1.price_momentum_long_only"": 0.0586, ""3.4.low_volatility"": -0.1538, ""3.6.multifactor"": 0.0533, ""3.9.mean_reversion_single_cluster"": 0.0903, ""3.11.single_moving_average"": 0.0587, ""3.12.two_moving_averages"": 0.0606, ""3.14.support_resistance"": -0.0552, ""3.15.channel"": 0.0932, ""4.4.mean_reversion_ibs"": -0.1583, ""4.6.multi_asset_trend"": 0.1693, ""10.4.trend_following"": -0.0107}"
115,2024-10-14,2025-10-15,2025-10-16,2025-11-13,252,21,0.04453696314950045,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1295, ""3.1.price_momentum_long_only"": 0.012, ""3.4.low_volatility"": -0.0759, ""3.6.multifactor"": 0.201, ""3.9.mean_reversion_single_cluster"": 0.0652, ""3.11.single_moving_average"": 0.1435, ""3.12.two_moving_averages"": 0.0678, ""3.14.support_resistance"": -0.0567, ""3.15.channel"": 0.0658, ""4.4.mean_reversion_ibs"": 0.0331, ""4.6.multi_asset_trend"": 0.1223, ""10.4.trend_following"": -0.0272}"
116,2024-11-12,2025-11-13,2025-11-14,2025-12-15,252,21,-0.35681517426711656,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1915, ""3.1.price_momentum_long_only"": -0.0395, ""3.4.low_volatility"": -0.0523, ""3.6.multifactor"": -0.0219, ""3.9.mean_reversion_single_cluster"": -0.0518, ""3.11.single_moving_average"": 0.0373, ""3.12.two_moving_averages"": 0.0003, ""3.14.support_resistance"": -0.1627, ""3.15.channel"": -0.0317, ""4.4.mean_reversion_ibs"": 0.188, ""4.6.multi_asset_trend"": -0.0502, ""10.4.trend_following"": -0.1726}"
117,2024-12-12,2025-12-15,2025-12-16,2026-01-15,252,21,-0.10618421486904493,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0443, ""3.1.price_momentum_long_only"": -0.0211, ""3.4.low_volatility"": -0.0367, ""3.6.multifactor"": 0.1844, ""3.9.mean_reversion_single_cluster"": 0.0188, ""3.11.single_moving_average"": 0.1154, ""3.12.two_moving_averages"": 0.0695, ""3.14.support_resistance"": -0.2023, ""3.15.channel"": 0.0276, ""4.4.mean_reversion_ibs"": 0.2115, ""4.6.multi_asset_trend"": 0.0135, ""10.4.trend_following"": 0.0549}"
118,2025-01-15,2026-01-15,2026-01-16,2026-02-17,252,21,-0.5372799088998985,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1932, ""3.1.price_momentum_long_only"": -0.0415, ""3.4.low_volatility"": -0.1187, ""3.6.multifactor"": 0.034, ""3.9.mean_reversion_single_cluster"": -0.0434, ""3.11.single_moving_average"": 0.1033, ""3.12.two_moving_averages"": -0.0443, ""3.14.support_resistance"": -0.1206, ""3.15.channel"": -0.0698, ""4.4.mean_reversion_ibs"": 0.1928, ""4.6.multi_asset_trend"": -0.0151, ""10.4.trend_following"": 0.0236}"
119,2025-02-14,2026-02-17,2026-02-18,2026-03-18,252,21,0.28901575259204176,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0283, ""3.1.price_momentum_long_only"": -0.005, ""3.4.low_volatility"": 0.0529, ""3.6.multifactor"": 0.2417, ""3.9.mean_reversion_single_cluster"": 0.0984, ""3.11.single_moving_average"": -0.0392, ""3.12.two_moving_averages"": -0.0141, ""3.14.support_resistance"": 0.071, ""3.15.channel"": 0.0177, ""4.4.mean_reversion_ibs"": -0.1728, ""4.6.multi_asset_trend"": -0.0566, ""10.4.trend_following"": 0.2023}"
120,2025-03-18,2026-03-18,2026-03-19,2026-04-17,252,21,0.8146490540789405,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0806, ""3.1.price_momentum_long_only"": -0.0374, ""3.4.low_volatility"": -0.0455, ""3.6.multifactor"": 0.1492, ""3.9.mean_reversion_single_cluster"": 0.0988, ""3.11.single_moving_average"": -0.0064, ""3.12.two_moving_averages"": -0.0656, ""3.14.support_resistance"": -0.0822, ""3.15.channel"": -0.046, ""4.4.mean_reversion_ibs"": -0.3221, ""4.6.multi_asset_trend"": -0.0372, ""10.4.trend_following"": 0.029}"
121,2025-04-16,2026-04-17,2026-04-20,2026-05-18,252,21,0.6741140831451009,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0186, ""3.1.price_momentum_long_only"": 0.087, ""3.4.low_volatility"": -0.0755, ""3.6.multifactor"": -0.1477, ""3.9.mean_reversion_single_cluster"": -0.0547, ""3.11.single_moving_average"": -0.048, ""3.12.two_moving_averages"": -0.1232, ""3.14.support_resistance"": 0.1193, ""3.15.channel"": -0.0663, ""4.4.mean_reversion_ibs"": -0.0712, ""4.6.multi_asset_trend"": 0.1607, ""10.4.trend_following"": -0.0279}"
122,2025-05-16,2026-05-18,2026-05-19,2026-06-17,252,21,0.6281449500049715,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1299, ""3.1.price_momentum_long_only"": -0.0273, ""3.4.low_volatility"": -0.0173, ""3.6.multifactor"": 0.1404, ""3.9.mean_reversion_single_cluster"": -0.0141, ""3.11.single_moving_average"": 0.0845, ""3.12.two_moving_averages"": 0.1363, ""3.14.support_resistance"": 0.0553, ""3.15.channel"": 0.0866, ""4.4.mean_reversion_ibs"": 0.0172, ""4.6.multi_asset_trend"": 0.182, ""10.4.trend_following"": 0.1091}"
123,2025-06-17,2026-06-17,2026-06-18,2026-07-20,252,21,-0.5219149116005287,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0556, ""3.1.price_momentum_long_only"": -0.03, ""3.4.low_volatility"": 0.0263, ""3.6.multifactor"": 0.0433, ""3.9.mean_reversion_single_cluster"": -0.0263, ""3.11.single_moving_average"": -0.1611, ""3.12.two_moving_averages"": -0.1954, ""3.14.support_resistance"": -0.0206, ""3.15.channel"": -0.1362, ""4.4.mean_reversion_ibs"": -0.0813, ""4.6.multi_asset_trend"": -0.1515, ""10.4.trend_following"": -0.0724}"
124,2025-07-18,2026-07-20,2026-07-21,2026-08-18,252,21,0.9302050768332183,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.104, ""3.1.price_momentum_long_only"": -0.0153, ""3.4.low_volatility"": 0.0019, ""3.6.multifactor"": 0.1138, ""3.9.mean_reversion_single_cluster"": 0.228, ""3.11.single_moving_average"": -0.074, ""3.12.two_moving_averages"": -0.048, ""3.14.support_resistance"": -0.178, ""3.15.channel"": -0.0254, ""4.4.mean_reversion_ibs"": 0.067, ""4.6.multi_asset_trend"": -0.0345, ""10.4.trend_following"": -0.1101}"
