fold,train_start,train_end,test_start,test_end,train_days,test_days,in_sample_objective,params,grid_size,combo_weights
44,2018-11-07,2019-11-07,2019-11-08,2019-12-09,252,21,0.2133551975186424,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1348, ""3.1.price_momentum_long_only"": 0.0732, ""3.4.low_volatility"": -0.1059, ""3.6.multifactor"": -0.1056, ""3.9.mean_reversion_single_cluster"": 0.0575, ""3.11.single_moving_average"": 0.0716, ""3.12.two_moving_averages"": 0.0375, ""3.14.support_resistance"": -0.0806, ""3.15.channel"": 0.0788, ""4.4.mean_reversion_ibs"": 0.096, ""4.6.multi_asset_trend"": 0.0598, ""10.4.trend_following"": 0.0988}"
45,2018-12-10,2019-12-09,2019-12-10,2020-01-09,252,21,0.4884824150070652,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.107, ""3.1.price_momentum_long_only"": 0.07, ""3.4.low_volatility"": -0.0974, ""3.6.multifactor"": -0.0959, ""3.9.mean_reversion_single_cluster"": 0.1073, ""3.11.single_moving_average"": 0.0998, ""3.12.two_moving_averages"": 0.0453, ""3.14.support_resistance"": -0.1038, ""3.15.channel"": 0.0888, ""4.4.mean_reversion_ibs"": 0.0209, ""4.6.multi_asset_trend"": 0.0866, ""10.4.trend_following"": 0.0771}"
46,2019-01-10,2020-01-09,2020-01-10,2020-02-10,252,21,1.0391002363937087,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0153, ""3.1.price_momentum_long_only"": 0.0768, ""3.4.low_volatility"": -0.0141, ""3.6.multifactor"": -0.0278, ""3.9.mean_reversion_single_cluster"": -0.1237, ""3.11.single_moving_average"": 0.1115, ""3.12.two_moving_averages"": 0.064, ""3.14.support_resistance"": 0.1034, ""3.15.channel"": 0.1126, ""4.4.mean_reversion_ibs"": -0.1114, ""4.6.multi_asset_trend"": 0.1259, ""10.4.trend_following"": 0.1135}"
47,2019-02-11,2020-02-10,2020-02-11,2020-03-11,252,21,2.598290184071653,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0762, ""3.1.price_momentum_long_only"": 0.1882, ""3.4.low_volatility"": 0.0187, ""3.6.multifactor"": -0.0133, ""3.9.mean_reversion_single_cluster"": 0.0709, ""3.11.single_moving_average"": 0.1498, ""3.12.two_moving_averages"": 0.1137, ""3.14.support_resistance"": 0.0418, ""3.15.channel"": 0.1128, ""4.4.mean_reversion_ibs"": 0.1484, ""4.6.multi_asset_trend"": 0.0442, ""10.4.trend_following"": -0.0221}"
48,2019-03-13,2020-03-11,2020-03-12,2020-04-09,252,21,0.4718273759007073,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1432, ""3.1.price_momentum_long_only"": -0.0299, ""3.4.low_volatility"": -0.1065, ""3.6.multifactor"": -0.1453, ""3.9.mean_reversion_single_cluster"": 0.0682, ""3.11.single_moving_average"": -0.0904, ""3.12.two_moving_averages"": 0.0975, ""3.14.support_resistance"": 0.019, ""3.15.channel"": 0.0458, ""4.4.mean_reversion_ibs"": 0.0507, ""4.6.multi_asset_trend"": -0.1288, ""10.4.trend_following"": -0.0746}"
49,2019-04-11,2020-04-09,2020-04-13,2020-05-11,252,21,1.9172213097979842,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0911, ""3.1.price_momentum_long_only"": 0.0143, ""3.4.low_volatility"": -0.1232, ""3.6.multifactor"": -0.1596, ""3.9.mean_reversion_single_cluster"": -0.0848, ""3.11.single_moving_average"": -0.1456, ""3.12.two_moving_averages"": 0.0012, ""3.14.support_resistance"": -0.1052, ""3.15.channel"": -0.0503, ""4.4.mean_reversion_ibs"": -0.1498, ""4.6.multi_asset_trend"": -0.0327, ""10.4.trend_following"": -0.0422}"
50,2019-05-13,2020-05-11,2020-05-12,2020-06-10,252,21,0.698817547495818,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1238, ""3.1.price_momentum_long_only"": 0.0565, ""3.4.low_volatility"": -0.0565, ""3.6.multifactor"": 0.0538, ""3.9.mean_reversion_single_cluster"": 0.0225, ""3.11.single_moving_average"": 0.1765, ""3.12.two_moving_averages"": 0.1133, ""3.14.support_resistance"": 0.0354, ""3.15.channel"": 0.13, ""4.4.mean_reversion_ibs"": -0.0396, ""4.6.multi_asset_trend"": 0.0542, ""10.4.trend_following"": 0.1377}"
51,2019-06-12,2020-06-10,2020-06-11,2020-07-10,252,21,2.1698802569436424,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1244, ""3.1.price_momentum_long_only"": 0.1211, ""3.4.low_volatility"": -0.1126, ""3.6.multifactor"": -0.0734, ""3.9.mean_reversion_single_cluster"": 0.0191, ""3.11.single_moving_average"": -0.0038, ""3.12.two_moving_averages"": 0.0995, ""3.14.support_resistance"": -0.1741, ""3.15.channel"": 0.078, ""4.4.mean_reversion_ibs"": -0.032, ""4.6.multi_asset_trend"": 0.0375, ""10.4.trend_following"": -0.1245}"
52,2019-07-12,2020-07-10,2020-07-13,2020-08-10,252,21,1.7036605912997436,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1306, ""3.1.price_momentum_long_only"": 0.0689, ""3.4.low_volatility"": -0.0759, ""3.6.multifactor"": -0.0304, ""3.9.mean_reversion_single_cluster"": -0.0582, ""3.11.single_moving_average"": 0.1681, ""3.12.two_moving_averages"": 0.1207, ""3.14.support_resistance"": 0.0132, ""3.15.channel"": 0.1404, ""4.4.mean_reversion_ibs"": -0.0039, ""4.6.multi_asset_trend"": 0.0765, ""10.4.trend_following"": 0.1132}"
53,2019-08-12,2020-08-10,2020-08-11,2020-09-09,252,21,2.0290250099875093,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.118, ""3.1.price_momentum_long_only"": 0.077, ""3.4.low_volatility"": -0.0885, ""3.6.multifactor"": -0.0378, ""3.9.mean_reversion_single_cluster"": -0.0318, ""3.11.single_moving_average"": 0.1468, ""3.12.two_moving_averages"": 0.118, ""3.14.support_resistance"": -0.0344, ""3.15.channel"": 0.136, ""4.4.mean_reversion_ibs"": 0.0514, ""4.6.multi_asset_trend"": 0.0854, ""10.4.trend_following"": 0.0749}"
54,2019-09-11,2020-09-09,2020-09-10,2020-10-08,252,21,2.4534231391041534,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1207, ""3.1.price_momentum_long_only"": 0.0607, ""3.4.low_volatility"": -0.1065, ""3.6.multifactor"": -0.0514, ""3.9.mean_reversion_single_cluster"": -0.0143, ""3.11.single_moving_average"": 0.111, ""3.12.two_moving_averages"": 0.1024, ""3.14.support_resistance"": -0.0886, ""3.15.channel"": 0.1046, ""4.4.mean_reversion_ibs"": 0.0889, ""4.6.multi_asset_trend"": 0.063, ""10.4.trend_following"": 0.0878}"
55,2019-10-10,2020-10-08,2020-10-09,2020-11-06,252,21,2.470827149979569,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0988, ""3.1.price_momentum_long_only"": 0.051, ""3.4.low_volatility"": -0.1024, ""3.6.multifactor"": 0.0684, ""3.9.mean_reversion_single_cluster"": 0.1103, ""3.11.single_moving_average"": 0.0836, ""3.12.two_moving_averages"": 0.0723, ""3.14.support_resistance"": -0.1828, ""3.15.channel"": 0.1031, ""4.4.mean_reversion_ibs"": 0.009, ""4.6.multi_asset_trend"": 0.0446, ""10.4.trend_following"": 0.0737}"
56,2019-11-08,2020-11-06,2020-11-09,2020-12-08,252,21,2.2144559434184976,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.1094, ""3.1.price_momentum_long_only"": 0.0465, ""3.4.low_volatility"": -0.0712, ""3.6.multifactor"": 0.0837, ""3.9.mean_reversion_single_cluster"": 0.1024, ""3.11.single_moving_average"": 0.1129, ""3.12.two_moving_averages"": 0.0493, ""3.14.support_resistance"": -0.2027, ""3.15.channel"": 0.1053, ""4.4.mean_reversion_ibs"": -0.011, ""4.6.multi_asset_trend"": 0.0424, ""10.4.trend_following"": 0.0632}"
57,2019-12-10,2020-12-08,2020-12-09,2021-01-08,252,21,2.5573901471836034,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0588, ""3.1.price_momentum_long_only"": 0.0457, ""3.4.low_volatility"": -0.0994, ""3.6.multifactor"": 0.1023, ""3.9.mean_reversion_single_cluster"": 0.1108, ""3.11.single_moving_average"": 0.1334, ""3.12.two_moving_averages"": 0.0413, ""3.14.support_resistance"": -0.2112, ""3.15.channel"": 0.1191, ""4.4.mean_reversion_ibs"": 0.0101, ""4.6.multi_asset_trend"": 0.058, ""10.4.trend_following"": -0.01}"
58,2020-01-10,2021-01-08,2021-01-11,2021-02-09,252,21,2.5453744700442154,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0489, ""3.1.price_momentum_long_only"": 0.0469, ""3.4.low_volatility"": -0.1122, ""3.6.multifactor"": -0.1187, ""3.9.mean_reversion_single_cluster"": 0.0017, ""3.11.single_moving_average"": 0.1367, ""3.12.two_moving_averages"": 0.0763, ""3.14.support_resistance"": -0.086, ""3.15.channel"": 0.0913, ""4.4.mean_reversion_ibs"": 0.1633, ""4.6.multi_asset_trend"": 0.0721, ""10.4.trend_following"": 0.046}"
59,2020-02-11,2021-02-09,2021-02-10,2021-03-11,252,21,2.004447213484811,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0584, ""3.1.price_momentum_long_only"": 0.047, ""3.4.low_volatility"": -0.1381, ""3.6.multifactor"": -0.1154, ""3.9.mean_reversion_single_cluster"": -0.0357, ""3.11.single_moving_average"": 0.1281, ""3.12.two_moving_averages"": 0.0952, ""3.14.support_resistance"": -0.0359, ""3.15.channel"": 0.0947, ""4.4.mean_reversion_ibs"": 0.1305, ""4.6.multi_asset_trend"": 0.0662, ""10.4.trend_following"": 0.0547}"
60,2020-03-12,2021-03-11,2021-03-12,2021-04-12,252,21,2.350969079119929,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.004, ""3.1.price_momentum_long_only"": 0.0196, ""3.4.low_volatility"": -0.1175, ""3.6.multifactor"": -0.144, ""3.9.mean_reversion_single_cluster"": -0.0526, ""3.11.single_moving_average"": 0.037, ""3.12.two_moving_averages"": 0.0429, ""3.14.support_resistance"": -0.1022, ""3.15.channel"": 0.0017, ""4.4.mean_reversion_ibs"": 0.34, ""4.6.multi_asset_trend"": 0.0335, ""10.4.trend_following"": 0.1051}"
61,2020-04-13,2021-04-12,2021-04-13,2021-05-11,252,21,1.0910297984145967,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.018, ""3.1.price_momentum_long_only"": 0.0211, ""3.4.low_volatility"": 0.0156, ""3.6.multifactor"": 0.2136, ""3.9.mean_reversion_single_cluster"": 0.1511, ""3.11.single_moving_average"": 0.0565, ""3.12.two_moving_averages"": 0.1361, ""3.14.support_resistance"": 0.0595, ""3.15.channel"": 0.1252, ""4.4.mean_reversion_ibs"": 0.156, ""4.6.multi_asset_trend"": 0.0006, ""10.4.trend_following"": -0.0466}"
62,2020-05-12,2021-05-11,2021-05-12,2021-06-10,252,21,-0.12160238537339832,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1298, ""3.1.price_momentum_long_only"": -0.0377, ""3.4.low_volatility"": -0.0515, ""3.6.multifactor"": 0.1656, ""3.9.mean_reversion_single_cluster"": 0.0533, ""3.11.single_moving_average"": -0.1067, ""3.12.two_moving_averages"": 0.0885, ""3.14.support_resistance"": -0.1967, ""3.15.channel"": 0.0142, ""4.4.mean_reversion_ibs"": 0.0856, ""4.6.multi_asset_trend"": -0.0383, ""10.4.trend_following"": 0.0322}"
63,2020-06-11,2021-06-10,2021-06-11,2021-07-12,252,21,0.9537652242489829,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0668, ""3.1.price_momentum_long_only"": 0.0113, ""3.4.low_volatility"": -0.0436, ""3.6.multifactor"": 0.1443, ""3.9.mean_reversion_single_cluster"": 0.0019, ""3.11.single_moving_average"": -0.1263, ""3.12.two_moving_averages"": 0.1214, ""3.14.support_resistance"": -0.1623, ""3.15.channel"": -0.0384, ""4.4.mean_reversion_ibs"": 0.1121, ""4.6.multi_asset_trend"": -0.0507, ""10.4.trend_following"": 0.1209}"
64,2020-07-13,2021-07-12,2021-07-13,2021-08-10,252,21,1.405382520297265,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0799, ""3.1.price_momentum_long_only"": 0.0521, ""3.4.low_volatility"": 0.0488, ""3.6.multifactor"": -0.0546, ""3.9.mean_reversion_single_cluster"": -0.0725, ""3.11.single_moving_average"": 0.1706, ""3.12.two_moving_averages"": 0.0228, ""3.14.support_resistance"": 0.1182, ""3.15.channel"": -0.0462, ""4.4.mean_reversion_ibs"": 0.1047, ""4.6.multi_asset_trend"": 0.0698, ""10.4.trend_following"": 0.1598}"
65,2020-08-11,2021-08-10,2021-08-11,2021-09-09,252,21,0.07320810037701933,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0869, ""3.1.price_momentum_long_only"": 0.0613, ""3.4.low_volatility"": -0.13, ""3.6.multifactor"": -0.0254, ""3.9.mean_reversion_single_cluster"": -0.2013, ""3.11.single_moving_average"": 0.0463, ""3.12.two_moving_averages"": 0.0064, ""3.14.support_resistance"": 0.1717, ""3.15.channel"": -0.001, ""4.4.mean_reversion_ibs"": -0.1086, ""4.6.multi_asset_trend"": 0.0378, ""10.4.trend_following"": 0.1231}"
66,2020-09-10,2021-09-09,2021-09-10,2021-10-08,252,21,0.7276084043338208,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0051, ""3.1.price_momentum_long_only"": 0.0381, ""3.4.low_volatility"": -0.1279, ""3.6.multifactor"": 0.0806, ""3.9.mean_reversion_single_cluster"": 0.0129, ""3.11.single_moving_average"": 0.1412, ""3.12.two_moving_averages"": 0.1705, ""3.14.support_resistance"": 0.0753, ""3.15.channel"": 0.1777, ""4.4.mean_reversion_ibs"": -0.1308, ""4.6.multi_asset_trend"": 0.0374, ""10.4.trend_following"": -0.0024}"
67,2020-10-09,2021-10-08,2021-10-11,2021-11-08,252,21,0.22281911622818434,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0379, ""3.1.price_momentum_long_only"": -0.0219, ""3.4.low_volatility"": -0.0217, ""3.6.multifactor"": 0.099, ""3.9.mean_reversion_single_cluster"": 0.0657, ""3.11.single_moving_average"": -0.0428, ""3.12.two_moving_averages"": 0.0008, ""3.14.support_resistance"": 0.2791, ""3.15.channel"": -0.2038, ""4.4.mean_reversion_ibs"": 0.2099, ""4.6.multi_asset_trend"": -0.0061, ""10.4.trend_following"": 0.0111}"
68,2020-11-09,2021-11-08,2021-11-09,2021-12-08,252,21,2.4643384151525662,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.069, ""3.1.price_momentum_long_only"": 0.0463, ""3.4.low_volatility"": -0.1399, ""3.6.multifactor"": -0.0798, ""3.9.mean_reversion_single_cluster"": -0.0599, ""3.11.single_moving_average"": 0.1365, ""3.12.two_moving_averages"": 0.0742, ""3.14.support_resistance"": 0.1007, ""3.15.channel"": 0.0779, ""4.4.mean_reversion_ibs"": -0.003, ""4.6.multi_asset_trend"": 0.06, ""10.4.trend_following"": 0.1527}"
69,2020-12-09,2021-12-08,2021-12-09,2022-01-07,252,21,1.9699750493606398,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0802, ""3.1.price_momentum_long_only"": 0.0356, ""3.4.low_volatility"": -0.1447, ""3.6.multifactor"": -0.0707, ""3.9.mean_reversion_single_cluster"": -0.0356, ""3.11.single_moving_average"": 0.1158, ""3.12.two_moving_averages"": 0.077, ""3.14.support_resistance"": 0.1231, ""3.15.channel"": 0.0443, ""4.4.mean_reversion_ibs"": 0.0377, ""4.6.multi_asset_trend"": 0.0536, ""10.4.trend_following"": 0.1817}"
70,2021-01-11,2022-01-07,2022-01-10,2022-02-08,252,21,1.0530927822152596,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0524, ""3.1.price_momentum_long_only"": 0.0284, ""3.4.low_volatility"": -0.1329, ""3.6.multifactor"": -0.1715, ""3.9.mean_reversion_single_cluster"": -0.0609, ""3.11.single_moving_average"": 0.088, ""3.12.two_moving_averages"": 0.0272, ""3.14.support_resistance"": 0.0884, ""3.15.channel"": -0.0558, ""4.4.mean_reversion_ibs"": 0.1296, ""4.6.multi_asset_trend"": 0.0525, ""10.4.trend_following"": 0.1123}"
71,2021-02-10,2022-02-08,2022-02-09,2022-03-10,252,21,1.940452487628615,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0908, ""3.1.price_momentum_long_only"": 0.0331, ""3.4.low_volatility"": -0.1718, ""3.6.multifactor"": 0.067, ""3.9.mean_reversion_single_cluster"": -0.0615, ""3.11.single_moving_average"": -0.1059, ""3.12.two_moving_averages"": 0.009, ""3.14.support_resistance"": 0.0576, ""3.15.channel"": 0.0266, ""4.4.mean_reversion_ibs"": 0.2499, ""4.6.multi_asset_trend"": -0.0675, ""10.4.trend_following"": -0.0592}"
72,2021-03-12,2022-03-10,2022-03-11,2022-04-08,252,21,1.0622391508782358,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0751, ""3.1.price_momentum_long_only"": 0.019, ""3.4.low_volatility"": -0.143, ""3.6.multifactor"": -0.1056, ""3.9.mean_reversion_single_cluster"": -0.0106, ""3.11.single_moving_average"": -0.1599, ""3.12.two_moving_averages"": -0.0062, ""3.14.support_resistance"": 0.0592, ""3.15.channel"": -0.0405, ""4.4.mean_reversion_ibs"": 0.2591, ""4.6.multi_asset_trend"": -0.0998, ""10.4.trend_following"": -0.0221}"
73,2021-04-13,2022-04-08,2022-04-11,2022-05-10,252,21,1.968484482279599,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0551, ""3.1.price_momentum_long_only"": 0.0048, ""3.4.low_volatility"": -0.1082, ""3.6.multifactor"": 0.0023, ""3.9.mean_reversion_single_cluster"": -0.0696, ""3.11.single_moving_average"": -0.1926, ""3.12.two_moving_averages"": -0.0874, ""3.14.support_resistance"": 0.1343, ""3.15.channel"": 0.0339, ""4.4.mean_reversion_ibs"": 0.2087, ""4.6.multi_asset_trend"": -0.0753, ""10.4.trend_following"": 0.0278}"
74,2021-05-12,2022-05-10,2022-05-11,2022-06-09,252,21,1.0354127674438323,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0525, ""3.1.price_momentum_long_only"": -0.0378, ""3.4.low_volatility"": -0.1071, ""3.6.multifactor"": 0.201, ""3.9.mean_reversion_single_cluster"": -0.0141, ""3.11.single_moving_average"": 0.1251, ""3.12.two_moving_averages"": -0.0038, ""3.14.support_resistance"": 0.061, ""3.15.channel"": 0.0443, ""4.4.mean_reversion_ibs"": 0.1032, ""4.6.multi_asset_trend"": -0.0853, ""10.4.trend_following"": 0.1647}"
75,2021-06-11,2022-06-09,2022-06-10,2022-07-12,252,21,-0.022705361749762624,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1, ""3.1.price_momentum_long_only"": -0.0774, ""3.4.low_volatility"": -0.0395, ""3.6.multifactor"": -0.1074, ""3.9.mean_reversion_single_cluster"": -0.1584, ""3.11.single_moving_average"": 0.1551, ""3.12.two_moving_averages"": -0.0519, ""3.14.support_resistance"": -0.0917, ""3.15.channel"": 0.0118, ""4.4.mean_reversion_ibs"": 0.0775, ""4.6.multi_asset_trend"": -0.0879, ""10.4.trend_following"": -0.0414}"
76,2021-07-13,2022-07-12,2022-07-13,2022-08-10,252,21,1.5513659901087653,"{""d"": 21, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.0519, ""3.1.price_momentum_long_only"": -0.0404, ""3.4.low_volatility"": 0.0442, ""3.6.multifactor"": 0.184, ""3.9.mean_reversion_single_cluster"": 0.146, ""3.11.single_moving_average"": 0.0698, ""3.12.two_moving_averages"": -0.1286, ""3.14.support_resistance"": 0.1007, ""3.15.channel"": 0.0248, ""4.4.mean_reversion_ibs"": 0.1984, ""4.6.multi_asset_trend"": 0.0045, ""10.4.trend_following"": 0.0068}"
77,2021-08-11,2022-08-10,2022-08-11,2022-09-09,252,21,1.0567753584003485,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.21, ""3.1.price_momentum_long_only"": -0.0491, ""3.4.low_volatility"": -0.0442, ""3.6.multifactor"": -0.0661, ""3.9.mean_reversion_single_cluster"": 0.217, ""3.11.single_moving_average"": -0.0877, ""3.12.two_moving_averages"": -0.0847, ""3.14.support_resistance"": 0.0836, ""3.15.channel"": -0.0301, ""4.4.mean_reversion_ibs"": -0.0019, ""4.6.multi_asset_trend"": 0.0053, ""10.4.trend_following"": -0.1202}"
78,2021-09-10,2022-09-09,2022-09-12,2022-10-10,252,21,1.1822682783789213,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0173, ""3.1.price_momentum_long_only"": 0.0075, ""3.4.low_volatility"": 0.0119, ""3.6.multifactor"": -0.0421, ""3.9.mean_reversion_single_cluster"": -0.0099, ""3.11.single_moving_average"": -0.1215, ""3.12.two_moving_averages"": -0.1551, ""3.14.support_resistance"": 0.4286, ""3.15.channel"": -0.078, ""4.4.mean_reversion_ibs"": 0.0952, ""4.6.multi_asset_trend"": -0.0291, ""10.4.trend_following"": 0.0039}"
79,2021-10-11,2022-10-10,2022-10-11,2022-11-08,252,21,0.7041736922741358,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.076, ""3.1.price_momentum_long_only"": -0.0562, ""3.4.low_volatility"": 0.1503, ""3.6.multifactor"": -0.151, ""3.9.mean_reversion_single_cluster"": -0.1478, ""3.11.single_moving_average"": -0.0092, ""3.12.two_moving_averages"": 0.0824, ""3.14.support_resistance"": 0.1192, ""3.15.channel"": 0.0244, ""4.4.mean_reversion_ibs"": 0.0316, ""4.6.multi_asset_trend"": -0.0858, ""10.4.trend_following"": -0.0661}"
80,2021-11-09,2022-11-08,2022-11-09,2022-12-08,252,21,0.9137464181011627,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.0378, ""3.1.price_momentum_long_only"": -0.0083, ""3.4.low_volatility"": 0.08, ""3.6.multifactor"": -0.0469, ""3.9.mean_reversion_single_cluster"": -0.1806, ""3.11.single_moving_average"": 0.1627, ""3.12.two_moving_averages"": -0.1209, ""3.14.support_resistance"": 0.0271, ""3.15.channel"": -0.0963, ""4.4.mean_reversion_ibs"": 0.1992, ""4.6.multi_asset_trend"": 0.0057, ""10.4.trend_following"": -0.0346}"
81,2021-12-09,2022-12-08,2022-12-09,2023-01-10,252,21,0.5049337025083482,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1229, ""3.1.price_momentum_long_only"": -0.0309, ""3.4.low_volatility"": 0.0821, ""3.6.multifactor"": -0.1633, ""3.9.mean_reversion_single_cluster"": -0.1527, ""3.11.single_moving_average"": 0.0461, ""3.12.two_moving_averages"": 0.0711, ""3.14.support_resistance"": -0.0672, ""3.15.channel"": 0.0617, ""4.4.mean_reversion_ibs"": 0.1144, ""4.6.multi_asset_trend"": -0.0298, ""10.4.trend_following"": 0.0578}"
82,2022-01-10,2023-01-10,2023-01-11,2023-02-09,252,21,0.5986053578645247,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": 0.0118, ""3.1.price_momentum_long_only"": 0.0301, ""3.4.low_volatility"": 0.1355, ""3.6.multifactor"": -0.0492, ""3.9.mean_reversion_single_cluster"": -0.2787, ""3.11.single_moving_average"": 0.0191, ""3.12.two_moving_averages"": 0.034, ""3.14.support_resistance"": -0.0767, ""3.15.channel"": 0.038, ""4.4.mean_reversion_ibs"": 0.0874, ""4.6.multi_asset_trend"": -0.0697, ""10.4.trend_following"": 0.1698}"
83,2022-02-09,2023-02-09,2023-02-10,2023-03-13,252,21,1.1339258779691985,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1429, ""3.1.price_momentum_long_only"": 0.0112, ""3.4.low_volatility"": -0.1023, ""3.6.multifactor"": -0.2003, ""3.9.mean_reversion_single_cluster"": -0.3115, ""3.11.single_moving_average"": -0.0442, ""3.12.two_moving_averages"": 0.0526, ""3.14.support_resistance"": -0.0017, ""3.15.channel"": 0.0659, ""4.4.mean_reversion_ibs"": -0.015, ""4.6.multi_asset_trend"": -0.0416, ""10.4.trend_following"": 0.0108}"
84,2022-03-11,2023-03-13,2023-03-14,2023-04-12,252,21,1.950968558951874,"{""d"": 63, ""n_factors"": 1}",4,"{""3.1.price_momentum"": -0.1368, ""3.1.price_momentum_long_only"": -0.0276, ""3.4.low_volatility"": -0.0983, ""3.6.multifactor"": -0.1586, ""3.9.mean_reversion_single_cluster"": -0.2974, ""3.11.single_moving_average"": -0.027, ""3.12.two_moving_averages"": -0.012, ""3.14.support_resistance"": 0.0462, ""3.15.channel"": 0.0154, ""4.4.mean_reversion_ibs"": 0.0313, ""4.6.multi_asset_trend"": -0.1075, ""10.4.trend_following"": 0.0419}"
85,2022-04-11,2023-04-12,2023-04-13,2023-05-11,252,21,1.04540541208785,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1694, ""3.1.price_momentum_long_only"": -0.0298, ""3.4.low_volatility"": -0.1575, ""3.6.multifactor"": -0.1688, ""3.9.mean_reversion_single_cluster"": -0.2228, ""3.11.single_moving_average"": -0.0294, ""3.12.two_moving_averages"": -0.0417, ""3.14.support_resistance"": 0.0263, ""3.15.channel"": -0.0071, ""4.4.mean_reversion_ibs"": -0.0262, ""4.6.multi_asset_trend"": -0.0957, ""10.4.trend_following"": -0.0254}"
86,2022-05-11,2023-05-11,2023-05-12,2023-06-12,252,21,-0.9090415532427226,"{""d"": 21, ""n_factors"": 2}",4,"{""3.1.price_momentum"": 0.0777, ""3.1.price_momentum_long_only"": 0.1397, ""3.4.low_volatility"": 0.0213, ""3.6.multifactor"": -0.0312, ""3.9.mean_reversion_single_cluster"": -0.0397, ""3.11.single_moving_average"": 0.0656, ""3.12.two_moving_averages"": 0.1655, ""3.14.support_resistance"": -0.0213, ""3.15.channel"": 0.0303, ""4.4.mean_reversion_ibs"": -0.0443, ""4.6.multi_asset_trend"": 0.2198, ""10.4.trend_following"": -0.1437}"
87,2022-06-10,2023-06-12,2023-06-13,2023-07-13,252,21,1.4398301834028675,"{""d"": 63, ""n_factors"": 2}",4,"{""3.1.price_momentum"": -0.1693, ""3.1.price_momentum_long_only"": 0.0559, ""3.4.low_volatility"": 0.0258, ""3.6.multifactor"": -0.0943, ""3.9.mean_reversion_single_cluster"": -0.0773, ""3.11.single_moving_average"": 0.1429, ""3.12.two_moving_averages"": 0.0796, ""3.14.support_resistance"": 0.1689, ""3.15.channel"": 0.075, ""4.4.mean_reversion_ibs"": -0.0109, ""4.6.multi_asset_trend"": 0.0879, ""10.4.trend_following"": -0.0121}"
